artist,degree,weighted_degree,total_certifs,max_cert_level,avg_cert_level,collab_rate,annee_median,singles_rate,log_listeners,log_playcount,n_tags,has_lastfm,genre_rap_hiphop,genre_pop,genre_rock,genre_electronic,genre_rnb_soul,genre_chanson_fr,genre_metal,genre_jazz,genre_reggae_latin,genre_classical
NAPS,16,19.542523999999993,28.0,5.0,1.3214285714285714,0.2857142857142857,2018.0,0.8571428571428571,11.538261772783395,15.35498105276698,5,1,0,0,0,1,0,0,0,0,0,0
KALIF HARDCORE,5,4.5895410000000005,0.0,0.0,0.0,0.0,2015.0,0.0,8.068716192714781,10.457631253015656,3,1,1,0,0,0,0,0,0,0,0,0
NINHO,119,130.87440499999997,87.0,5.0,2.1149425287356323,0.25287356321839083,2019.0,0.9540229885057471,12.10540111935848,16.37467606733144,5,1,1,0,0,0,0,0,0,0,0,0
SOFIANE,45,48.51238800000001,15.0,5.0,1.8,0.26666666666666666,2017.0,0.8666666666666667,10.941075139366463,14.288540852234862,5,1,1,0,0,0,0,0,0,0,0,0
L2B,44,45.78561499999999,6.0,2.0,1.0,0.6666666666666666,2023.0,1.0,10.584739261683007,14.32156039579743,4,1,0,0,0,0,0,0,0,0,0,0
VACRA,21,17.710825,2.0,5.0,3.5,0.5,2023.0,1.0,10.931927703227235,13.956971056975014,3,1,0,0,0,0,1,0,0,0,0,0
SNEAZZY,37,38.01199800000001,3.0,0.0,0.0,0.3333333333333333,2020.0,1.0,10.689578478738811,14.492691961096568,2,1,0,0,0,0,0,0,0,0,0,0
LETO,42,36.078305,20.0,5.0,1.75,0.4,2021.0,0.85,11.209114010588564,15.333167116955984,5,1,0,0,0,1,0,0,1,0,0,0
HORNET LA FRAPPE,53,63.70353099999999,17.0,5.0,1.6470588235294117,0.23529411764705882,2018.0,0.7058823529411765,10.652187692216323,13.920629744504572,5,1,1,0,0,0,0,0,0,0,0,0
BOOBA,71,70.886187,54.0,5.0,1.6851851851851851,0.14814814814814814,2017.0,0.8148148148148148,12.181031722286688,16.56907623395559,5,1,1,0,0,0,0,0,0,0,0,0
GAZO,85,79.48926700000001,22.0,5.0,2.6363636363636362,0.5,2022.0,0.8636363636363636,11.797683265904762,15.911334054674722,5,1,1,0,0,0,0,0,0,0,0,0
SCH,58,61.880466000000006,40.0,5.0,1.6,0.125,2019.0,0.9,11.615391796514718,16.569417609401324,5,1,1,0,0,0,0,0,0,0,0,0
ABOU DEBEING,4,6.561577999999999,2.0,2.0,1.0,1.0,2017.0,1.0,9.591171199125986,11.701485853054026,5,1,1,0,0,0,1,0,0,0,0,0
S.PRI NOIR,56,50.243739000000005,6.0,5.0,1.8333333333333333,0.5,2019.0,0.6666666666666666,10.853367787403839,14.129258689640551,4,1,1,0,0,0,0,0,0,0,0,0
KOBA LAD,37,37.205278,20.0,5.0,1.9,0.35,2019.0,0.85,11.215650864312943,15.128474529150399,5,1,1,0,0,0,0,0,0,0,0,0
SDM,8,15.417408,25.0,5.0,2.32,0.32,2021.0,0.96,11.290868822756257,15.64113572266963,5,1,0,0,0,0,0,0,0,1,0,0
MHD,36,32.46924,18.0,5.0,2.4444444444444446,0.16666666666666666,2016.0,0.8888888888888888,11.981071119248956,15.07310583204161,5,1,1,0,0,0,0,0,0,0,1,0
YARO,2,4.0,1.0,2.0,2.0,1.0,2022.0,1.0,10.529960599828081,12.988543943299842,5,1,1,1,0,0,1,0,0,0,0,0
KALASH CRIMINEL,50,47.538205000000005,8.0,2.0,1.0,0.25,2017.0,0.75,10.974694385513637,14.520144017917149,5,1,1,0,0,0,0,0,0,0,0,0
KORE,2,2.571377,5.0,5.0,3.4,0.8,2021.0,0.8,10.742897240074326,13.5447629512754,5,1,1,0,1,0,0,0,0,0,0,0
DADJU,50,57.132859,33.0,5.0,1.8181818181818181,0.42424242424242425,2019.0,0.9090909090909091,12.032350011799583,15.385262497028343,5,1,1,0,0,0,1,0,0,0,0,0
ALPHA WANN,56,55.38256600000001,3.0,0.0,0.0,0.3333333333333333,2021.0,1.0,11.276342001289317,15.696055787365948,5,1,1,0,0,0,0,0,0,0,0,0
KAARIS,63,56.273844000000004,22.0,5.0,2.0454545454545454,0.18181818181818182,2017.0,0.8181818181818182,11.60320482959995,15.576704284823359,5,1,1,0,0,0,0,0,0,0,0,0
KEBLACK,50,51.42220100000001,14.0,5.0,2.142857142857143,0.21428571428571427,2018.0,0.7142857142857143,11.349559117691879,14.319554437599914,5,1,0,0,0,0,0,0,0,0,0,0
NEMIR,14,13.330514999999998,2.0,0.0,0.0,0.5,2018.5,1.0,10.591999004691544,13.47723389434341,5,1,1,0,0,0,0,0,0,0,0,0
GREEN MONTANA,52,50.53079699999999,5.0,2.0,1.2,0.4,2022.0,0.6,10.941712691189142,15.858323773350454,5,1,1,0,0,0,0,0,0,0,0,0
LA FOUINE,55,48.093647,7.0,2.0,0.5714285714285714,0.5714285714285714,2024.0,1.0,11.542192962650796,14.734148133844494,5,1,1,0,0,0,0,0,0,0,0,0
TIMAL,33,26.981276000000005,19.0,5.0,1.368421052631579,0.3157894736842105,2020.0,0.7894736842105263,10.666906786081405,14.431166897068683,0,1,0,0,0,0,0,0,0,0,0,0
LANDY,52,50.055432999999994,8.0,3.0,0.875,0.125,2020.0,0.75,10.727290118975121,13.757969364991387,5,1,1,0,1,0,0,0,0,0,0,0
DA UZI,45,39.17432800000002,8.0,5.0,1.125,0.25,2020.0,0.75,10.592952963693447,14.455235864528145,4,1,1,0,0,0,0,0,0,0,0,0
NEKFEU,55,63.52257500000001,37.0,6.0,2.4054054054054053,0.2972972972972973,2019.0,0.9459459459459459,11.82082919455998,16.477965376144443,5,1,1,0,0,0,0,0,0,0,0,0
ALONZO,37,37.81192000000001,17.0,5.0,1.8235294117647058,0.11764705882352941,2017.0,0.7647058823529411,11.452028306018923,14.323091122215322,5,1,1,0,0,0,0,0,0,0,0,0
FRANGLISH,46,44.214747,14.0,5.0,1.1428571428571428,0.35714285714285715,2021.0,0.7142857142857143,11.401535698744171,14.419650006506924,5,1,0,1,0,0,0,0,0,0,1,0
LACRIM,60,65.306452,38.0,5.0,1.4210526315789473,0.34210526315789475,2017.0,0.8421052631578947,11.573757124176472,15.136125747652322,5,1,1,0,0,0,0,0,0,0,0,0
NAZA,7,6.651457999999999,13.0,5.0,0.8461538461538461,0.15384615384615385,2018.0,0.8461538461538461,11.381049843656648,14.25806333667634,5,1,0,0,0,1,0,0,0,0,0,0
GENEZIO,38,35.83551199999999,1.0,2.0,2.0,1.0,2025.0,1.0,10.422400386484737,13.72952883251969,5,1,1,0,0,0,0,0,0,0,0,0
HAMZA,41,39.29685000000001,15.0,2.0,0.6666666666666666,0.13333333333333333,2023.0,0.8666666666666667,11.900362370559002,16.50214200654316,5,1,1,0,0,0,0,0,0,0,0,0
ANITTA,1,2.0,1.0,0.0,0.0,1.0,2017.0,1.0,14.028995615836635,18.9339852008713,5,1,0,1,0,1,1,0,0,0,0,0
BENAB,28,26.258063,5.0,2.0,0.4,0.4,2021.0,1.0,10.06130293769185,13.37231398721858,4,1,1,0,0,0,0,0,0,0,0,0
JUL,70,68.30636400000002,112.0,5.0,1.4821428571428572,0.125,2019.0,0.875,12.226086034928187,16.687375392111086,5,1,1,0,0,0,0,0,0,0,0,0
MAES,66,71.11763099999999,26.0,5.0,2.230769230769231,0.23076923076923078,2019.5,0.8846153846153846,11.623679409904762,15.733824114099829,5,1,1,0,0,0,0,0,0,0,0,0
JAZZY BAZZ,50,48.05348700000001,4.0,2.0,0.5,0.75,2020.0,0.75,11.021461194682857,15.082113595053162,5,1,1,0,0,0,0,0,0,0,0,0
GHETTO PHENOMENE,7,7.026802,1.0,2.0,2.0,1.0,2017.0,1.0,9.715469803197292,12.05845391930221,1,1,0,0,0,0,0,0,0,0,0,0
TAYC,12,14.148419000000002,17.0,5.0,1.6470588235294117,0.11764705882352941,2020.0,0.8823529411764706,12.052367699682097,15.416816495333823,5,1,1,0,0,0,1,0,0,0,1,0
GIMS,50,45.36676999999999,20.0,5.0,1.9,0.55,2024.0,0.9,12.960380774645888,16.38187552835747,5,1,1,0,0,0,1,0,0,0,0,0
MAITRE GIMS,28,26.178935000000003,24.0,5.0,2.0,0.375,2018.0,0.9583333333333334,10.86936812875028,13.446576491391195,5,1,1,0,0,0,0,0,0,0,0,0
PLK,32,27.500253999999998,42.0,5.0,1.9761904761904763,0.19047619047619047,2020.0,0.8571428571428571,11.900898474453845,16.297955764217466,5,1,1,0,0,0,0,0,0,0,0,0
FALLY IPUPA,2,3.543875,3.0,2.0,0.6666666666666666,1.0,2017.0,1.0,10.547654550874356,13.443679915867591,5,1,0,0,0,0,0,0,0,0,0,0
GUY2BEZBAR,36,42.95373899999999,9.0,5.0,0.5555555555555556,0.2222222222222222,2023.0,0.6666666666666666,10.95075391385265,14.666421454895627,1,1,0,0,0,0,0,0,0,0,0,0
NISKA,77,76.161479,45.0,5.0,2.088888888888889,0.2222222222222222,2018.0,0.9111111111111111,11.78991305475655,15.669651692738269,5,1,1,0,0,0,0,0,0,0,0,0
DOSSEH,14,14.471364000000001,11.0,5.0,1.6363636363636365,0.45454545454545453,2018.0,0.8181818181818182,10.987696610893494,14.414172868058431,5,1,0,0,0,0,0,0,0,0,0,0
WERENOI,36,32.11632300000001,37.0,5.0,1.864864864864865,0.24324324324324326,2023.0,0.8918918918918919,11.62041571114118,15.991041521215237,4,1,1,1,0,0,0,0,0,0,0,0
TIAKOLA,74,76.87302799999998,19.0,5.0,2.789473684210526,0.42105263157894735,2022.0,1.0,11.37648699374154,15.556710323310577,4,1,1,0,0,0,0,0,0,0,0,0
GLK,30,26.630157999999994,3.0,2.0,1.3333333333333333,0.6666666666666666,2019.0,1.0,10.186106830645446,13.022370651573114,5,1,1,0,0,0,0,0,0,0,0,0
SOOLKING,6,4.7027849999999995,17.0,5.0,1.8235294117647058,0.5882352941176471,2020.0,0.8823529411764706,12.151421086901406,15.337142523276032,5,1,1,0,0,0,0,0,0,0,0,0
MAFIA K'1 FRY,10,9.885383,2.0,0.0,0.0,0.0,2003.5,0.0,10.184824537428069,12.586250714411454,5,1,1,0,0,0,0,0,0,0,0,0
ROHFF,20,21.111241999999997,7.0,2.0,0.2857142857142857,0.0,2004.0,0.2857142857142857,11.303549208052376,14.361841926000682,5,1,1,0,0,0,0,0,0,0,0,0
KERY JAMES,15,16.158144,4.0,2.0,1.0,0.0,2008.5,0.0,10.81777628173961,13.79092171498965,5,1,1,0,0,0,0,0,0,0,0,0
PSY 4 DE LA RIME,9,10.230113999999999,1.0,0.0,0.0,0.0,2008.0,0.0,10.52862352247953,13.179543013241311,5,1,1,0,0,0,0,0,0,0,0,0
LUNATIC,17,12.289439000000002,2.0,0.0,0.0,0.0,2000.0,0.0,11.057487243283795,14.073757897977535,5,1,1,0,0,0,0,0,0,0,0,0
YOUSSOUPHA,21,17.302693000000005,5.0,5.0,1.8,0.2,2013.0,0.6,11.54645694817902,14.375579957288208,5,1,1,0,0,0,0,0,0,0,0,0
SINIK,16,17.843558,4.0,2.0,1.0,0.0,2006.0,0.0,10.893233186217124,13.730397015310894,5,1,1,0,0,0,0,0,0,0,0,0
OXMO PUCCINO,12,11.080282,1.0,0.0,0.0,0.0,1998.0,0.0,11.673912722056475,14.695257215289816,5,1,1,0,0,0,0,0,0,0,0,0
RIM'K,48,44.71681199999999,9.0,5.0,1.3333333333333333,0.2222222222222222,2017.0,0.5555555555555556,11.197556969613501,14.311798824539146,5,1,1,0,0,0,0,0,0,0,0,0
13 BLOCK,33,31.896912,5.0,2.0,0.4,0.0,2018.0,0.8,10.648230481739724,14.82752483873943,5,1,1,0,0,0,0,0,0,0,0,0
KEKRA,41,39.528165000000016,2.0,0.0,0.0,0.0,2021.0,0.5,10.862109539423722,15.979758558002935,5,1,1,0,0,0,0,0,0,0,0,0
1PLIKE140,45,40.951680999999994,6.0,5.0,1.1666666666666667,0.0,2020.0,0.6666666666666666,10.572982204430845,14.663596964510075,5,1,1,0,0,0,0,0,0,0,0,0
CHEU-B,10,6.121466000000002,0.0,0.0,0.0,0.0,2015.0,0.0,10.06343568035319,13.231633839250478,5,1,1,0,0,0,0,0,0,0,0,0
IKAZ BOI,27,17.242822000000004,2.0,0.0,0.0,1.0,2021.0,1.0,10.54707677424773,14.064090250261149,1,1,0,0,0,0,0,0,0,0,0,0
ATEYABA,31,25.903836999999996,1.0,0.0,0.0,0.0,2014.0,0.0,10.458119513239328,15.0938493725778,5,1,1,0,0,0,0,0,0,0,0,0
STAVO,6,3.3221529999999997,0.0,0.0,0.0,0.0,2015.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
LA FEVE,29,27.67143100000001,3.0,5.0,2.3333333333333335,0.0,2021.0,0.6666666666666666,11.062238070241076,16.262978286265003,5,1,1,0,0,0,0,0,0,0,0,0
FREEZE CORLEONE,41,38.16208400000001,7.0,2.0,0.5714285714285714,0.0,2021.0,0.7142857142857143,11.424148894579382,15.92497511451065,5,1,1,0,0,0,0,0,0,0,0,0
SIBOY,25,18.49863,1.0,5.0,5.0,1.0,2017.0,1.0,10.536406907545587,13.484610567502907,5,1,1,0,0,0,0,0,0,0,0,0
JOSMAN,77,67.77163899999996,19.0,5.0,1.8421052631578947,0.05263157894736842,2022.0,0.9473684210526315,11.43589322129926,16.45364839354586,5,1,1,0,0,0,0,0,0,0,0,0
JOLAGREEN23,15,9.575539999999998,0.0,0.0,0.0,0.0,2015.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
GRADUR,55,46.525093,13.0,5.0,1.6153846153846154,0.3076923076923077,2016.0,0.7692307692307693,11.24877761085195,14.25936141535577,5,1,1,0,0,0,0,0,0,0,0,0
DINOS,65,60.660954999999994,18.0,5.0,1.4444444444444444,0.2222222222222222,2020.0,0.7777777777777778,11.388314169720264,15.94580121414838,5,1,1,0,0,0,0,0,0,0,0,0
LAYLOW,62,57.54344499999999,15.0,5.0,1.8666666666666667,0.13333333333333333,2020.0,0.8,11.42036051357589,16.539745870643443,5,1,1,0,0,0,0,0,0,0,0,0
LESRAM,28,15.716357000000002,0.0,0.0,0.0,0.0,2015.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
GAMBINO LA MG,15,9.933695,0.0,0.0,0.0,0.0,2015.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
13 ORGANISE,15,9.532526,9.0,3.0,0.3333333333333333,0.0,2020.0,0.7777777777777778,10.0841827875855,12.445030489138741,1,1,1,0,0,0,0,0,0,0,0,0
LE CLASSICO ORGANISE,13,10.919384,3.0,5.0,1.6666666666666667,0.0,2021.0,1.0,9.998706819117062,12.804859694846709,4,1,1,0,0,0,0,0,0,0,0,0
SASSO,22,14.676607,5.0,5.0,2.0,0.4,2021.0,0.6,10.50078440743924,13.589213288905919,1,1,0,0,0,0,0,0,0,0,0,0
TK,13,8.755225999999999,2.0,0.0,0.0,0.5,2020.0,1.0,10.71123493111663,13.627545908832783,5,1,0,0,1,0,0,0,0,0,0,0
SOSO MANESS,28,21.211923,4.0,2.0,0.5,0.25,2020.5,0.5,10.80018763464528,13.910084102883365,5,1,1,0,0,0,0,0,0,0,0,0
RK,32,22.007222000000002,13.0,2.0,0.46153846153846156,0.15384615384615385,2019.0,0.7692307692307693,10.925182799100138,14.158702310841726,4,1,0,0,0,0,0,0,0,0,0,0
HEUSS L'ENFOIRE,65,60.344983000000006,8.0,5.0,3.125,0.25,2019.0,0.75,3.9318256327243257,6.192362489474872,0,1,0,0,0,0,0,0,0,0,0,0
BEENDO Z,24,18.80668,1.0,0.0,0.0,0.0,2022.0,0.0,10.367913153467802,14.090015441351419,3,1,1,0,0,0,0,0,0,0,0,0
KERCHAK,15,15.016009999999998,4.0,2.0,1.0,0.25,2022.0,0.75,10.915324799921489,14.795447037572396,5,1,1,0,0,0,0,0,0,0,0,0
MENACE SANTANA,12,10.646984000000002,3.0,2.0,0.6666666666666666,0.0,2021.0,1.0,10.919804598477407,15.458807334496287,5,1,1,0,0,0,0,0,0,0,0,0
J9UEVE,25,21.307596000000004,1.0,0.0,0.0,1.0,2022.0,1.0,10.392987389587367,14.885138496028565,5,1,1,0,0,0,0,0,0,0,0,0
FRESH LADOUILLE,22,18.452923,1.0,0.0,0.0,0.0,2021.0,1.0,9.433723894495,12.833662119092372,5,1,1,0,0,0,0,0,0,0,0,0
DIDDI TRIX,5,2.568778,0.0,0.0,0.0,0.0,2015.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
OBOY,48,44.98328699999998,13.0,5.0,1.7692307692307692,0.0,2020.0,0.8461538461538461,11.581583613777127,15.485771848931973,5,1,1,0,0,0,0,0,0,0,0,0
BU$HI,25,16.108952000000002,0.0,0.0,0.0,0.0,2015.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
THEODORA,14,9.086311,5.0,5.0,4.2,0.4,2024.0,0.8,11.551463252675308,15.777492855311658,5,1,0,1,1,0,0,0,0,0,0,0
VITAA,24,22.05675,14.0,6.0,2.4285714285714284,0.5714285714285714,2018.5,0.7142857142857143,11.605550224076051,14.43423479369489,5,1,0,1,0,0,1,0,0,0,0,0
LORENZO,15,11.401664,14.0,5.0,1.1428571428571428,0.14285714285714285,2018.0,0.9285714285714286,11.437220834219913,14.941552847366196,5,1,1,0,0,0,0,0,0,0,1,0
GEORGIO,33,26.793495,7.0,2.0,0.5714285714285714,0.42857142857142855,2016.0,0.5714285714285714,11.093417211859927,14.883485272725867,5,1,1,0,0,0,0,0,0,0,0,0
TSEW THE KID,21,18.705181000000003,4.0,0.0,0.0,0.0,2018.5,0.75,10.63344870621879,14.104200622221578,3,1,0,0,0,0,0,0,0,0,0,0
LUJIPEKA,19,15.785874999999999,4.0,2.0,1.0,0.0,2020.5,0.5,10.47041937008599,14.304203449847673,2,1,0,0,0,0,0,0,0,0,0,0
HUGO TSR,16,9.135280000000002,4.0,0.0,0.0,0.0,2014.5,0.5,10.575257867336488,14.637425113716835,5,1,1,0,0,0,0,0,0,0,0,0
LUV RESVAL,48,42.367939999999976,5.0,2.0,0.8,0.0,2021.0,1.0,10.779456164931679,15.479224322535297,5,1,1,0,0,0,0,0,0,0,0,0
