source,target,weight,type
KOBA LAD,TIAKOLA,1.2114099999999999,similar
KOBA LAD,DAMSO,0.493047,similar
KOBA LAD,LACRIM,0.9865820000000001,similar
KOBA LAD,NIRO,0.891074,similar
KOBA LAD,KPOINT,1.150987,similar
KOBA LAD,RIM'K,1.037169,similar
KOBA LAD,JOSMAN,0.412796,similar
KOBA LAD,LA FOUINE,0.524265,similar
KOBA LAD,LA MANO 1.9,0.59655,similar
KOBA LAD,LA RVFLEUZE,0.643328,similar
KOBA LAD,LEFA,0.434327,similar
KOBA LAD,MHD,0.683401,similar
KOBA LAD,MISTER V,0.59123,similar
KOBA LAD,MISTER YOU,0.461964,similar
KOBA LAD,NONO LA GRINTA,0.57984,similar
KOBA LAD,RK,0.640747,similar
KOBA LAD,STILL FRESH,0.647095,similar
KOBA LAD,TIMAL,0.51067,similar
KOBA LAD,TIMAR,0.497999,similar
KOBA LAD,ZOKUSH,0.577684,similar
SDM,WERENOI,3.0,collab+similar
SDM,TIAKOLA,2.0,collab+similar
SDM,JUL,2.0,collab+similar
SDM,PLK,2.0,collab+similar
SDM,GUY2BEZBAR,2.0,collab+similar
SDM,GREEN MONTANA,2.0,collab+similar
MHD,NISKA,2.0,collab+similar
MHD,ALONZO,3.0874240000000004,collab+similar
MHD,BRAMSITO,1.044958,similar
MHD,CHILY,0.475372,similar
MHD,DADJU,1.43937,similar
MHD,DENDEN,0.601486,similar
MHD,DJ LESKA,1.4801030000000002,similar
MHD,FRANGLISH,1.185006,similar
MHD,GIMS,1.003615,similar
MHD,JOE DWET FILE,0.40477,similar
MHD,KEBLACK,1.56929,similar
MHD,KPOINT,0.912344,similar
MHD,LARTISTE,1.331959,similar
MHD,LOGOBI GT,0.593875,similar
MHD,TIAKOLA,1.437662,similar
MHD,4KEUS,0.60414,similar
MHD,GENEZIO,0.602012,similar
MHD,HEUSS L'ENFOIRE,0.59259,similar
MHD,KAARIS,0.58319,similar
MHD,JUL,0.56559,similar
MHD,SEXION D'ASSAUT,0.557439,similar
MHD,RSKO,0.546439,similar
MHD,MAES,0.543388,similar
MHD,BOLEMVN,0.527959,similar
MHD,TAYC,0.497827,similar
MHD,4KEUS GANG,0.49664,similar
MHD,LACRIM,0.492912,similar
MHD,BLACK M,0.480882,similar
MHD,KALASH,0.478452,similar
MHD,TRIANGLE DES BERMUDES,0.9808779999999999,similar
MHD,NONO LA GRINTA,0.487297,similar
YARO,WERENOI,1.0,similar
KALASH CRIMINEL,JUL,2.4162,collab+similar
KALASH CRIMINEL,KAARIS,3.930739,collab+similar
KALASH CRIMINEL,13 BLOCK,0.706873,similar
KALASH CRIMINEL,1PLIKE140,1.118433,similar
KALASH CRIMINEL,ALONZO,0.476709,similar
KALASH CRIMINEL,BRULUX,0.729312,similar
KALASH CRIMINEL,DAMSO,0.9558329999999999,similar
KALASH CRIMINEL,DINOS,1.0484689999999999,similar
KALASH CRIMINEL,DJANGO,0.583083,similar
KALASH CRIMINEL,FREEZE CORLEONE,1.310129,similar
KALASH CRIMINEL,GIANNI,0.453322,similar
KALASH CRIMINEL,GLK,1.2911030000000001,similar
KALASH CRIMINEL,GRADUR,1.392987,similar
KALASH CRIMINEL,GUIZMO,1.267807,similar
KALASH CRIMINEL,HAYCE LEMSI,0.837168,similar
KALASH CRIMINEL,HEUSS L'ENFOIRE,1.070331,similar
KALASH CRIMINEL,ISK,1.0,similar
KALASH CRIMINEL,NISKA,1.322009,similar
KALASH CRIMINEL,NAHIR,1.4355660000000001,similar
KALASH CRIMINEL,MAES,1.0478010000000002,similar
KALASH CRIMINEL,KEKRA,0.449099,similar
KALASH CRIMINEL,ALPHA WANN,0.442929,similar
KALASH CRIMINEL,LA FOUINE,1.03616,similar
KALASH CRIMINEL,STAVO,0.442145,similar
KALASH CRIMINEL,RIM'K,1.080136,similar
KALASH CRIMINEL,MAC TYER,0.431331,similar
KALASH CRIMINEL,GREEN MONTANA,0.410285,similar
KALASH CRIMINEL,JOSMAN,0.400182,similar
KALASH CRIMINEL,KOFS,0.51571,similar
KALASH CRIMINEL,KPOINT,0.437997,similar
KALASH CRIMINEL,LACRIM,0.614302,similar
KALASH CRIMINEL,LANDY,0.435575,similar
KALASH CRIMINEL,MISTER V,0.530558,similar
KALASH CRIMINEL,MISTER YOU,0.450102,similar
KALASH CRIMINEL,MOHA LA SQUALE,0.639495,similar
KALASH CRIMINEL,NIRO,0.474024,similar
KALASH CRIMINEL,OBOY,0.537697,similar
KALASH CRIMINEL,PNL,0.669427,similar
KALASH CRIMINEL,PRIME,0.608534,similar
KALASH CRIMINEL,SADEK,0.677271,similar
KALASH CRIMINEL,SIBOY,0.796127,similar
KALASH CRIMINEL,VLADIMIR CAUCHEMAR,0.434827,similar
KORE,PONKO,0.571377,similar
DADJU,TAYC,6.0,collab+similar
DADJU,GIMS,3.499294,collab+similar
DADJU,ANITTA,2.0,collab+similar
DADJU,MAITRE GIMS,4.355531,collab+similar
DADJU,FRANGLISH,3.5525979999999997,collab+similar
DADJU,ALONZO,0.881139,similar
DADJU,AYA NAKAMURA,0.989489,similar
DADJU,BLACK M,1.0604010000000001,similar
DADJU,BRAMSITO,0.740844,similar
DADJU,CORNEILLE,0.686387,similar
DADJU,KEBLACK,1.679528,similar
DADJU,TIAKOLA,1.2356630000000002,similar
DADJU,JUNGELI,1.221342,similar
DADJU,NISKA,0.52819,similar
DADJU,LARTISTE,1.4022000000000001,similar
DADJU,SEXION D'ASSAUT,0.503921,similar
DADJU,COLONEL REYEL,0.434175,similar
DADJU,JOK'AIR,0.933648,similar
DADJU,SOPRANO,0.910499,similar
DADJU,DENDEN,0.512383,similar
DADJU,DIAM'S,0.578612,similar
DADJU,DJ KAWEST,0.648003,similar
DADJU,DJ LESKA,0.573692,similar
DADJU,HATIK,0.861738,similar
DADJU,JOE DWET FILE,1.0,similar
DADJU,KENDJI GIRAC,0.483343,similar
DADJU,L'ALGERINO,0.998428,similar
DADJU,LOGOBI GT,0.633832,similar
DADJU,LYNA MAHYEM,0.641221,similar
DADJU,M POKORA,0.474062,similar
DADJU,M. POKORA,0.474062,similar
DADJU,MARWA LOUD,0.787436,similar
DADJU,MATT,0.549396,similar
DADJU,MONSIEUR NOV,0.451135,similar
DADJU,NASSI,0.520757,similar
DADJU,NEJ,0.843236,similar
DADJU,RIDSA,0.487855,similar
DADJU,RONISIA,0.553746,similar
DADJU,TAL,0.405653,similar
DADJU,TRIANGLE DES BERMUDES,0.528003,similar
DADJU,VITAA,0.424186,similar
DADJU,WEJDENE,0.416667,similar
DADJU,ZAHO,0.810382,similar
ALPHA WANN,NEKFEU,5.29695,collab+similar
ALPHA WANN,13 BLOCK,0.644989,similar
ALPHA WANN,JAZZY BAZZ,1.963292,similar
ALPHA WANN,NEPAL,2.6646330000000003,similar
ALPHA WANN,LAYLOW,1.7440609999999999,similar
ALPHA WANN,JOSMAN,1.663322,similar
ALPHA WANN,DEEN BURBIGO,1.690542,similar
ALPHA WANN,JUNGLE JACK,0.836764,similar
ALPHA WANN,LA FEVE,1.605048,similar
ALPHA WANN,INFINIT',0.827863,similar
ALPHA WANN,FREEZE CORLEONE,1.649526,similar
ALPHA WANN,MAIRO,0.767215,similar
ALPHA WANN,JEANJASS,1.291654,similar
ALPHA WANN,LESRAM,0.725205,similar
ALPHA WANN,LUV RESVAL,1.4691800000000002,similar
ALPHA WANN,DAMSO,1.3002989999999999,similar
ALPHA WANN,YVNNIS,0.670043,similar
ALPHA WANN,ISHA,1.151333,similar
ALPHA WANN,HAMZA,1.227781,similar
ALPHA WANN,DINOS,1.26703,similar
ALPHA WANN,VALD,1.494748,similar
ALPHA WANN,BU$HI,0.62958,similar
ALPHA WANN,ATEYABA,1.309237,similar
ALPHA WANN,DOUMS,1.318006,similar
ALPHA WANN,PRINCE WALY,0.616029,similar
ALPHA WANN,KEKRA,1.270439,similar
ALPHA WANN,ROUNHAA,0.585927,similar
ALPHA WANN,LUIDJI,1.163281,similar
ALPHA WANN,BEKAR,0.431274,similar
ALPHA WANN,CABALLERO,0.438307,similar
ALPHA WANN,DISIZ,0.756026,similar
ALPHA WANN,DJANGO,0.699589,similar
ALPHA WANN,DTF,0.506715,similar
ALPHA WANN,GREEN MONTANA,0.53078,similar
ALPHA WANN,GUIZMO,0.802391,similar
ALPHA WANN,HUGO TSR,0.63029,similar
ALPHA WANN,IKAZ BOI,0.702521,similar
ALPHA WANN,J9UEVE,0.452844,similar
ALPHA WANN,JYEUHAIR,0.459345,similar
ALPHA WANN,KAARIS,0.497911,similar
ALPHA WANN,KRISY,1.0,similar
ALPHA WANN,LIMSA D'AULNAY,0.422371,similar
ALPHA WANN,LUNATIC,0.492517,similar
ALPHA WANN,MADEINPARIS,0.443978,similar
ALPHA WANN,MISTER V,0.582019,similar
ALPHA WANN,OXMO PUCCINO,0.63804,similar
ALPHA WANN,PLK,0.524375,similar
ALPHA WANN,PNL,0.649937,similar
ALPHA WANN,PRIME,0.575085,similar
ALPHA WANN,SIBOY,0.595433,similar
ALPHA WANN,SO LA LUNE,0.400576,similar
ALPHA WANN,THEODORA,0.421442,similar
ALPHA WANN,VLADIMIR CAUCHEMAR,0.436083,similar
KAARIS,13 BLOCK,1.357023,similar
KAARIS,1PLIKE140,1.174934,similar
KAARIS,A2H,0.49475,similar
KAARIS,ALONZO,0.4977,similar
KAARIS,ATEYABA,1.001777,similar
KAARIS,BOSH,0.560068,similar
KAARIS,BRULUX,0.688906,similar
KAARIS,CHEU-B,0.454794,similar
KAARIS,DA UZI,1.034874,similar
KAARIS,DADI,0.639976,similar
KAARIS,DAMSO,1.0763500000000001,similar
KAARIS,DINOS,1.058386,similar
KAARIS,DJANGO,0.675682,similar
KAARIS,FREEZE CORLEONE,1.517975,similar
KAARIS,GIANNI,0.468464,similar
KAARIS,GLK,0.629875,similar
KAARIS,GRADUR,1.579514,similar
KAARIS,GUIZMO,0.890949,similar
KAARIS,HAYCE LEMSI,0.808803,similar
KAARIS,HEUSS L'ENFOIRE,1.251191,similar
KAARIS,IKAZ BOI,0.477019,similar
KAARIS,JOK'AIR,0.492699,similar
KAARIS,JUL,0.8365480000000001,similar
KAARIS,NISKA,1.5247739999999999,similar
KAARIS,LACRIM,1.3634249999999999,similar
KAARIS,KEKRA,1.2333690000000002,similar
KAARIS,LA FOUINE,1.276656,similar
KAARIS,VALD,1.249417,similar
KAARIS,MAES,1.0279850000000001,similar
KAARIS,RIM'K,1.21837,similar
KAARIS,LAYLOW,0.462417,similar
KAARIS,GREEN MONTANA,0.459845,similar
KAARIS,NIRO,1.003171,similar
KAARIS,ALKPOTE,0.430412,similar
KAARIS,KAZA,0.507856,similar
KAARIS,KOFS,0.462419,similar
KAARIS,KPOINT,0.444386,similar
KAARIS,LUNATIC,0.521625,similar
KAARIS,MADEINPARIS,0.413335,similar
KAARIS,MISTER V,0.53131,similar
KAARIS,MISTER YOU,0.446671,similar
KAARIS,MOHA LA SQUALE,0.473227,similar
KAARIS,NAHIR,0.694007,similar
KAARIS,OBOY,0.537244,similar
KAARIS,PLK,0.557033,similar
KAARIS,PRIME,0.553912,similar
KAARIS,ROHFF,0.558599,similar
KAARIS,SADEK,0.712233,similar
KAARIS,SIBOY,0.817504,similar
KAARIS,SO LA LUNE,0.447531,similar
KAARIS,SOSO MANESS,0.415019,similar
KAARIS,STILL FRESH,0.429827,similar
KAARIS,ZOLA,0.67266,similar
KEBLACK,FRANGLISH,4.0,collab+similar
KEBLACK,NAZA,3.0,collab+similar
KEBLACK,4KEUS,0.828237,similar
KEBLACK,BOLEMVN,1.127097,similar
KEBLACK,BOUSS,0.545765,similar
KEBLACK,BRAMSITO,1.36923,similar
KEBLACK,CHILY,0.507336,similar
KEBLACK,CORNEILLE,0.563488,similar
KEBLACK,DENDEN,0.827284,similar
KEBLACK,DJ KAWEST,1.5140280000000002,similar
KEBLACK,DJ LESKA,0.880246,similar
KEBLACK,FAVE,0.479709,similar
KEBLACK,GENEZIO,1.101093,similar
KEBLACK,GIMS,1.7354180000000001,similar
KEBLACK,GP EXPLORER,0.660127,similar
KEBLACK,GUY2BEZBAR,1.119678,similar
KEBLACK,H.E.M,0.583573,similar
KEBLACK,HATIK,0.83311,similar
KEBLACK,HEUSS L'ENFOIRE,1.151383,similar
KEBLACK,JUL,0.896495,similar
KEBLACK,JUNGELI,1.863558,similar
KEBLACK,JYEUHAIR,0.431985,similar
KEBLACK,TIAKOLA,1.450296,similar
KEBLACK,TRIANGLE DES BERMUDES,1.513654,similar
KEBLACK,RIDSA,1.234257,similar
KEBLACK,LARTISTE,1.358642,similar
KEBLACK,RSKO,0.905636,similar
KEBLACK,SEXION D'ASSAUT,0.401028,similar
KEBLACK,KENDJI GIRAC,0.434427,similar
KEBLACK,KOFS,0.425268,similar
KEBLACK,KULTURR,0.465434,similar
KEBLACK,LOGOBI GT,0.624071,similar
KEBLACK,LYNA MAHYEM,0.513121,similar
KEBLACK,MATT,0.748922,similar
KEBLACK,MAITRE GIMS,0.762326,similar
KEBLACK,MC MENOR JP,0.757359,similar
KEBLACK,MISTER V,0.519019,similar
KEBLACK,THEODORT,0.8452,similar
KEBLACK,TKS 2G,0.504766,similar
KEBLACK,VEGEDREAM,1.0,similar
KEBLACK,VITAA,0.426568,similar
KEBLACK,YORSSY,0.428151,similar
KEBLACK,ZAHO,0.53141,similar
NEMIR,NEKFEU,2.6212619999999998,collab+similar
NEMIR,DEEN BURBIGO,1.3526340000000001,similar
NEMIR,GROS MO,2.0,similar
NEMIR,JAZZY BAZZ,1.341507,similar
NEMIR,LUIDJI,1.031832,similar
NEMIR,DOUMS,0.802371,similar
NEMIR,JOSMAN,0.639435,similar
NEMIR,S-CREW,0.609156,similar
NEMIR,NEPAL,0.590553,similar
NEMIR,PRINCE WALY,0.55252,similar
NEMIR,INFINIT',0.486623,similar
NEMIR,CABALLERO,0.459791,similar
NEMIR,GEORGIO,0.423999,similar
NEMIR,JEWEL USAIN,0.418832,similar
GREEN MONTANA,13 BLOCK,1.2711869999999998,similar
GREEN MONTANA,1PLIKE140,1.400881,similar
GREEN MONTANA,AMK,0.561938,similar
GREEN MONTANA,ATEYABA,1.4328889999999999,similar
GREEN MONTANA,CHEU-B,0.510277,similar
GREEN MONTANA,DA UZI,0.659646,similar
GREEN MONTANA,DAMSO,1.05922,similar
GREEN MONTANA,DAU,0.486202,similar
GREEN MONTANA,DINOS,1.675881,similar
GREEN MONTANA,DOUMS,0.450064,similar
GREEN MONTANA,FAVE,0.491044,similar
GREEN MONTANA,FREEZE CORLEONE,1.096927,similar
GREEN MONTANA,GIANNI,0.804675,similar
GREEN MONTANA,GRADUR,0.438659,similar
GREEN MONTANA,HAMZA,1.9432770000000001,similar
GREEN MONTANA,LA FEVE,1.669892,similar
GREEN MONTANA,KEKRA,1.842879,similar
GREEN MONTANA,J9UEVE,1.740388,similar
GREEN MONTANA,JOLAGREEN23,0.78314,similar
GREEN MONTANA,OBOY,1.762996,similar
GREEN MONTANA,LAYLOW,1.42075,similar
GREEN MONTANA,JOSMAN,1.397614,similar
GREEN MONTANA,SO LA LUNE,1.704192,similar
GREEN MONTANA,ROUNHAA,0.654285,similar
GREEN MONTANA,BU$HI,0.651955,similar
GREEN MONTANA,LESRAM,0.601408,similar
GREEN MONTANA,PNL,1.399745,similar
GREEN MONTANA,ISHA,1.008132,similar
GREEN MONTANA,TIAKOLA,1.034361,similar
GREEN MONTANA,DIDDI TRIX,0.544698,similar
GREEN MONTANA,LUV RESVAL,1.141875,similar
GREEN MONTANA,GUY2BEZBAR,0.949802,similar
GREEN MONTANA,JOK'AIR,0.496931,similar
GREEN MONTANA,LUIDJI,0.416025,similar
GREEN MONTANA,MADEINPARIS,0.651807,similar
GREEN MONTANA,MAES,0.464953,similar
GREEN MONTANA,NISKA,0.428114,similar
GREEN MONTANA,SIBOY,0.851151,similar
GREEN MONTANA,SQUIDJI,0.624881,similar
GREEN MONTANA,THEODORT,0.674664,similar
GREEN MONTANA,YG PABLO,0.752433,similar
GREEN MONTANA,YOURI,0.468587,similar
GREEN MONTANA,ZEG P,0.486447,similar
LA FOUINE,ALONZO,1.379551,similar
LA FOUINE,CHILLA,0.454912,similar
LA FOUINE,DA UZI,0.477974,similar
LA FOUINE,DIAM'S,0.755728,similar
LA FOUINE,GENEZIO,0.973581,similar
LA FOUINE,GIANNI,0.479389,similar
LA FOUINE,GLK,0.453197,similar
LA FOUINE,GRADUR,1.314914,similar
LA FOUINE,GUIZMO,0.743008,similar
LA FOUINE,HATIK,0.665421,similar
LA FOUINE,HAYCE LEMSI,0.575197,similar
LA FOUINE,HMZ,0.484108,similar
LA FOUINE,KAZA,0.408178,similar
LA FOUINE,KERY JAMES,1.254788,similar
LA FOUINE,KOFS,0.522875,similar
LA FOUINE,KULTURR,0.404947,similar
LA FOUINE,L'ALGERINO,1.066824,similar
LA FOUINE,ROHFF,1.868185,similar
LA FOUINE,LANDY,1.7777569999999998,similar
LA FOUINE,RIM'K,1.832754,similar
LA FOUINE,YOUSSOUPHA,1.653989,similar
LA FOUINE,SINIK,1.413662,similar
LA FOUINE,NISKA,1.116792,similar
LA FOUINE,LACRIM,1.228278,similar
LA FOUINE,NIRO,1.08795,similar
LA FOUINE,MAES,0.595039,similar
LA FOUINE,MAC TYER,0.592837,similar
LA FOUINE,SEXION D'ASSAUT,0.580349,similar
LA FOUINE,TIAKOLA,0.551496,similar
LA FOUINE,WERENOI,0.547781,similar
LA FOUINE,HEUSS L'ENFOIRE,0.532712,similar
LA FOUINE,MISTER YOU,1.0612210000000002,similar
LA FOUINE,JUL,0.522336,similar
LA FOUINE,NAHIR,1.198757,similar
LA FOUINE,LARTISTE,0.624883,similar
LA FOUINE,LE RAT LUCIANO,0.63554,similar
LA FOUINE,MAFIA K'1 FRY,0.423176,similar
LA FOUINE,MAITRE GIMS,0.466765,similar
LA FOUINE,MOHA LA SQUALE,0.407779,similar
LA FOUINE,NUSKY,0.732463,similar
LA FOUINE,PLK,0.423436,similar
LA FOUINE,PSY 4 DE LA RIME,0.512535,similar
LA FOUINE,SADEK,0.506362,similar
LA FOUINE,SOPRANO,0.442949,similar
LA FOUINE,STILL FRESH,0.659144,similar
LA FOUINE,ZAHO,0.780909,similar
TIMAL,MAES,2.805673,collab+similar
TIMAL,13 ORGANISE,0.564553,similar
TIMAL,BRULUX,0.70662,similar
TIMAL,HMZ,0.573794,similar
TIMAL,NIAKS,1.36704,similar
TIMAL,RK,1.300065,similar
TIMAL,SASSO,2.0,similar
TIMAL,GLK,0.871592,similar
TIMAL,NAHIR,0.854115,similar
TIMAL,DA UZI,0.788992,similar
TIMAL,BENAB,0.769574,similar
TIMAL,LACRIM,0.687156,similar
TIMAL,LANDY,0.669187,similar
TIMAL,WERENOI,0.629072,similar
TIMAL,ISK,0.622883,similar
TIMAL,ALONZO,0.616411,similar
TIMAL,BOUSS,0.573007,similar
TIMAL,NIRO,0.560672,similar
TIMAL,ZKR,1.503457,similar
TIMAL,FRESH LADOUILLE,0.533809,similar
TIMAL,JUL,0.533548,similar
TIMAL,BOLEMVN,0.521188,similar
TIMAL,STARE DOBRE MAŁZENSTWO,0.51944,similar
TIMAL,VEN1,1.181282,similar
TIMAL,DTF,0.494672,similar
TIMAL,TK,0.546239,similar
TIMAL,ZOKUSH,0.422627,similar
LANDY,4KEUS,1.2713700000000001,similar
LANDY,BEENDO Z,0.900525,similar
LANDY,BENAB,1.128053,similar
LANDY,BOLEMVN,1.717941,similar
LANDY,BOUSS,1.727779,similar
LANDY,BRAMSITO,1.5623369999999999,similar
LANDY,DA UZI,0.660968,similar
LANDY,DJ KAWEST,0.452652,similar
LANDY,FRESH LADOUILLE,1.016207,similar
LANDY,GENEZIO,1.299479,similar
LANDY,GIANNI,0.868079,similar
LANDY,GRADUR,1.420776,similar
LANDY,GUY2BEZBAR,1.037412,similar
LANDY,JOK'AIR,0.997304,similar
LANDY,JUL,1.100074,similar
LANDY,KOFS,0.437035,similar
LANDY,LACRIM,1.269801,similar
LANDY,RIM'K,1.743169,similar
LANDY,MAES,1.4126919999999998,similar
LANDY,TIAKOLA,1.306388,similar
LANDY,NISKA,1.274193,similar
LANDY,RSKO,1.2751510000000001,similar
LANDY,NAHIR,1.3169840000000002,similar
LANDY,HEUSS L'ENFOIRE,0.578749,similar
LANDY,YORSSY,1.0441099999999999,similar
LANDY,GAMBINO LA MG,0.564828,similar
LANDY,OBOY,0.548528,similar
LANDY,MISTER YOU,1.0116390000000002,similar
LANDY,4KEUS GANG,0.446756,similar
LANDY,LE CLASSICO ORGANISE,0.409051,similar
LANDY,LE RAT LUCIANO,0.593652,similar
LANDY,LYNA MAHYEM,0.43732,similar
LANDY,MOHA LA SQUALE,0.554508,similar
LANDY,NIAKS,0.510568,similar
LANDY,NIRO,0.512806,similar
LANDY,PLK,0.423563,similar
LANDY,RK,0.850843,similar
LANDY,STILL FRESH,0.669723,similar
LANDY,TIMAR,0.466821,similar
LANDY,TRIANGLE DES BERMUDES,0.404606,similar
LANDY,VEN1,0.555309,similar
LANDY,ZEG P,0.432742,similar
LANDY,ZKR,0.725391,similar
LANDY,ZOKUSH,0.433814,similar
DA UZI,13 ORGANISE,0.403627,similar
DA UZI,1PLIKE140,1.3079429999999999,similar
DA UZI,BOLEMVN,1.29909,similar
DA UZI,BOUSS,1.336736,similar
DA UZI,BRULUX,0.675166,similar
DA UZI,MAES,1.819613,similar
DA UZI,LACRIM,1.559429,similar
DA UZI,OBOY,1.4752239999999999,similar
DA UZI,NISKA,1.192243,similar
DA UZI,DJADJA & DINAZ,0.69603,similar
DA UZI,HEUSS L'ENFOIRE,1.3233739999999998,similar
DA UZI,DINOS,0.653303,similar
DA UZI,MMZ,1.6518920000000001,similar
DA UZI,KEKRA,1.168149,similar
DA UZI,GRADUR,0.572511,similar
DA UZI,TIAKOLA,0.561249,similar
DA UZI,KAZA,1.535898,similar
DA UZI,GAMBINO LA MG,0.517288,similar
DA UZI,SADEK,1.252458,similar
DA UZI,GUIZMO,0.477056,similar
DA UZI,FRESH LADOUILLE,1.063178,similar
DA UZI,4KEUS,0.471,similar
DA UZI,STAVO,0.453714,similar
DA UZI,GAULOIS,0.429889,similar
DA UZI,HMZ,0.408633,similar
DA UZI,KOFS,0.552401,similar
DA UZI,NIAKS,0.530633,similar
DA UZI,RK,0.671953,similar
DA UZI,SASSO,0.478659,similar
DA UZI,SO LA LUNE,0.435342,similar
DA UZI,TK,0.400531,similar
DA UZI,VEN1,0.601892,similar
DA UZI,YL,0.469668,similar
DA UZI,ZKR,0.829013,similar
DA UZI,ZOKUSH,0.445765,similar
NEKFEU,JAZZY BAZZ,4.156091,collab+similar
NEKFEU,A2H,0.805128,similar
NEKFEU,ASHH,0.913212,similar
NEKFEU,BEKAR,0.689087,similar
NEKFEU,CHILLA,0.489698,similar
NEKFEU,DADI,0.621146,similar
NEKFEU,DAMSO,1.530087,similar
NEKFEU,DEEN BURBIGO,1.057749,similar
NEKFEU,DINOS,1.454628,similar
NEKFEU,DISIZ,0.816525,similar
NEKFEU,DJANGO,0.675933,similar
NEKFEU,DOUMS,1.455381,similar
NEKFEU,GEORGIO,1.458696,similar
NEKFEU,GROS MO,0.495883,similar
NEKFEU,GUIZMO,0.735662,similar
NEKFEU,H.E.M,0.547852,similar
NEKFEU,HAMZA,0.433429,similar
NEKFEU,HATIK,0.74713,similar
NEKFEU,HAYCE LEMSI,0.561663,similar
NEKFEU,HUGO TSR,0.519277,similar
NEKFEU,JOK'AIR,1.26774,similar
NEKFEU,JOSMAN,1.257736,similar
NEKFEU,JYEUHAIR,0.55531,similar
NEKFEU,KAZA,0.460763,similar
NEKFEU,LAYLOW,1.2154090000000002,similar
NEKFEU,LIVAI,0.56676,similar
NEKFEU,LORD ESPERANZA,0.974867,similar
NEKFEU,LORENZO,0.741708,similar
NEKFEU,LUIDJI,1.284541,similar
NEKFEU,LUJIPEKA,0.799985,similar
NEKFEU,LUV RESVAL,1.310801,similar
NEKFEU,MADEINPARIS,0.580933,similar
NEKFEU,MANAU,0.489663,similar
NEKFEU,MISTER V,1.353449,similar
NEKFEU,S-CREW,2.0,similar
NEKFEU,NEPAL,2.34578,similar
NEKFEU,PLK,1.467489,similar
NEKFEU,VALD,1.308411,similar
NEKFEU,NISKA,0.42327,similar
NEKFEU,OBOY,0.644616,similar
NEKFEU,PNL,0.700318,similar
NEKFEU,RILES,1.0,similar
NEKFEU,SQUIDJI,0.479313,similar
NEKFEU,STILL FRESH,0.448165,similar
NEKFEU,THEODORT,0.61153,similar
NEKFEU,TSEW THE KID,0.907789,similar
NEKFEU,WIZTHEMC,0.538693,similar
NEKFEU,YOURI,0.584196,similar
NEKFEU,YOUSSOUPHA,0.537259,similar
NEKFEU,ZEG P,0.493021,similar
ALONZO,13 ORGANISE,0.609014,similar
ALONZO,JUL,1.741867,similar
ALONZO,LACRIM,1.681327,similar
ALONZO,RIM'K,1.624409,similar
ALONZO,NIRO,1.387567,similar
ALONZO,GRADUR,0.697559,similar
ALONZO,NAHIR,1.4709940000000001,similar
ALONZO,LARTISTE,1.4157549999999999,similar
ALONZO,MISTER YOU,1.121357,similar
ALONZO,GLK,1.2975560000000002,similar
ALONZO,GIMS,1.009066,similar
ALONZO,ZOLA,0.9510959999999999,similar
ALONZO,TIAKOLA,0.471707,similar
ALONZO,BENAB,1.01667,similar
ALONZO,L'ALGERINO,1.835769,similar
ALONZO,SEXION D'ASSAUT,0.431356,similar
ALONZO,DJ LESKA,0.45759,similar
ALONZO,HATIK,0.68491,similar
ALONZO,HMZ,0.549352,similar
ALONZO,KPOINT,0.555923,similar
ALONZO,NIAKS,0.559265,similar
ALONZO,RIDSA,0.402416,similar
ALONZO,RK,0.589554,similar
ALONZO,SASSO,0.439921,similar
ALONZO,SOPRANO,0.419853,similar
ALONZO,TK,0.666633,similar
FRANGLISH,4KEUS,0.851472,similar
FRANGLISH,AMK,0.541721,similar
FRANGLISH,AYA NAKAMURA,0.492781,similar
FRANGLISH,BOLEMVN,1.231704,similar
FRANGLISH,BOUSS,0.511893,similar
FRANGLISH,BRAMSITO,1.416399,similar
FRANGLISH,CHILY,0.440996,similar
FRANGLISH,DENDEN,0.645074,similar
FRANGLISH,DJ KAWEST,0.741547,similar
FRANGLISH,DJ LESKA,0.734048,similar
FRANGLISH,FAVE,0.402796,similar
FRANGLISH,TIAKOLA,1.3348740000000001,similar
FRANGLISH,TAYC,1.247406,similar
FRANGLISH,RSKO,1.05838,similar
FRANGLISH,GENEZIO,1.0679539999999998,similar
FRANGLISH,GIMS,1.030777,similar
FRANGLISH,JUNGELI,0.959451,similar
FRANGLISH,WERENOI,0.433931,similar
FRANGLISH,YORSSY,0.949087,similar
FRANGLISH,RONISIA,1.101112,similar
FRANGLISH,GUY2BEZBAR,0.991964,similar
FRANGLISH,HATIK,0.757214,similar
FRANGLISH,HMZ,0.567855,similar
FRANGLISH,JOE DWET FILE,0.942344,similar
FRANGLISH,JYEUHAIR,0.436233,similar
FRANGLISH,KULTURR,0.710193,similar
FRANGLISH,LARTISTE,0.627405,similar
FRANGLISH,LOGOBI GT,0.509692,similar
FRANGLISH,LYNA MAHYEM,0.705087,similar
FRANGLISH,MARWA LOUD,0.614474,similar
FRANGLISH,MATT,0.471307,similar
FRANGLISH,MAITRE GIMS,0.486508,similar
FRANGLISH,NASSI,0.597496,similar
FRANGLISH,NEJ,1.0,similar
FRANGLISH,RIDSA,0.402676,similar
FRANGLISH,TKS 2G,0.401407,similar
FRANGLISH,TRIANGLE DES BERMUDES,0.64686,similar
FRANGLISH,YA LEVIS,0.772308,similar
LACRIM,WERENOI,2.0,collab+similar
LACRIM,13 BLOCK,0.535784,similar
LACRIM,13 ORGANISE,0.549961,similar
