source,target,weight,type
LACRIM,BENAB,0.523583,similar
LACRIM,BOLEMVN,0.599928,similar
LACRIM,BOUSS,1.1329289999999999,similar
LACRIM,BRAMSITO,0.726907,similar
LACRIM,BRULUX,0.956464,similar
LACRIM,CHEU-B,0.466791,similar
LACRIM,DADI,0.897094,similar
LACRIM,DJ KAYZ,1.0,similar
LACRIM,DOSSEH,1.639343,similar
LACRIM,FRESH LADOUILLE,0.482424,similar
LACRIM,GRADUR,1.799555,similar
LACRIM,HAMZA,0.970444,similar
LACRIM,HAYCE LEMSI,0.968067,similar
LACRIM,HEUSS L'ENFOIRE,1.4269129999999999,similar
LACRIM,HMZ,0.441036,similar
LACRIM,JUL,1.426868,similar
LACRIM,KOFS,0.843647,similar
LACRIM,L'ALGERINO,1.173006,similar
LACRIM,NIRO,2.0,similar
LACRIM,MAES,1.831157,similar
LACRIM,MISTER YOU,1.8039969999999999,similar
LACRIM,RIM'K,1.7428569999999999,similar
LACRIM,NISKA,1.270442,similar
LACRIM,NAHIR,1.629996,similar
LACRIM,SOSO MANESS,1.276819,similar
LACRIM,LARTISTE,1.424766,similar
LACRIM,SADEK,1.4086919999999998,similar
LACRIM,MAC TYER,0.510741,similar
LACRIM,LE CLASSICO ORGANISE,0.422288,similar
LACRIM,LYNA MAHYEM,0.425962,similar
LACRIM,NIAKS,0.814354,similar
LACRIM,OBOY,0.573181,similar
LACRIM,ROHFF,0.531933,similar
LACRIM,SASSO,0.445862,similar
LACRIM,STILL FRESH,0.994247,similar
LACRIM,TK,0.469234,similar
LACRIM,TRIANGLE DES BERMUDES,0.437711,similar
LACRIM,VEN1,0.604357,similar
LACRIM,YL,0.611443,similar
LACRIM,ZEG P,0.47711,similar
LACRIM,ZKR,0.822138,similar
NAZA,CHILY,0.450844,similar
NAZA,KULTURR,0.621134,similar
NAZA,JYEUHAIR,1.0,similar
NAZA,AMIR,0.677019,similar
NAZA,RK,0.49029,similar
NAZA,TKS 2G,0.412171,similar
GENEZIO,TIAKOLA,3.845311,collab+similar
GENEZIO,4KEUS,1.194131,similar
GENEZIO,AMK,0.601232,similar
GENEZIO,BEENDO Z,0.931113,similar
GENEZIO,BOLEMVN,1.15314,similar
GENEZIO,BOUSS,0.501361,similar
GENEZIO,CHILY,0.610423,similar
GENEZIO,DENDEN,0.710275,similar
GENEZIO,DJ KAWEST,0.725483,similar
GENEZIO,FAVE,0.9634480000000001,similar
GENEZIO,RSKO,1.927842,similar
GENEZIO,YORSSY,1.686369,similar
GENEZIO,NISKA,0.97244,similar
GENEZIO,GAMBINO LA MG,0.497066,similar
GENEZIO,RNBOI,1.458115,similar
GENEZIO,DIDDI TRIX,0.428505,similar
GENEZIO,DINOS,0.407003,similar
GENEZIO,GRADUR,0.459189,similar
GENEZIO,GUY2BEZBAR,1.383464,similar
GENEZIO,JEY BROWNIE,0.405108,similar
GENEZIO,KAZA,0.504723,similar
GENEZIO,KULTURR,0.745868,similar
GENEZIO,LA MANO 1.9,0.797529,similar
GENEZIO,LA RVFLEUZE,0.513453,similar
GENEZIO,NONO LA GRINTA,0.704905,similar
GENEZIO,R2,0.474712,similar
GENEZIO,STILL FRESH,0.499063,similar
GENEZIO,TIMAR,0.672675,similar
GENEZIO,TRIANGLE DES BERMUDES,0.495599,similar
GENEZIO,ZOKUSH,0.594387,similar
HAMZA,TIAKOLA,4.265086,collab+similar
HAMZA,1PLIKE140,1.291427,similar
HAMZA,AMK,0.675022,similar
HAMZA,ASHH,0.542135,similar
HAMZA,DAMSO,1.69116,similar
HAMZA,DENDEN,0.485296,similar
HAMZA,DISIZ,0.609167,similar
HAMZA,FAVE,0.9416420000000001,similar
HAMZA,GUY2BEZBAR,1.202666,similar
HAMZA,JOSMAN,1.874363,similar
HAMZA,LAYLOW,1.710354,similar
HAMZA,ATEYABA,0.628817,similar
HAMZA,JOK'AIR,1.409653,similar
HAMZA,NISKA,1.095832,similar
HAMZA,LUV RESVAL,1.128609,similar
HAMZA,ROUNHAA,0.49648,similar
HAMZA,BU$HI,0.49568,similar
HAMZA,ISHA,0.899302,similar
HAMZA,VALD,0.472898,similar
HAMZA,JUL,0.456613,similar
HAMZA,YVNNIS,0.440851,similar
HAMZA,LESRAM,0.439967,similar
HAMZA,HEUSS L'ENFOIRE,1.005681,similar
HAMZA,GRADUR,0.424416,similar
HAMZA,B.B. JACQUES,0.411137,similar
HAMZA,DOUMS,0.407377,similar
HAMZA,KRISY,0.819152,similar
HAMZA,LA MANO 1.9,0.573974,similar
HAMZA,NONO LA GRINTA,0.532124,similar
HAMZA,PONKO,1.0,similar
HAMZA,THEODORT,0.640805,similar
HAMZA,VEN1,0.553617,similar
HAMZA,YG PABLO,0.889107,similar
BENAB,MAES,2.614545,collab+similar
BENAB,GLK,1.0,similar
BENAB,NAHIR,1.545954,similar
BENAB,BRAMSITO,1.5550760000000001,similar
BENAB,JUL,0.562368,similar
BENAB,BOLEMVN,1.157449,similar
BENAB,SOSO MANESS,1.0596990000000002,similar
BENAB,BOUSS,1.046611,similar
BENAB,DJADJA & DINAZ,0.533914,similar
BENAB,KOFS,1.289748,similar
BENAB,LYNA MAHYEM,1.263925,similar
BENAB,FRESH LADOUILLE,0.998515,similar
BENAB,DTF,1.465647,similar
BENAB,HEUSS L'ENFOIRE,0.429675,similar
BENAB,RIM'K,0.408882,similar
BENAB,LE CLASSICO ORGANISE,0.833464,similar
BENAB,MISTER YOU,0.401012,similar
BENAB,NIAKS,0.492212,similar
BENAB,SASSO,0.565617,similar
BENAB,VEGEDREAM,0.469453,similar
BENAB,YL,0.574061,similar
BENAB,ZKR,0.673894,similar
JUL,GHETTO PHENOMENE,2.0,collab+similar
JUL,13 ORGANISE,1.0,similar
JUL,BOLEMVN,0.557598,similar
JUL,BOUSS,1.043282,similar
JUL,BRULUX,0.920116,similar
JUL,DADI,0.937,similar
JUL,DJ KAWEST,0.401244,similar
JUL,DJ KAYZ,0.876655,similar
JUL,DOSSEH,0.5228,similar
JUL,GIANNI,0.467883,similar
JUL,GIMS,0.529308,similar
JUL,GLK,0.632546,similar
JUL,GP EXPLORER,0.628268,similar
JUL,GRADUR,1.263713,similar
JUL,HATIK,0.795333,similar
JUL,HEUSS L'ENFOIRE,1.39282,similar
JUL,MAES,1.369749,similar
JUL,LE CLASSICO ORGANISE,1.57706,similar
JUL,NISKA,1.036,similar
JUL,SOSO MANESS,1.245268,similar
JUL,MISTER YOU,1.243951,similar
JUL,NIRO,1.067842,similar
JUL,DJADJA & DINAZ,0.415129,similar
JUL,RIM'K,1.0746410000000002,similar
JUL,KOFS,0.87857,similar
JUL,KPOINT,0.470578,similar
JUL,L'ALGERINO,1.319552,similar
JUL,LARTISTE,0.716782,similar
JUL,LOGOBI GT,0.597318,similar
JUL,LYNA MAHYEM,0.477096,similar
JUL,MARWA LOUD,0.859609,similar
JUL,MAITRE GIMS,0.458814,similar
JUL,MOHA LA SQUALE,0.707679,similar
JUL,NIAKS,0.567301,similar
JUL,PLK,0.678285,similar
JUL,PNL,0.694762,similar
JUL,PONKO,0.467125,similar
JUL,RK,0.535396,similar
JUL,RNBOI,0.430082,similar
JUL,SADEK,0.551971,similar
JUL,SASSO,0.560513,similar
JUL,THEODORA,0.439283,similar
JUL,TK,0.968163,similar
JUL,TRIANGLE DES BERMUDES,0.488494,similar
JUL,WEJDENE,0.430778,similar
JUL,WERENOI,0.50536,similar
JUL,YL,0.441134,similar
JUL,ZEG P,0.63084,similar
JUL,ZOLA,0.563182,similar
MAES,WERENOI,2.0,collab+similar
MAES,PLK,2.0,collab+similar
MAES,13 BLOCK,1.060646,similar
MAES,13 ORGANISE,0.462678,similar
MAES,1PLIKE140,1.113474,similar
MAES,BOLEMVN,1.230028,similar
MAES,BOUSS,1.277025,similar
MAES,BRAMSITO,0.671177,similar
MAES,BRULUX,0.727159,similar
MAES,FAVE,0.414064,similar
MAES,FRESH LADOUILLE,1.658263,similar
MAES,GLK,1.381335,similar
MAES,GRADUR,1.247983,similar
MAES,GUY2BEZBAR,0.875038,similar
MAES,HAYCE LEMSI,0.548561,similar
MAES,HEUSS L'ENFOIRE,1.4624329999999999,similar
MAES,HMZ,0.401326,similar
MAES,JKSN,0.652965,similar
MAES,KAZA,0.987208,similar
MAES,KOFS,0.598771,similar
MAES,L'ALGERINO,1.054684,similar
MAES,LA RVFLEUZE,0.545656,similar
MAES,LARTISTE,0.62125,similar
MAES,NISKA,1.2757640000000001,similar
MAES,NIRO,1.3693170000000001,similar
MAES,DJADJA & DINAZ,0.5794,similar
MAES,RIM'K,1.316942,similar
MAES,MOHA LA SQUALE,1.490032,similar
MAES,TIAKOLA,0.900596,similar
MAES,FREEZE CORLEONE,0.467074,similar
MAES,NAHIR,1.252888,similar
MAES,MC MENOR JP,0.673259,similar
MAES,MISTER YOU,0.549244,similar
MAES,NIAKS,1.0,similar
MAES,PRIME,0.496575,similar
MAES,RK,0.688994,similar
MAES,SADEK,0.569041,similar
MAES,SASSO,0.497129,similar
MAES,SOSO MANESS,0.548223,similar
MAES,STILL FRESH,0.485204,similar
MAES,TIMAR,0.533033,similar
MAES,TK,0.596045,similar
MAES,VEN1,0.785643,similar
MAES,YL,0.53976,similar
MAES,ZEG P,0.567757,similar
MAES,ZKR,1.0,similar
MAES,ZOKUSH,0.450687,similar
JAZZY BAZZ,A2H,0.638123,similar
JAZZY BAZZ,ATEYABA,0.54187,similar
JAZZY BAZZ,CABALLERO,1.292306,similar
JAZZY BAZZ,DAMSO,1.1244049999999999,similar
JAZZY BAZZ,DAU,0.432629,similar
JAZZY BAZZ,DEEN BURBIGO,2.0,similar
JAZZY BAZZ,DINOS,1.3745180000000001,similar
JAZZY BAZZ,DISIZ,0.759394,similar
JAZZY BAZZ,DJANGO,0.805938,similar
JAZZY BAZZ,DOUMS,1.6326,similar
JAZZY BAZZ,DTF,0.514111,similar
JAZZY BAZZ,GEORGIO,0.661899,similar
JAZZY BAZZ,GROS MO,1.353536,similar
JAZZY BAZZ,GUIZMO,0.766395,similar
JAZZY BAZZ,HUGO TSR,0.465032,similar
JAZZY BAZZ,ISHA,1.202294,similar
JAZZY BAZZ,J9UEVE,0.497138,similar
JAZZY BAZZ,NEPAL,2.272017,similar
JAZZY BAZZ,JOSMAN,1.4182009999999998,similar
JAZZY BAZZ,INFINIT',0.729436,similar
JAZZY BAZZ,LAYLOW,1.311622,similar
JAZZY BAZZ,PRINCE WALY,0.681727,similar
JAZZY BAZZ,JUNGLE JACK,0.677334,similar
JAZZY BAZZ,VALD,1.548149,similar
JAZZY BAZZ,S-CREW,1.1082,similar
JAZZY BAZZ,LUIDJI,1.1846999999999999,similar
JAZZY BAZZ,MAIRO,0.566422,similar
JAZZY BAZZ,LESRAM,0.551529,similar
JAZZY BAZZ,LUV RESVAL,1.177432,similar
JAZZY BAZZ,JEWEL USAIN,0.510837,similar
JAZZY BAZZ,WALLACE CLEAVER,0.508866,similar
JAZZY BAZZ,LA FEVE,1.002332,similar
JAZZY BAZZ,YVNNIS,0.506552,similar
JAZZY BAZZ,KEKRA,1.113061,similar
JAZZY BAZZ,LIMSA D'AULNAY,0.502903,similar
JAZZY BAZZ,BU$HI,0.491995,similar
JAZZY BAZZ,JEANJASS,0.550062,similar
JAZZY BAZZ,JYEUHAIR,0.488344,similar
JAZZY BAZZ,LORD ESPERANZA,0.727145,similar
JAZZY BAZZ,MADEINPARIS,0.533032,similar
JAZZY BAZZ,OXMO PUCCINO,0.687012,similar
JAZZY BAZZ,PNL,0.473498,similar
JAZZY BAZZ,PRIME,0.640968,similar
JAZZY BAZZ,SQUIDJI,0.488165,similar
GHETTO PHENOMENE,ELAMS,0.966733,similar
GHETTO PHENOMENE,LA FAMAX,1.610162,similar
GHETTO PHENOMENE,L'ALLEMAND,0.70171,similar
GHETTO PHENOMENE,MRC,0.583974,similar
GHETTO PHENOMENE,DJ ERISE,0.55386,similar
TAYC,AYA NAKAMURA,0.941649,similar
TAYC,CHILLA,0.459324,similar
TAYC,CHILY,0.430351,similar
TAYC,IMEN ES,0.503727,similar
TAYC,MONSIEUR NOV,1.171386,similar
TAYC,NEJ,0.837688,similar
TAYC,RNBOI,0.583783,similar
TAYC,TIAKOLA,0.9563050000000001,similar
TAYC,ZAHO,0.518973,similar
GIMS,SOOLKING,2.0,collab+similar
GIMS,BLACK M,1.633008,similar
GIMS,CORNEILLE,0.527424,similar
GIMS,DIAM'S,0.716409,similar
GIMS,DJ KAWEST,0.536103,similar
GIMS,DJ LESKA,0.626387,similar
GIMS,SEXION D'ASSAUT,1.0,similar
GIMS,RIDSA,1.827199,similar
GIMS,SOPRANO,1.6083189999999998,similar
GIMS,VITAA,1.2796910000000001,similar
GIMS,KENDJI GIRAC,1.303217,similar
GIMS,LARTISTE,1.3774600000000001,similar
GIMS,KEEN'V,1.1422210000000002,similar
GIMS,HEUSS L'ENFOIRE,0.515972,similar
GIMS,MAITRE GIMS,1.494991,similar
GIMS,COLONEL REYEL,0.488485,similar
GIMS,PIERRE GARNIER,0.482669,similar
GIMS,NISKA,0.480531,similar
GIMS,VIANNEY,0.458384,similar
GIMS,TRIANGLE DES BERMUDES,1.164469,similar
GIMS,M. POKORA,0.9641279999999999,similar
GIMS,TIAKOLA,0.414927,similar
GIMS,L'ALGERINO,1.6809660000000002,similar
GIMS,GP EXPLORER,0.907559,similar
GIMS,HATIK,0.762683,similar
GIMS,IMEN ES,0.828468,similar
GIMS,JOE DWET FILE,0.537262,similar
GIMS,KOFS,0.452857,similar
GIMS,LE CLASSICO ORGANISE,0.405472,similar
GIMS,LOGOBI GT,0.524994,similar
GIMS,M POKORA,0.547105,similar
GIMS,MANAU,0.55652,similar
GIMS,MATT,0.604589,similar
GIMS,MC MENOR JP,0.691713,similar
GIMS,NASSI,0.810953,similar
GIMS,NEJ,0.42472,similar
GIMS,RILES,0.463612,similar
GIMS,RNBOI,0.482198,similar
GIMS,TAL,0.412091,similar
GIMS,WEJDENE,0.489762,similar
GIMS,WIZTHEMC,1.0,similar
GIMS,ZAHO,0.803349,similar
MAITRE GIMS,BLACK M,1.326448,similar
MAITRE GIMS,CORNEILLE,0.497643,similar
MAITRE GIMS,FABABY,1.394327,similar
MAITRE GIMS,KENDJI GIRAC,1.3574169999999999,similar
MAITRE GIMS,LARTISTE,1.4496319999999998,similar
MAITRE GIMS,SOPRANO,1.214989,similar
MAITRE GIMS,VITAA,0.787485,similar
MAITRE GIMS,RIDSA,1.2063570000000001,similar
MAITRE GIMS,JUNGELI,0.765568,similar
MAITRE GIMS,PIERRE GARNIER,0.749739,similar
MAITRE GIMS,SEXION D'ASSAUT,0.737243,similar
MAITRE GIMS,HEUSS L'ENFOIRE,0.627712,similar
MAITRE GIMS,VIANNEY,0.624723,similar
MAITRE GIMS,KEEN'V,0.595497,similar
MAITRE GIMS,M. POKORA,0.552019,similar
MAITRE GIMS,COLONEL REYEL,0.509413,similar
MAITRE GIMS,VEGEDREAM,1.0142769999999999,similar
MAITRE GIMS,TIAKOLA,0.50037,similar
MAITRE GIMS,HATIK,0.489567,similar
MAITRE GIMS,AMIR,0.477155,similar
PLK,AMK,0.93582,similar
PLK,ASHH,0.769049,similar
PLK,GP EXPLORER,0.702672,similar
PLK,H.E.M,0.625607,similar
PLK,LUIDJI,0.9869540000000001,similar
PLK,NEPAL,1.023915,similar
PLK,JOSMAN,0.953994,similar
PLK,MISTER V,0.683855,similar
PLK,TIAKOLA,1.1759490000000001,similar
PLK,LUV RESVAL,0.661862,similar
PLK,VALD,0.618273,similar
PLK,BU$HI,0.426018,similar
PLK,GEORGIO,0.415421,similar
PLK,WALLACE CLEAVER,0.414045,similar
PLK,YVNNIS,0.40973,similar
PLK,SEXION D'ASSAUT,0.401084,similar
PLK,PONKO,0.731513,similar
PLK,RK,0.545018,similar
PLK,VEN1,0.537531,similar
PLK,YG PABLO,0.829009,similar
PLK,ZKR,0.656698,similar
FALLY IPUPA,YA LEVIS,1.5438749999999999,similar
GUY2BEZBAR,AMK,0.720339,similar
GUY2BEZBAR,CHILY,1.897488,similar
GUY2BEZBAR,DENDEN,0.733666,similar
GUY2BEZBAR,TIAKOLA,1.65532,similar
GUY2BEZBAR,NONO LA GRINTA,2.383833,similar
GUY2BEZBAR,YORSSY,1.380002,similar
GUY2BEZBAR,RSKO,1.354362,similar
GUY2BEZBAR,R2,1.8565740000000002,similar
GUY2BEZBAR,LA MANO 1.9,2.052989,similar
GUY2BEZBAR,NISKA,1.183348,similar
GUY2BEZBAR,STARE DOBRE MAŁZENSTWO,1.17843,similar
GUY2BEZBAR,WERENOI,1.15032,similar
GUY2BEZBAR,ZOLA,1.106252,similar
GUY2BEZBAR,1PLIKE140,1.094972,similar
GUY2BEZBAR,JOLAGREEN23,0.902452,similar
GUY2BEZBAR,GAMBINO LA MG,0.879952,similar
GUY2BEZBAR,DINOS,0.878838,similar
GUY2BEZBAR,KULTURR,0.681373,similar
GUY2BEZBAR,LA RVFLEUZE,0.633271,similar
GUY2BEZBAR,PONKO,0.47078,similar
GUY2BEZBAR,TIMAR,0.65348,similar
GUY2BEZBAR,VEN1,0.524327,similar
GUY2BEZBAR,ZOKUSH,0.505765,similar
NISKA,1PLIKE140,1.141937,similar
NISKA,4KEUS,1.039298,similar
NISKA,4KEUS GANG,0.415775,similar
NISKA,AMK,0.652128,similar
NISKA,BEENDO Z,0.469809,similar
NISKA,BOLEMVN,1.399692,similar
NISKA,BOUSS,0.460952,similar
NISKA,BRAMSITO,0.875533,similar
NISKA,BRULUX,0.694833,similar
NISKA,CHILY,0.498957,similar
NISKA,DINOS,1.089846,similar
NISKA,DJ KAWEST,0.507629,similar
NISKA,FAVE,0.574487,similar
NISKA,GIANNI,0.752611,similar
NISKA,GRADUR,1.53783,similar
NISKA,HAYCE LEMSI,0.569474,similar
NISKA,HEUSS L'ENFOIRE,1.579619,similar
NISKA,JKSN,0.615264,similar
NISKA,JOK'AIR,0.645117,similar
NISKA,KALASH,0.512343,similar
NISKA,KAZA,0.889083,similar
NISKA,KERCHAK,0.481171,similar
NISKA,KOFS,0.623782,similar
NISKA,L'ALGERINO,0.821848,similar
NISKA,LA MANO 1.9,0.679964,similar
NISKA,LA RVFLEUZE,0.466164,similar
NISKA,LARTISTE,0.691308,similar
NISKA,LEFA,0.664141,similar
NISKA,LORENZO,0.449588,similar
NISKA,MADEINPARIS,0.520476,similar
NISKA,MC MENOR JP,0.458883,similar
NISKA,MISTER V,0.718287,similar
NISKA,MISTER YOU,0.446939,similar
NISKA,MMZ,0.434743,similar
NISKA,MOHA LA SQUALE,0.622844,similar
NISKA,NIRO,0.529081,similar
NISKA,TIAKOLA,1.349526,similar
NISKA,OBOY,1.546868,similar
NISKA,DAMSO,0.565778,similar
NISKA,JOSMAN,0.447165,similar
NISKA,RIM'K,1.1990239999999999,similar
NISKA,NONO LA GRINTA,0.56388,similar
NISKA,PONKO,0.5402,similar
NISKA,RK,0.616599,similar
NISKA,SADEK,0.593544,similar
NISKA,SOSO MANESS,0.580973,similar
NISKA,STILL FRESH,0.708146,similar
NISKA,TKS 2G,0.411834,similar
NISKA,TRIANGLE DES BERMUDES,0.710006,similar
NISKA,YORSSY,0.537812,similar
NISKA,ZEG P,0.680661,similar
NISKA,ZOKUSH,0.461445,similar
DOSSEH,AMK,0.545091,similar
DOSSEH,ASHH,0.491887,similar
DOSSEH,BRULUX,0.657578,similar
DOSSEH,DADI,0.636494,similar
DOSSEH,NIRO,1.648318,similar
DOSSEH,MAC TYER,0.851845,similar
DOSSEH,SADEK,1.6092170000000001,similar
DOSSEH,HAYCE LEMSI,1.549974,similar
DOSSEH,SOSO MANESS,1.005455,similar
DOSSEH,ZKR,0.768459,similar
WERENOI,AMK,0.713447,similar
WERENOI,BEENDO Z,0.542652,similar
WERENOI,BRULUX,0.734267,similar
WERENOI,DJ HAMIDA,0.407332,similar
WERENOI,HMZ,0.642042,similar
WERENOI,JKSN,0.848434,similar
WERENOI,KAZA,0.74384,similar
WERENOI,KOFS,0.430004,similar
WERENOI,KPOINT,0.526624,similar
WERENOI,LA MANO 1.9,0.735672,similar
WERENOI,LA RVFLEUZE,0.664634,similar
WERENOI,MOHA LA SQUALE,0.806927,similar
WERENOI,NAHIR,0.747513,similar
WERENOI,NIAKS,0.7911,similar
WERENOI,NONO LA GRINTA,0.671135,similar
WERENOI,RK,0.647643,similar
WERENOI,TIMAR,0.80007,similar
WERENOI,VEGEDREAM,0.437777,similar
WERENOI,VEN1,1.0,similar
WERENOI,GAULOIS,0.509485,similar
WERENOI,DJADJA & DINAZ,0.454619,similar
WERENOI,RIM'K,0.408993,similar
WERENOI,ZKR,0.959057,similar
WERENOI,ZOKUSH,0.546866,similar
TIAKOLA,1PLIKE140,1.112527,similar
TIAKOLA,4KEUS,1.400092,similar
TIAKOLA,AMK,0.77748,similar
TIAKOLA,BEENDO Z,0.527255,similar
TIAKOLA,BOLEMVN,1.211404,similar
TIAKOLA,BOUSS,1.05778,similar
TIAKOLA,BRAMSITO,0.622763,similar
TIAKOLA,CHILY,0.636887,similar
TIAKOLA,DAMSO,0.9749490000000001,similar
TIAKOLA,DENDEN,0.807972,similar
TIAKOLA,DJ KAWEST,0.657966,similar
TIAKOLA,DJ LESKA,0.463582,similar
TIAKOLA,DTF,0.792533,similar
TIAKOLA,FAVE,1.384252,similar
TIAKOLA,GHOST KILLER TRACK,0.467654,similar
TIAKOLA,GIANNI,0.622281,similar
TIAKOLA,GRADUR,1.05009,similar
TIAKOLA,HEUSS L'ENFOIRE,1.0686,similar
TIAKOLA,IKAZ BOI,0.537595,similar
TIAKOLA,J9UEVE,0.476011,similar
TIAKOLA,JOK'AIR,0.58987,similar
TIAKOLA,JYEUHAIR,0.585325,similar
TIAKOLA,KALASH,0.473696,similar
TIAKOLA,KERCHAK,0.9134850000000001,similar
TIAKOLA,KULTURR,0.639173,similar
TIAKOLA,LA MANO 1.9,0.791245,similar
TIAKOLA,LEFA,0.553027,similar
TIAKOLA,MADEINPARIS,0.508693,similar
TIAKOLA,MISTER V,0.518577,similar
TIAKOLA,NIRO,0.448295,similar
TIAKOLA,NONO LA GRINTA,0.729989,similar
TIAKOLA,OBOY,1.223304,similar
TIAKOLA,PNL,0.592531,similar
TIAKOLA,PONKO,0.627451,similar
TIAKOLA,R2,0.434883,similar
TIAKOLA,RIM'K,0.539158,similar
TIAKOLA,RNBOI,0.913283,similar
TIAKOLA,RSKO,1.641889,similar
TIAKOLA,SO LA LUNE,0.435463,similar
TIAKOLA,THEODORA,0.413249,similar
TIAKOLA,THEODORT,0.842272,similar
TIAKOLA,YORSSY,1.744952,similar
TIAKOLA,DINOS,0.541406,similar
TIAKOLA,JOSMAN,0.442806,similar
TIAKOLA,TRIANGLE DES BERMUDES,0.58335,similar
TIAKOLA,VEGEDREAM,0.615556,similar
TIAKOLA,ZEG P,0.66654,similar
TIAKOLA,ZOKUSH,0.465189,similar
GLK,BOLEMVN,0.715468,similar
GLK,BOSH,1.0,similar
GLK,BRAMSITO,1.359281,similar
GLK,GIANNI,0.439066,similar
GLK,NAHIR,1.9607139999999998,similar
GLK,LYNA MAHYEM,1.5398049999999999,similar
GLK,RIM'K,0.589716,similar
GLK,GRADUR,0.557968,similar
GLK,KPOINT,1.06183,similar
GLK,MISTER YOU,0.504899,similar
GLK,DINOS,0.455695,similar
GLK,NIRO,0.426078,similar
GLK,PRIME,0.586769,similar
GLK,RK,0.545309,similar
GLK,SASSO,0.492053,similar
GLK,ZKR,0.876791,similar
SOOLKING,13 ORGANISE,0.403281,similar
SOOLKING,MC MENOR JP,0.672084,similar
SOOLKING,RILES,0.665375,similar
SOOLKING,HAYCE LEMSI,0.514276,similar
SOOLKING,MEDINE,0.447769,similar
MAFIA K'1 FRY,KERY JAMES,1.538201,similar
MAFIA K'1 FRY,LE RAT LUCIANO,0.672861,similar
MAFIA K'1 FRY,LUNATIC,1.385065,similar
MAFIA K'1 FRY,ROHFF,1.5292210000000002,similar
MAFIA K'1 FRY,SINIK,1.03787,similar
MAFIA K'1 FRY,YOUSSOUPHA,1.139002,similar
MAFIA K'1 FRY,PSY 4 DE LA RIME,1.069013,similar
MAFIA K'1 FRY,MAC TYER,0.530381,similar
ROHFF,DIAM'S,0.608996,similar
ROHFF,HAYCE LEMSI,0.468964,similar
ROHFF,KERY JAMES,1.203812,similar
ROHFF,L'ALGERINO,1.060202,similar
ROHFF,LE CLASSICO ORGANISE,1.959551,similar
ROHFF,LE RAT LUCIANO,0.691191,similar
ROHFF,LUNATIC,1.193009,similar
ROHFF,MISTER YOU,0.429314,similar
ROHFF,PSY 4 DE LA RIME,1.319153,similar
ROHFF,RIM'K,1.307442,similar
ROHFF,SINIK,1.709984,similar
ROHFF,MAC TYER,0.672481,similar
ROHFF,SEXION D'ASSAUT,0.483514,similar
ROHFF,YOUSSOUPHA,1.026448,similar
KERY JAMES,DIAM'S,0.63409,similar
KERY JAMES,MEDINE,1.0,similar
KERY JAMES,SINIK,1.581639,similar
KERY JAMES,YOUSSOUPHA,1.748561,similar
KERY JAMES,PSY 4 DE LA RIME,1.397637,similar
KERY JAMES,OXMO PUCCINO,1.353679,similar
KERY JAMES,LUNATIC,0.9819249999999999,similar
KERY JAMES,DISIZ,0.528748,similar
KERY JAMES,KOFS,0.412564,similar
KERY JAMES,LE RAT LUCIANO,0.572914,similar
PSY 4 DE LA RIME,DIAM'S,1.119538,similar
PSY 4 DE LA RIME,LE RAT LUCIANO,1.322479,similar
PSY 4 DE LA RIME,SINIK,1.855025,similar
PSY 4 DE LA RIME,SOPRANO,1.2224979999999999,similar
LUNATIC,LE RAT LUCIANO,0.528929,similar
LUNATIC,OXMO PUCCINO,1.366143,similar
LUNATIC,ATEYABA,0.535304,similar
LUNATIC,GUIZMO,0.434282,similar
LUNATIC,INFINIT',0.427749,similar
LUNATIC,LA FEVE,0.426061,similar
LUNATIC,FREEZE CORLEONE,0.419594,similar
LUNATIC,KEKRA,0.415785,similar
LUNATIC,ISHA,0.41153,similar
LUNATIC,YOUSSOUPHA,0.443417,similar
YOUSSOUPHA,CHILLA,0.450191,similar
YOUSSOUPHA,DIAM'S,1.261064,similar
YOUSSOUPHA,LEFA,0.968508,similar
YOUSSOUPHA,OXMO PUCCINO,1.3619970000000001,similar
YOUSSOUPHA,SINIK,0.997393,similar
YOUSSOUPHA,MEDINE,1.0,similar
YOUSSOUPHA,DISIZ,0.539459,similar
YOUSSOUPHA,DINOS,0.522628,similar
YOUSSOUPHA,GEORGIO,0.511373,similar
YOUSSOUPHA,VALD,0.474233,similar
YOUSSOUPHA,ISHA,0.465301,similar
YOUSSOUPHA,SOPRANO,0.452397,similar
YOUSSOUPHA,SEXION D'ASSAUT,0.445246,similar
SINIK,DIAM'S,1.119561,similar
SINIK,GUIZMO,1.302232,similar
SINIK,HATIK,1.471166,similar
SINIK,LE RAT LUCIANO,0.695525,similar
SINIK,MANAU,0.432441,similar
SINIK,MEDINE,0.501238,similar
SINIK,MAC TYER,0.475616,similar
SINIK,SOPRANO,0.856927,similar
OXMO PUCCINO,DISIZ,1.262446,similar
OXMO PUCCINO,GEORGIO,1.262498,similar
OXMO PUCCINO,HUGO TSR,0.463585,similar
OXMO PUCCINO,ISHA,0.770176,similar
OXMO PUCCINO,JUNGLE JACK,0.67759,similar
OXMO PUCCINO,MEDINE,0.657296,similar
RIM'K,BOLEMVN,1.454712,similar
RIM'K,BOSH,0.412888,similar
RIM'K,BOUSS,0.491047,similar
RIM'K,GIANNI,0.578408,similar
RIM'K,GRADUR,1.357102,similar
RIM'K,HAYCE LEMSI,0.525411,similar
RIM'K,HEUSS L'ENFOIRE,1.514968,similar
RIM'K,KOFS,0.588617,similar
RIM'K,KPOINT,0.485148,similar
