artist_snep,lastfm_name,mbid,listeners,playcount,tags,lastfm_url
SOFIANE,Sofiane,68c0d5e5-c550-4232-b6b0-8eb35404fe16,56447.0,1604849.0,rap|Hip-Hop|rap francais|french hip-hop|french rap,https://www.last.fm/music/Sofiane
SOFIANE PAMART,Sofiane Pamart,04896676-1b8f-4457-9fa6-458c346bc1ae,89755.0,2093934.0,piano|Classical|contemporary classical|instrumental|pianist,https://www.last.fm/music/Sofiane+Pamart
SOHA,Soha,3232c658-9235-4ec6-a16d-e6173bbbbe2c,71350.0,613180.0,soul|french|African soul|dance|math rock,https://www.last.fm/music/Soha
SOLANN,Solann,562d445c-f7ee-41d5-bc85-1c39302c9935,39338.0,920837.0,french|folk|indie|pop|neofolk,https://www.last.fm/music/Solann
SOLDA,Solda,0cc7a7ed-a93f-40a1-bd8b-d990dea17a7b,337.0,2089.0,,https://www.last.fm/music/Solda
SOLENSI,Sol en si,f333e994-6e13-4db5-aa4e-c24c0dbd5e47,509.0,6135.0,french|chanson francaise,https://www.last.fm/music/Sol+en+si
SOLENSI 2,Solensi 2,,8.0,23.0,,https://www.last.fm/music/Solensi+2
SOMBR,sombr,502cf908-9921-48bc-bf0e-265c881c0156,1894367.0,89009399.0,indie|alternative|rock|singer-songwriter|indie rock,https://www.last.fm/music/sombr
SONIQUE,Sonique,e8b37da4-6cb2-4641-ab53-da42f02fbdfb,432374.0,3299211.0,dance|pop|electronic|female vocalists|House,https://www.last.fm/music/Sonique
SONS DE LA NATURE PROJET FRANCE DE TRAXLAB,Sons de la Nature Projet France de TraxLab,,9496.0,1020927.0,,https://www.last.fm/music/Sons+de+la+Nature+Projet+France+de+TraxLab
SOOLKING,Soolking,530a9937-4229-4d7e-8457-4853d7d5dd7a,189362.0,4579692.0,algerian|algeria|french|rap|french rap,https://www.last.fm/music/Soolking
SOPHIE AND THE GIANTS,Sophie and the Giants,7192aa79-f634-4cf6-b065-fca2d41c27c2,98347.0,837926.0,C|indie rock|pop|indie|british,https://www.last.fm/music/Sophie+and+the+Giants
SOPHIE ELLIES BEXTOR,Sophie Ellis-Bextor,,1807176.0,31943432.0,pop|dance|female vocalists|british|electronic,https://www.last.fm/music/Sophie+Ellis-Bextor
SOPHIE ELLIS BEXTOR,Sophie Ellis-Bextor,,1807176.0,31943432.0,pop|dance|female vocalists|british|electronic,https://www.last.fm/music/Sophie+Ellis-Bextor
SOPRANO,Soprano,e52815f0-0db9-49b2-acb7-1af6b2dfa936,137477.0,2423658.0,Hip-Hop|rap|french|rap francais|french rap,https://www.last.fm/music/Soprano
SOSO MANES,,,,,,
SOSO MANESS,Soso Maness,4b069a10-27f6-49a4-95bf-09964ada481e,49029.0,1099189.0,All|french|french rap|rap|artistes,https://www.last.fm/music/Soso+Maness
SOUAD MASSI,Souad Massi,0f7a9866-5644-4a45-9781-b87e60eb3269,138476.0,1631565.0,arabic|female vocalists|algerian|world|algeria,https://www.last.fm/music/Souad+Massi
SOUF,souf,,11660.0,104269.0,artistes|france,https://www.last.fm/music/souf
SOULFLY,Soulfly,832a43c7-aa7d-439b-a6b4-4f1afa671c24,862720.0,27122023.0,thrash metal|Nu Metal|metal|groove metal|metalcore,https://www.last.fm/music/Soulfly
SOUND OF LEGEND,Sound of Legend,b492eaf0-b35b-4737-a17a-cb1768af399f,106749.0,876945.0,french|covers|EDM|france,https://www.last.fm/music/Sound+of+Legend
SPEEDY,Speedy,48d79310-1b8c-4e27-a353-feb479e7bbce,34132.0,184305.0,Reggaeton|Hip-Hop|latin|hip hop|spanish,https://www.last.fm/music/Speedy
SPICE GILRS,Spice Girls,bf0caafc-2b20-4e07-ab85-87e14ff430ce,2644780.0,42230301.0,pop|90s|british|female vocalists|dance,https://www.last.fm/music/Spice+Girls
SPICE GIRLS,Spice Girls,bf0caafc-2b20-4e07-ab85-87e14ff430ce,2644780.0,42230301.0,pop|90s|british|female vocalists|dance,https://www.last.fm/music/Spice+Girls
SPIN DOCTOR,Spin Doctors,1bcb61f3-ca9c-4a26-b16e-0547ad6c21be,1317946.0,10408850.0,rock|alternative rock|90s|alternative|pop,https://www.last.fm/music/Spin+Doctors
SQUEEZIE,Squeezie,af544eb5-d171-467b-84e4-0623b1bd68e3,30807.0,583740.0,french|france|national socialist black metal|francophone|bourgeois,https://www.last.fm/music/Squeezie
SQUIDJI,Squidji,ab060e23-e870-4af3-a3aa-1a7f1646b49c,27347.0,681303.0,french|rap|soul|indie|pop,https://www.last.fm/music/Squidji
STACEY KENT,Stacey Kent,7cd536a1-8d66-49e3-bf14-e1be74a06363,574097.0,7553996.0,jazz|female vocalists|vocal jazz|Smooth Jazz|jazz vocal,https://www.last.fm/music/Stacey+Kent
STANISLAS,Stanislas,bdf21295-9a67-4e7a-b331-a522ca3a980a,20609.0,252016.0,french|pop|symphonic|orchestra|france,https://www.last.fm/music/Stanislas
STAR ACADEMY,Star Academy,aa9892cf-5268-442b-ac53-155a73774a1e,18257.0,428470.0,french|pop|male|female|00's,https://www.last.fm/music/Star+Academy
STAR ACADEMY 2,Star Academy 2,f189f05e-6485-48c0-8c0a-e97a4506a317,5479.0,36362.0,french|pop|french pop,https://www.last.fm/music/Star+Academy+2
STAR ACADEMY 3,Star Academy 3,8858d019-c346-4cdc-bc3a-062012972a31,1273.0,8052.0,french|french pop,https://www.last.fm/music/Star+Academy+3
STARDUST,Stardust,7b75e88a-f211-4886-8c3d-dd9d7171eee5,1195884.0,9052782.0,House|electronic|dance|french house|french,https://www.last.fm/music/Stardust
STARLEY,Starley,6703863e-2dda-4079-90ab-ef7b72d14881,385062.0,2834234.0,australian|dance|House|pop|electronic,https://www.last.fm/music/Starley
STARLOOSE ACADEMY,,,,,,
STARMANIA,Starmania,51d93c84-d9ce-4177-9788-9d9dc083e51b,6252.0,105602.0,french|rock|musical|pop|rock opera,https://www.last.fm/music/Starmania
STARMANIA 88,Starmania,51d93c84-d9ce-4177-9788-9d9dc083e51b,6252.0,105602.0,french|rock|musical|pop|rock opera,https://www.last.fm/music/Starmania
STARSAILOR,Starsailor,fbd86487-ccb5-4a57-a860-cc3d360b5115,969412.0,14342283.0,britpop|indie|rock|british|alternative,https://www.last.fm/music/Starsailor
STAYSOLIDROCKY,StaySolidRocky,c613510c-90f8-4da0-970b-a71f607016fe,444559.0,4289751.0,Hip-Hop|rap|indie|electronic|trap,https://www.last.fm/music/StaySolidRocky
STEEVE ESTATOF,Steeve Estatof,ab535032-2b22-48b0-896c-de96e160aa5d,3176.0,28601.0,rock|French rock|rock francais|reality,https://www.last.fm/music/Steeve+Estatof
STEFFLON DON,Stefflon Don,c5a73e97-82ff-4b97-a9f7-49b1f799cb87,289299.0,2672080.0,dancehall|Hip-Hop|rap|hip hop|british,https://www.last.fm/music/Stefflon+Don
STEFLON DON,Steflon Don,,38.0,593.0,,https://www.last.fm/music/Steflon+Don
STEPHAN EICHER,Stephan Eicher,34101668-3a6e-4fb7-8a8e-8f6130cb9127,73353.0,1136108.0,swiss|singer-songwriter|rock|french|pop,https://www.last.fm/music/Stephan+Eicher
STEPHEN EICHER,Stephen Eicher,,316.0,879.0,,https://www.last.fm/music/Stephen+Eicher
STEVE AOKI,Steve Aoki,a39acc4a-985e-4173-a9ed-f325f2d3bc1c,1534903.0,40616218.0,electronic|electro|dance|tech house|House,https://www.last.fm/music/Steve+Aoki
STEVE RAY VAUGHAN,Stevie Ray Vaughan,f5426431-f490-4678-ad44-a75c71097bb4,1167969.0,18700486.0,blues|blues rock|classic rock|guitar|rock,https://www.last.fm/music/Stevie+Ray+Vaughan
STEVIE RAY VAUGHAN,Stevie Ray Vaughan,f5426431-f490-4678-ad44-a75c71097bb4,1167969.0,18700486.0,blues|blues rock|classic rock|guitar|rock,https://www.last.fm/music/Stevie+Ray+Vaughan
STILL FRESH,Still Fresh,5e78692c-8e75-45ec-9624-701f835b4950,29219.0,419925.0,rap francais|rap|Hip-Hop|france|paris,https://www.last.fm/music/Still+Fresh
STING,Sting,7944ed53-2a58-4035-9b93-140a71e41c34,2768592.0,64031658.0,rock|pop|classic rock|british|singer-songwriter,https://www.last.fm/music/Sting
STING AND THE POLICE,The Police,9e0e2b01-41db-4008-bd8b-988977d6019a,4634012.0,112690767.0,rock|new wave|classic rock|80s|pop,https://www.last.fm/music/The+Police
STOMY BUGSY,Stomy Bugsy,d1cd726e-beab-4b11-bbe9-f2609e71436d,15657.0,79816.0,french rap|rap francais|French hip hop|Hip-Hop|hip hop,https://www.last.fm/music/Stomy+Bugsy
STONE ET CHARDEN,Stone et Charden,,2527.0,10052.0,rock|french|60s|chanson français|70s,https://www.last.fm/music/Stone+et+Charden
STORMZY,Stormzy,67fd5116-7a49-4abf-a34f-b08774128a7a,811204.0,24034298.0,Grime|Hip-Hop|rap|british|hip hop,https://www.last.fm/music/Stormzy
STRAY KIDS,Stray Kids,142b343d-bf5a-428c-a64f-6d1a7566bbe9,1373597.0,495342965.0,k-pop|pop|Kpop|Korean|Hip-Hop,https://www.last.fm/music/Stray+Kids
STRING COLOR,String Color,,1844.0,9166.0,pop|france|francai,https://www.last.fm/music/String+Color
STROMAE,Stromae,ab2528d9-719f-4261-8098-21849222a0f2,2046048.0,61332309.0,electronic|dance|belgian|french|electronica,https://www.last.fm/music/Stromae
STRYV,Stryv,,67465.0,326087.0,electronic|House|beats,https://www.last.fm/music/Stryv
STUPEFLIP,Stupeflip,754abc13-d242-4585-8276-2c8c45aa37cf,86316.0,5126827.0,Hip-Hop|french|punk|rap|rock,https://www.last.fm/music/Stupeflip
STYLETO,Styleto,2611af40-9ecd-4998-a7d1-79118c399955,17279.0,231985.0,french|singer-songwriter|french pop,https://www.last.fm/music/Styleto
STÉPHANE LEGAR,Stéphane Legar,630f7b31-ff31-4db7-9201-4f5bcfad479d,143.0,621.0,,https://www.last.fm/music/St%C3%A9phane+Legar
SUGAR DADDY,Sugar Daddy,272e6bb6-9582-4d5c-901d-4c6760eb8b5d,20906.0,84135.0,soca|british|funk|rock|reggae,https://www.last.fm/music/Sugar+Daddy
SUKI WATERHOUSE,Suki Waterhouse,8389ff77-a7a4-4ba4-bf1b-17ded47d41a1,1797495.0,56372648.0,indie pop|my top songs|indie|pop|female vocalists,https://www.last.fm/music/Suki+Waterhouse
SULLY SEFIL,Sully Sefil,27e8dc86-9c84-4ebd-b341-e9a43396ba11,2920.0,16043.0,french rap|Hip-Hop|french|rap|hip hop,https://www.last.fm/music/Sully+Sefil
SUM 41,Sum 41,f2eef649-a6d5-4114-afba-e50ab26254d2,3443544.0,156844710.0,punk rock|pop punk|punk|rock|alternative,https://www.last.fm/music/Sum+41
SUPER-HI,SUPER-Hi,,162082.0,1216530.0,United Kingdom|british|Great Britain|Indie alt dance,https://www.last.fm/music/SUPER-Hi
SUPERBUS,Superbus,2be7b462-382f-4dd4-a635-99c4801dcd39,188347.0,3803574.0,french|pop rock|female vocalists|rock|pop,https://www.last.fm/music/Superbus
SUPERFUNK,Superfunk,2e677d44-f795-4d2b-bed3-f56d278dd642,104683.0,524536.0,House|electronic|french|funk|french house,https://www.last.fm/music/Superfunk
SUPERPOZE,Superpoze,ff241867-35fc-4053-9fda-7aa57ef4e229,82292.0,905285.0,downtempo|electronic|ambient|french|All,https://www.last.fm/music/Superpoze
SUPERTRAMP,Supertramp,d2ff6b6b-fc30-48dc-8952-06f9d8fc64f8,2147170.0,48151952.0,Progressive rock|classic rock|rock|70s|pop,https://www.last.fm/music/Supertramp
SUPREME NTM,Suprême NTM,0135e5ec-4ffd-46e5-9c3c-566b3df46a8d,117250.0,2208742.0,Hip-Hop|french|rap|rap francais|french rap,https://www.last.fm/music/Supr%C3%AAme+NTM
SURF MESA,Surf Mesa,5ed8f4ac-3ae8-4a83-9ff9-565510c7f6e5,531131.0,4495877.0,Lo-Fi|electronic|USA|american|elektro,https://www.last.fm/music/Surf+Mesa
SURFACES,Surfaces,ae515b61-757e-49c2-b78b-b6534b255c83,906623.0,15494148.0,soul|pop|rnb|indie|USA,https://www.last.fm/music/Surfaces
SUSHEELA RAMAN,Susheela Raman,fe2bfb00-1dd3-4e97-b0ad-39c5228a1ef1,118134.0,1067159.0,female vocalists|world|india|World Music|ethnic,https://www.last.fm/music/Susheela+Raman
SUZANE,Suzane,d0fd9aec-0483-46ef-8126-4fcbb7dc5ab0,37227.0,684995.0,french|female vocalists|french pop|electronic|yandex music,https://www.last.fm/music/Suzane
SVEA,Svea,f11ab21d-82e2-4cdf-88e5-27d765f8eb6d,34620.0,286257.0,pop|swedish|female fronted|Swedish Pop|Female Fronted pop,https://www.last.fm/music/Svea
SWAE LEE,Swae Lee,a17ce9c3-8f6f-4dcc-a1b7-2a04ab9e31f0,423171.0,4032282.0,rap|rnb|soul|hip hop|trap,https://www.last.fm/music/Swae+Lee
SWEDISH HOUSE MAFIA,Swedish House Mafia,99075985-0d80-4692-a15e-b16f78831792,2743244.0,55044320.0,House|electronic|dance|electro house|electro,https://www.last.fm/music/Swedish+House+Mafia
SWEET BOX,Sweetbox,9dd12107-7867-4f49-a90e-f4ed899fc05a,93921.0,2988318.0,pop|female vocalists|german|rnb|JPop,https://www.last.fm/music/Sweetbox
SWEET GENERATION,Sweet Generation,82655714-b955-464a-8678-c3bd46ee4288,162.0,1022.0,hardcore,https://www.last.fm/music/Sweet+Generation
SWEETY,Sweety,53cf5fb3-f9e1-4fc0-aaff-cfd0bc2b1146,9772.0,99262.0,C-pop|chinese|cpop|taiwanese|female vocalists,https://www.last.fm/music/Sweety
SWING,Swing,3e39ef34-c929-405d-8ac0-e62cef0b9329,80007.0,1119321.0,rap|Hip-Hop|pop|hip hop|Rap Belge,https://www.last.fm/music/Swing
SYNAPSON,Synapson,ccfcd925-f1b1-409f-93cb-ff91ecbe9a19,194383.0,2004688.0,electronic|electro|france|french|funk,https://www.last.fm/music/Synapson
SYSTEM OF A DOWN,System of a Down,cc0b7089-c08d-4c10-b6b0-873582c17fd6,5843721.0,516479913.0,alternative metal|metal|Nu Metal|rock|alternative,https://www.last.fm/music/System+of+a+Down
SZA,SZA,272989c8-5535-492d-a25c-9f58803e027f,3520277.0,592101654.0,rnb|soul|alternative rnb|electronic|Neo-Soul,https://www.last.fm/music/SZA
Saweetie,Saweetie,72d424d0-c349-4164-ae3e-8e5274f97b98,1195616.0,19051509.0,Hip-Hop|rap|better than selena gomez|urban|female rapper,https://www.last.fm/music/Saweetie
Selena Gomez,Selena Gomez,e4bc69e2-a064-4f93-ada1-f7f209cc1cc3,3203507.0,205828264.0,pop|female vocalists|Disney|pop rock|dance,https://www.last.fm/music/Selena+Gomez
Simone et Jean-Marc,,,,,,
T L C,TLC,99790314-885a-4975-8614-9c5bc890364d,2723974.0,34358514.0,rnb|Hip-Hop|female vocalists|pop|soul,https://www.last.fm/music/TLC
T-MATT,T-Matt,,1634.0,15313.0,,https://www.last.fm/music/T-Matt
T-RYO,T-Rio,c46618d7-bf99-471d-b383-215562faffea,2612.0,9493.0,dance|latin|girlbands|female vocalists|T-Rio Choupetta,https://www.last.fm/music/T-Rio
T2R,T2R,1d49c520-b3b3-42ed-819a-2b49c311d6eb,7281.0,70343.0,french|france|afrolove|valdemarne,https://www.last.fm/music/T2R
TAHA KHALED FAUDEL,"Rachid Taha, Khaled & Faudel",,20282.0,119381.0,rai|arabic|algerian|world|North African,"https://www.last.fm/music/Rachid+Taha,+Khaled+&+Faudel"
TAINY,Tainy,7e92584c-ca97-48bf-8a12-0327db0f6ac8,818710.0,38689623.0,Reggaeton|latin|puerto rico|pop|producer,https://www.last.fm/music/Tainy
TAKEOFF,Takeoff,70f5bb6e-9b87-4500-9c9f-2e1d373d07da,428468.0,7184590.0,migos|rap|trap|Hip-Hop|atlanta,https://www.last.fm/music/Takeoff
TAL,Tal,0c7083e0-d1fd-426a-a663-2ee49de4093e,72162.0,940915.0,pop|Israel|french|france|israeli,https://www.last.fm/music/Tal
TAME IMPALA,Tame Impala,63aa26c3-d59b-4da4-84ac-716b54f1ef4d,4433607.0,426387441.0,Psychedelic Rock|psychedelic|indie rock|australian|rock,https://www.last.fm/music/Tame+Impala
TANITA TIKARAM,Tanita Tikaram,43554fe6-840b-4f61-b54b-8168398cb1e7,322248.0,3151790.0,female vocalists|pop|80s|singer-songwriter|rock,https://www.last.fm/music/Tanita+Tikaram
TARKAM,Tarkan,4ec2451d-ed0c-4273-b683-4c1312df25fd,376363.0,8907570.0,turkish|pop|Turkish Pop|dance|tarkan,https://www.last.fm/music/Tarkan
TARKAN,Tarkan,4ec2451d-ed0c-4273-b683-4c1312df25fd,376363.0,8907570.0,turkish|pop|Turkish Pop|dance|tarkan,https://www.last.fm/music/Tarkan
TATE MCRAE,Tate McRae,f9133869-f87c-459c-9aa7-2f176cda7e06,2288503.0,286865092.0,pop|my top songs|Canadian|electropop|canada,https://www.last.fm/music/Tate+McRae
TAYC,Tayc,0c980a2b-ca09-4d04-ad80-e7c2ce9621fb,171504.0,4959504.0,rnb|french|soul|Hip-Hop|afrobeats,https://www.last.fm/music/Tayc
TAYLOR SWIFT,Taylor Swift,20244d07-534f-4eff-b4d4-930878889970,5967852.0,3698834860.0,country|pop|female vocalists|singer-songwriter|acoustic,https://www.last.fm/music/Taylor+Swift
TELEPHONE,Téléphone,a4e34a43-d8de-48eb-9ec6-349b62756590,142681.0,1811758.0,rock|french|rock francais|80s|French rock,https://www.last.fm/music/T%C3%A9l%C3%A9phone
TEMS,Tems,5b2a8faa-ffee-4706-a1a8-58f109bc8ca2,756868.0,19717075.0,rnb|soul|afrobeats|nigeria|nigerian,https://www.last.fm/music/Tems
TEO,Teo,e4695422-6b2f-4b96-bc57-c7e2414549d4,73412.0,418529.0,Eurovision|pop|belarus|techno-industrial|HardTechno,https://www.last.fm/music/Teo
TERI MOISE,Teri Moïse,f2340fa1-9cc8-4d5d-b10c-cca57045048e,6578.0,55374.0,acoustic soul|french|rnb|female vocalists|french soul,https://www.last.fm/music/Teri+Mo%C3%AFse
TERRA,Terra,e3f582f0-4689-4f76-9d8d-fcf9f56cc15a,80309.0,1871715.0,black metal|atmospheric black metal|swedish|metal|indie,https://www.last.fm/music/Terra
TERRA (Antoine L,,,,,,
TERRI MOISE,Teri Moïse,f2340fa1-9cc8-4d5d-b10c-cca57045048e,6578.0,55374.0,acoustic soul|french|rnb|female vocalists|french soul,https://www.last.fm/music/Teri+Mo%C3%AFse
TESS,Tess,560a1d71-d6fb-4046-84b2-d619f48bcddd,69348.0,478205.0,post-hardcore|screamo|french|hardcore|eurodance,https://www.last.fm/music/Tess
TETE,Tete,6c21e7a6-32e6-49fc-9456-7b871cc57999,12098.0,111837.0,Korean|indie|k-indie|k-rock|soulful,https://www.last.fm/music/Tete
TETES RAIDES,Têtes Raides,739162d3-8f9d-4710-8fe1-a73e59690506,36845.0,701711.0,french|chanson francaise|nouvelle scene francaise|rock|chanson,https://www.last.fm/music/T%C3%AAtes+Raides
TEXAS,Texas,7289d10d-d8d2-41ff-8308-c56ec9346e07,859852.0,11532111.0,pop|rock|female vocalists|Scottish|britpop,https://www.last.fm/music/Texas
THALIA,Thalía,ae33ce8d-f41a-4f6b-b9c6-7859acbd04ef,274543.0,10646728.0,pop|latin|female vocalists|spanish|latin pop,https://www.last.fm/music/Thal%C3%ADa
THE,The,ec2b2c2d-e1b1-4d1d-b6fd-ff87cc7e18ea,59954.0,243464.0,post-punk|grindcore|galiza|SOLOMUSIKA-post punk|celtic,https://www.last.fm/music/The
THE ARCHITECT,The Architect,80199d1e-9c67-40d2-814c-de6608ae2916,97994.0,883546.0,chillout|minimal|lounge|electronic|downtempo,https://www.last.fm/music/The+Architect
THE AVENER,The Avener,529c40b4-c57f-49e2-ad5a-201eb2fb4a5b,379937.0,4117854.0,electronic|House|deep house|lounge|french,https://www.last.fm/music/The+Avener
THE B-52's,The B-52's,,1523413.0,21966914.0,new wave|80s|pop|alternative|rock,https://www.last.fm/music/The+B-52%27s
THE BABYSHAMBLES,Babyshambles,8e1e03fe-ebbc-467a-b541-857144db10fb,1106950.0,31466398.0,british|indie|indie rock|rock|alternative,https://www.last.fm/music/Babyshambles
THE BEACH BOYS,The Beach Boys,ebfc1398-8d96-47e3-82c3-f782abcdb13d,4139059.0,165923842.0,classic rock|60s|pop|Surf|rock,https://www.last.fm/music/The+Beach+Boys
THE BEATLES,The Beatles,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,6538675.0,1108658555.0,classic rock|rock|british|60s|pop,https://www.last.fm/music/The+Beatles
THE BLACK EYED PEAS,Black Eyed Peas,d5be5333-4171-427e-8e12-732087c6b78e,5767734.0,155310859.0,Hip-Hop|pop|rnb|rap|hip hop,https://www.last.fm/music/Black+Eyed+Peas
THE BLAZE,The Blaze,d18a2838-05fa-4e4e-bbb5-284a4cfb13f5,431700.0,9945221.0,House|electronic|deep house|french|electronica,https://www.last.fm/music/The+Blaze
THE BLESSED MADONNA,The Blessed Madonna,3f351696-75a2-4167-86b1-c5cd37770600,289836.0,2602555.0,House|electronic|dance|american|queer,https://www.last.fm/music/The+Blessed+Madonna
THE BRAIDS,The Braids,24bc160f-a608-4413-8781-f239b4035150,12841.0,70657.0,pop|female vocalists|90s|soul|rnb,https://www.last.fm/music/The+Braids
THE BREEDERS,The Breeders,667e856e-f3a7-42e9-8244-95422ef31321,1142636.0,24428143.0,alternative|indie|indie rock|female vocalists|alternative rock,https://www.last.fm/music/The+Breeders
THE CARDIGANS,The Cardigans,3e55d51d-687f-4a9d-af96-2fabccf802e5,3705090.0,94546413.0,pop|rock|female vocalists|swedish|alternative,https://www.last.fm/music/The+Cardigans
THE CARTERS,The Carters,70356ffc-f45e-4d91-992c-1049dc54e13e,542614.0,14150894.0,Hip-Hop|rap|rnb|soul|beyonce,https://www.last.fm/music/The+Carters
THE CHAINSMOKERS,The Chainsmokers,91a81925-92f9-4fc9-b897-93cf01226282,2851589.0,90595304.0,electronic|pop|House|electro house|dance,https://www.last.fm/music/The+Chainsmokers
THE CHRISTIANS,The Christians,4268556a-5e11-4b31-85be-abd5aaeec6f0,69471.0,474844.0,soul|pop|80s|90s|british,https://www.last.fm/music/The+Christians
THE COMMITMENTS,The Commitments,4e8d6561-5821-45d7-9d7e-ca4d9b35b1a8,183470.0,1959238.0,soul|blues|rhythm and blues|irish|Soundtrack,https://www.last.fm/music/The+Commitments
THE COORS,The Corrs,acf6c776-d0f6-4239-b5a2-a45a613ffa52,1143334.0,22261811.0,pop|irish|folk|female vocalists|celtic,https://www.last.fm/music/The+Corrs
THE CORRS,The Corrs,acf6c776-d0f6-4239-b5a2-a45a613ffa52,1143334.0,22261811.0,pop|irish|folk|female vocalists|celtic,https://www.last.fm/music/The+Corrs
THE CRANBERRIES,The Cranberries,c98d40fd-f6cf-4b26-883e-eaa515ee2851,4766186.0,160103862.0,rock|alternative|alternative rock|female vocalists|irish,https://www.last.fm/music/The+Cranberries
THE CREATOR,The Creator,13077eef-858a-4aa9-bc75-08e4a7d09579,2943.0,10647.0,techno|electronic|Rave|hardcore|90s,https://www.last.fm/music/The+Creator
THE CURE,The Cure,69ee3720-a7cb-4402-b48d-a02c366f2bcf,5540330.0,398237777.0,post-punk|new wave|alternative|80s|rock,https://www.last.fm/music/The+Cure
THE DOORS,The Doors,9efff43b-3b29-4082-824e-bc82f646f93d,4743936.0,230157744.0,classic rock|Psychedelic Rock|rock|60s|psychedelic,https://www.last.fm/music/The+Doors
THE EAGLES,Eagles,f46bd570-5768-462e-b84c-c7c993bbf47e,3861867.0,80969429.0,classic rock|rock|70s|soft rock|country,https://www.last.fm/music/Eagles
THE FAIM,The Faim,bd1b9a8e-6910-4d3b-824d-3ef15442790d,114803.0,1597880.0,pop rock|alternative rock|indie rock|rock|australia,https://www.last.fm/music/The+Faim
THE FUGEES,Fugees,ea321799-9b1d-4e74-a074-a5facf597d82,2238039.0,27066850.0,Hip-Hop|rap|soul|rnb|hip hop,https://www.last.fm/music/Fugees
THE GOOD THE BAD,The Good The Bad,7c658915-72f1-4d12-b1d9-4dc6a50878fe,5413.0,170262.0,surf rock|Garage Rock|instrumental|rock|danish,https://www.last.fm/music/The+Good+The+Bad
THE GYPSIES,The Gypsies,181d885b-0729-4ce7-80b5-cc5d7c327a20,6249.0,53235.0,motown|All|sri lanka|sri lankan|sinhalese,https://www.last.fm/music/The+Gypsies
THE KID LAROI,The Kid LAROI,80609a00-b394-4a49-975b-2db6b543fa97,2536761.0,167526827.0,Hip-Hop|rap|emo rap|australian|trap,https://www.last.fm/music/The+Kid+LAROI
THE KILLERS,The Killers,95e1ead9-4d31-4808-a7ac-32c3614c116b,6978171.0,382125826.0,indie|indie rock|rock|alternative|alternative rock,https://www.last.fm/music/The+Killers
THE LUMINEERS,The Lumineers,bfcb6630-9b31-4e63-b11f-7b0363be72b5,2592717.0,92629390.0,folk|indie|folk rock|american|rock,https://www.last.fm/music/The+Lumineers
THE LYNDHURST ORCHESTRA,The Lyndhurst Orchestra,b0228af6-1aab-4714-bd98-32223e236c27,13186.0,154813.0,United Kingdom,https://www.last.fm/music/The+Lyndhurst+Orchestra
THE MARÍAS,The Marías,7a3970c9-ecd8-4eee-a267-4d8c77d97ff3,2527428.0,246576176.0,dream pop|indie pop|bedroom pop|indie|Sophisti-Pop,https://www.last.fm/music/The+Mar%C3%ADas
THE NEIGHBOURHOOD,The Neighbourhood,53b06622-ec51-4924-a554-58b0affde6b5,3997972.0,406605427.0,indie|indie rock|indie pop|rock|alternative,https://www.last.fm/music/The+Neighbourhood
THE NEPTUNES,The Neptunes,253bfe58-d68a-4f96-9b7a-70d977cbf66d,73257.0,487280.0,Hip-Hop|rap|star trak|rock|soul,https://www.last.fm/music/The+Neptunes
THE NGHBRS,The NGHBRS,ff07f633-a89a-493d-b42c-6e36b1dac0de,14524.0,48835.0,pop|UK|Chill House,https://www.last.fm/music/The+NGHBRS
THE OFFSPRING,The Offspring,23a03e33-a603-404e-bcbf-2c00159d7067,4599068.0,215411399.0,punk rock|punk|rock|alternative rock|alternative,https://www.last.fm/music/The+Offspring
THE PAPER KITES,The Paper Kites,a9d1d9b5-968c-486d-8a97-6077885f2ab8,1185585.0,27107898.0,folk|indie|australian|indie folk|acoustic,https://www.last.fm/music/The+Paper+Kites
THE PIXIES,Pixies,b6b2bb8d-54a9-491f-9607-7b546023b433,4297455.0,217053327.0,alternative rock|alternative|indie|indie rock|rock,https://www.last.fm/music/Pixies
THE POGUES,The Pogues,d41a6875-b626-4c0f-89a1-aecb643d29ff,1309974.0,25367982.0,folk|irish|punk|folk rock|celtic,https://www.last.fm/music/The+Pogues
THE POLICE,The Police,9e0e2b01-41db-4008-bd8b-988977d6019a,4634012.0,112690767.0,rock|new wave|classic rock|80s|pop,https://www.last.fm/music/The+Police
THE PRETENDERS,The Pretenders,75ffaf7d-46ee-4794-a405-9ec20c0c1696,781641.0,8065575.0,rock|new wave|80s|female vocalists|classic rock,https://www.last.fm/music/The+Pretenders
THE PRINCE KARMA,The Prince Karma,eec9a440-d5cd-49ed-8b4f-01da555bebd3,102232.0,802095.0,House|USA|diplein,https://www.last.fm/music/The+Prince+Karma
THE PRODIGY,The Prodigy,4a4ee089-93b1-4470-af9a-6ff575d32704,2986243.0,142038773.0,electronic|techno|industrial|dance|electronica,https://www.last.fm/music/The+Prodigy
THE QUEEN,Queen,0383dadf-2a4e-4d10-a46a-e9e041da8eb3,7257848.0,428565718.0,classic rock|rock|hard rock|glam rock|80s,https://www.last.fm/music/Queen
THE RARE OCCASIONS,The Rare Occasions,37177491-dc86-4536-8ac2-51887ccfa0bb,1238841.0,20548559.0,indie rock|alternative rock|indie|alternative|american,https://www.last.fm/music/The+Rare+Occasions
