artist_snep,lastfm_name,mbid,listeners,playcount,tags,lastfm_url
COOKIN' ON 3 BURNERS,Cookin' On 3 Burners,,129719.0,794917.0,funk|jazz|deep funk|soul|11,https://www.last.fm/music/Cookin%27+On+3+Burners
COOLIO,Coolio,cc30e630-8c75-4d78-b205-8e2edc6bdaa7,2145556.0,17838152.0,rap|Hip-Hop|90s|hip hop|West Coast Rap,https://www.last.fm/music/Coolio
CORINNE BAILEY RAE,Corinne Bailey Rae,bc85c6f6-6b06-44c1-8754-ef32c1e6b824,2164360.0,29965308.0,soul|female vocalists|jazz|singer-songwriter|pop,https://www.last.fm/music/Corinne+Bailey+Rae
CORNEILLE,Corneille,eb1ebbe0-8f26-4a05-b535-8eb12ea711f7,82874.0,936171.0,french|rnb|chanson francaise|soul|quebecois,https://www.last.fm/music/Corneille
CORONA,Corona,098acbe6-c428-4ae2-9cd0-3ba80162befb,878589.0,6039174.0,eurodance|dance|90s|pop|90s dance,https://www.last.fm/music/Corona
CORSU - MEZU MEZU,Corsu - Mezu Mezu,dd8953ad-afa0-4284-a578-76cd7723df4b,2397.0,10667.0,,https://www.last.fm/music/Corsu+-+Mezu+Mezu
CRAIG DAVID,Craig David,89e39f67-65cc-4f90-b145-b1b56c209f8a,1274285.0,18040948.0,rnb|pop|soul|british|male vocalists,https://www.last.fm/music/Craig+David
CRAZY FROG,Crazy Frog,3df914b9-e0bc-493c-875a-c412f84ecdad,662154.0,5603292.0,electronic|dance|pop|techno|electronica,https://www.last.fm/music/Crazy+Frog
CREAM,Cream,04cd0cfd-bfd1-4c36-bc38-95c35e2c045f,2779492.0,46661228.0,classic rock|blues rock|rock|psychedelic|blues,https://www.last.fm/music/Cream
CREEPY NUTS,Creepy Nuts,e5e045da-59a3-4b65-8bb4-3c7f3ac9a529,618956.0,21617462.0,japanese|j-pop|Hip-Hop|japan|jersey club,https://www.last.fm/music/Creepy+Nuts
CRISTINA MAROCCO,Cristina Marocco,6d4607a1-5032-4628-b69d-1911da459e29,1047.0,9238.0,,https://www.last.fm/music/Cristina+Marocco
CROSBY STILLS NASH,"Crosby, Stills & Nash",cfafad90-b736-4c74-8ded-f3f4d7b2c792,1076046.0,14429302.0,folk rock|classic rock|folk|rock|60s,"https://www.last.fm/music/Crosby,+Stills+&+Nash"
CULTURE BEAT,Culture Beat,97c30dea-ca61-4efe-be4c-3d56de7900db,675229.0,4679143.0,eurodance|90s|dance|techno|electronic,https://www.last.fm/music/Culture+Beat
CUNNIE WILLIAMS,Cunnie Williams,1f4c7694-50d2-43c7-b5ec-679781ced069,32758.0,207836.0,soul|rnb|acid jazz|funk|male vocalists,https://www.last.fm/music/Cunnie+Williams
CUT KILLER,Cut Killer,e6207340-e26f-49dc-869f-3750804e8096,42743.0,361463.0,Hip-Hop|turntablism|french rap|french|rap francais,https://www.last.fm/music/Cut+Killer
CYLIA,Cylia,74586ba1-1df4-44c2-b00a-18dd4714888a,472.0,2996.0,french|pop|female vocalists,https://www.last.fm/music/Cylia
CYNDI LAUPER,Cyndi Lauper,7bd9e20e-74b9-446a-a2ed-a223f82a36e7,3032625.0,38726299.0,pop|80s|female vocalists|new wave|rock,https://www.last.fm/music/Cyndi+Lauper
CYPRESS HILL,Cypress Hill,51508c1f-8d07-4a00-9cf1-26c570fe7b78,2292022.0,54514509.0,Hip-Hop|rap|rapcore|hip hop|alternative,https://www.last.fm/music/Cypress+Hill
CYRIL,Cyril,087ff116-5c39-4088-964d-d391d8e5f230,315928.0,2495612.0,Progressive rock|deep house|House|art rock|EDM,https://www.last.fm/music/Cyril
Carreras Domingo Pavarotti Levine,,,,,,
Cauet,Cauet,f2e0cf37-de4a-426e-afe0-368ce038ea45,6321.0,37853.0,Radio|french|humour|fun|francais,https://www.last.fm/music/Cauet
Charli XCX,Charli xcx,260b6184-8828-48eb-945c-bc4cb6fc34ca,3800318.0,729367415.0,pop|synthpop|electronic|female vocalists|Electroclash,https://www.last.fm/music/Charli+xcx
Charlie,Charlie,f7773785-2f37-4a81-b704-1399fe508101,214414.0,1847914.0,Italo Disco|rock|Disco|electro|space disco,https://www.last.fm/music/Charlie
Christine and the Queens,Christine and the Queens,,587384.0,15885717.0,french|pop|electronic|female vocalists|indie,https://www.last.fm/music/Christine+and+the+Queens
CÉLINE DION,Céline Dion,847e8a0c-cc20-4213-9e16-975515c2a926,2201186.0,44560403.0,pop|female vocalists|Canadian|90s|french,https://www.last.fm/music/C%C3%A9line+Dion
CŒUR DE PIRATE,Cœur de Pirate,,329177.0,7938586.0,french|indie|female vocalists|Canadian|pop,https://www.last.fm/music/C%C5%93ur+de+Pirate
D J VISAGE,D J Visage,,2.0,2.0,,https://www.last.fm/music/D+J+Visage
D-BLOCK EUROPE,D-Block Europe,,364723.0,18210045.0,Hip-Hop|rap|british|hip hop|UK,https://www.last.fm/music/D-Block+Europe
D. LEVY,D. Levy,,1.0,1.0,,https://www.last.fm/music/D.+Levy
D. SARGUE,D. Sargue,,1.0,1.0,,https://www.last.fm/music/D.+Sargue
D.R.A.M.,D.R.A.M.,,145507.0,1243803.0,rnb|Hip-Hop|soul|rap|trap,https://www.last.fm/music/D.R.A.M.
D4VD,d4vd,d8e07579-ff5a-41f2-b7a7-c71880b8287a,2328079.0,117091142.0,pop|rnb|dream pop|rock|bedroom pop,https://www.last.fm/music/d4vd
DA HOLL,Da Hool,08e6bef1-633e-41d8-8201-a65e1ac8ec64,245344.0,1352247.0,techno|trance|electronic|House|german,https://www.last.fm/music/Da+Hool
DA HOOL,Da Hool,08e6bef1-633e-41d8-8201-a65e1ac8ec64,245344.0,1352247.0,techno|trance|electronic|House|german,https://www.last.fm/music/Da+Hool
DA MUTTZ,Da Muttz,14d66d4f-f649-42e4-8b9e-9e6f8b833a27,9208.0,40918.0,electronic|wassup|comedy|Hip-Hop,https://www.last.fm/music/Da+Muttz
DA UZI,DA Uzi,29c7887e-8d12-48a9-8cbb-19ae64f9857b,39852.0,1895959.0,french rap|france|trap|french trap,https://www.last.fm/music/DA+Uzi
DABABY,DaBaby,87ae83df-6173-40cc-a0f2-bad543faa6aa,1533221.0,56205551.0,rap|Hip-Hop|trap|hip hop|american,https://www.last.fm/music/DaBaby
DABS,Dabs,ef0e6216-19bc-4a81-b3e8-524c476cd7f2,21938.0,188384.0,Drum and bass|neurofunk|techstep|electronic|italian,https://www.last.fm/music/Dabs
DADDY DJ,Daddy DJ,8a44a6c6-a5ef-4e36-8ce0-3fd1d762e563,113347.0,716868.0,dance|electronic|french|pop|techno,https://www.last.fm/music/Daddy+DJ
DADDY YANKEE,Daddy Yankee,2f522f5c-111c-4ce8-8bd0-d82e97c227ad,2272724.0,52753160.0,Reggaeton|latin|Hip-Hop|spanish|rap,https://www.last.fm/music/Daddy+Yankee
DADI,Dadi,035d24dc-a4e4-4963-9efa-5c394355a25b,18588.0,288486.0,rap|All|underground,https://www.last.fm/music/Dadi
DADJU,Dadju,ecca82a9-0b5f-4b01-86aa-6b9fe62b09fe,168105.0,4805455.0,french|Hip-Hop|rnb|france|congo,https://www.last.fm/music/Dadju
DAECOLM,Daecolm,8efcdb3c-24a6-4d62-bee1-dfd3ed3511c7,13366.0,58132.0,zimbabwe|electronic,https://www.last.fm/music/Daecolm
DAFT PUNK,Daft Punk,056e4f3e-d505-4dad-8ec1-d04f521cbb56,6342361.0,410451978.0,electronic|House|dance|techno|electronica,https://www.last.fm/music/Daft+Punk
DALIDA,Dalida,1598ccda-b164-4bff-9821-f9ff5a8587a8,471170.0,6648439.0,french|female vocalists|pop|chanson francaise|arabic,https://www.last.fm/music/Dalida
DALÍ,Dalí,635135db-cc18-4995-a5f6-001affac91c1,25177.0,1423582.0,french,https://www.last.fm/music/Dal%C3%AD
DAMIANO DAVID,Damiano David,852c198a-75ee-4e2b-9aba-4453c52260b2,407884.0,8773673.0,pop|singer-songwriter|italian|Italy|pop rock,https://www.last.fm/music/Damiano+David
DAMIEN SAEZ,Damien Saez,,13998.0,675103.0,french|singer-songwriter|chanson francaise|rock|france,https://www.last.fm/music/Damien+Saez
DAMSO,Damso,71ff695e-896a-4043-aea4-93eadde08d09,168250.0,22357482.0,rap|Hip-Hop|Belgium|Rap FR|congo,https://www.last.fm/music/Damso
DAMSO	QUOTIDIEN DE BAISÉ,,,,,,
DAN AR BRAZ,Dan Ar Braz,e8cf2e66-2952-4006-a1ce-538a28062c70,40051.0,311616.0,celtic|folk|breton|french|bretagne,https://www.last.fm/music/Dan+Ar+Braz
DAN AR BRAZ (et l?h,,,,,,
DAN BLACK,Dan Black,4658babc-774d-4d15-840b-fc7d496d93ba,267175.0,3352179.0,electronic|electropop|indie|pop|alternative,https://www.last.fm/music/Dan+Black
DAN CAPLEN,Dan Caplen,d0ec57ec-69d9-4579-bdf5-d5d1d44a254a,51752.0,257165.0,rnb,https://www.last.fm/music/Dan+Caplen
DANAKIL,Danakil,9d66f2f6-380b-450c-8ab8-931e75bf1976,47233.0,854884.0,reggae|roots reggae|french reggae|roots|french,https://www.last.fm/music/Danakil
DANELLE SANDOVAL,Danelle Sandoval,6cb5da5b-68f4-4f6a-b5cb-27de3194363b,5890.0,22827.0,pop|USA|american,https://www.last.fm/music/Danelle+Sandoval
DANIEL BALAVOINE,Daniel Balavoine,2caf1462-9be7-4603-8090-3c511e846fa5,144743.0,2521074.0,chanson francaise|french|pop|80s|france,https://www.last.fm/music/Daniel+Balavoine
DANIEL GUICHARD,Daniel Guichard,89464436-3a17-4039-8279-d1d21e979e73,34360.0,211924.0,chanson francaise|male vocalists|Chanson Française|french|yol,https://www.last.fm/music/Daniel+Guichard
DANIEL LEVI,Daniel Levi,63b32e43-1991-4d9e-9f04-5283c7d056cd,17982.0,131599.0,pop|french|estonia|french pop|chanson,https://www.last.fm/music/Daniel+Levi
DANIEL POWTER,Daniel Powter,32cfbaf8-87aa-466b-9c1a-331ad9075ea2,1277332.0,11493303.0,pop|singer-songwriter|alternative|Canadian|rock,https://www.last.fm/music/Daniel+Powter
DANIELA MERCURY,Daniela Mercury,2cf241c0-0d6e-472c-be49-d7691a7aec61,196559.0,3668497.0,Axe|mpb|female vocalists|brazilian|brasil,https://www.last.fm/music/Daniela+Mercury
DANTE THOMAS,Dante Thomas,7d48da7e-5eee-45df-8e89-dfaee2af82c4,77320.0,426639.0,pop|rnb|dance|singer-songwriter|american,https://www.last.fm/music/Dante+Thomas
DANY BRILLANT,Dany Brillant,f54452c0-5af9-47a2-ac07-ac46ce45cbe2,41645.0,381318.0,french|jazz|chanson francaise|france|francais,https://www.last.fm/music/Dany+Brillant
DANZEL,Danzel,bd6578d1-ee4f-48ba-84d3-70f4f94db11a,264637.0,1506819.0,dance|electronic|House|trance|techno,https://www.last.fm/music/Danzel
DARELL,Darell,28e6d28f-e134-476f-bcad-26051c27c9ba,213125.0,2301956.0,latin|male vocalists|puerto rico,https://www.last.fm/music/Darell
DASHA,Dasha,4068caf6-2491-48b7-bdae-6dad7c3a85b7,565068.0,5777370.0,country|pop|rnb|indie rock|idm,https://www.last.fm/music/Dasha
DAU,DAU,,16466.0,342861.0,ambient|instrumental|UK,https://www.last.fm/music/DAU
DAVE,Dave,c7740223-c657-4b0a-a0a4-b8349169e760,1355558.0,79243117.0,french|rap|Grime|Hip-Hop|british,https://www.last.fm/music/Dave
DAVE BRUBECK,Dave Brubeck,de0222a6-e1c4-403d-8b01-3f66d505061b,889794.0,10746329.0,jazz|piano|cool jazz|jazz piano|instrumental,https://www.last.fm/music/Dave+Brubeck
DAVID BOWIE,David Bowie,5441c29d-3602-4898-b1a1-b77fa23b8e50,5621755.0,407159447.0,glam rock|rock|classic rock|80s|alternative,https://www.last.fm/music/David+Bowie
DAVID CHARVET,David Charvet,ece99e76-c2cc-4fe0-a6e9-c56360ccc39f,16629.0,144753.0,pop|french|Canadian|singer-songwriter|90s,https://www.last.fm/music/David+Charvet
DAVID CRAIG,David Craig,e5ecdbd2-3dc3-4680-b72f-78145da3966e,1549.0,8386.0,Acid|trance|Uplifting|electronic|90s,https://www.last.fm/music/David+Craig
DAVID GILMOUR,David Gilmour,1dce970e-34bc-48b2-ab51-48d87544a4c2,788832.0,19337884.0,Progressive rock|classic rock|rock|Pink Floyd|singer-songwriter,https://www.last.fm/music/David+Gilmour
DAVID GLIMOUR,David Gilmour,1dce970e-34bc-48b2-ab51-48d87544a4c2,788832.0,19337884.0,Progressive rock|classic rock|rock|Pink Floyd|singer-songwriter,https://www.last.fm/music/David+Gilmour
DAVID GRAY,David Gray,3e8bd859-7d82-49e0-b267-84fc46e2bf68,1462883.0,26220436.0,singer-songwriter|acoustic|indie|alternative|rock,https://www.last.fm/music/David+Gray
DAVID GUETTA,David Guetta,302bd7b9-d012-4360-897a-93b00c855680,5266693.0,190659306.0,House|dance|electronic|club|techno,https://www.last.fm/music/David+Guetta
DAVID HALLYDAY,David Hallyday,f55ae83a-3412-4aa6-8ced-8633ab40665c,21275.0,185753.0,french|rock|chanson francaise|rock francais|melodic rock,https://www.last.fm/music/David+Hallyday
DAVID KUSHNER,David Kushner,39b67b8b-d237-4df9-b1a6-7cf4cf749b36,999905.0,23635661.0,indie|folk|pop|singer-songwriter|alternative,https://www.last.fm/music/David+Kushner
DAVIDO,Davido,a9ae7d4b-10f0-4da8-8b8c-21722a074a54,295107.0,6118464.0,afrobeats|afrobeat|nigeria|africa|afropop,https://www.last.fm/music/Davido
DAVINA,Davina,5505e526-e549-46d3-8a2c-1ba8e05b4007,27845.0,164180.0,rnb|soul|r and b|Hip-Hop|r&b,https://www.last.fm/music/Davina
DAYA,Daya,06240dc0-6718-44b8-9d60-85fc64fef845,863695.0,10078081.0,pop|indie|female vocalists|indie pop|my top songs,https://www.last.fm/music/Daya
DC,Dc,,157821.0,1560604.0,AC/DC|ACDC|rap|Grime|UK,https://www.last.fm/music/Dc
DE LA GHETTO,De La Ghetto,7fb4a3df-377c-41c0-91ee-f286ecca1e0f,305150.0,3546490.0,Reggaeton|latin|hip hop|Reggaeton  top-50|De La Ghetto,https://www.last.fm/music/De+La+Ghetto
DE PALMAS,Gérald de Palmas,,29808.0,386226.0,french|rock|pop|chanson francaise|singer-songwriter,https://www.last.fm/music/G%C3%A9rald+de+Palmas
DEAN LEWIS,Dean Lewis,21e9df94-3c2c-4c15-b069-fefa58bcd650,965548.0,26025148.0,indie|pop|australian|singer-songwriter|indie pop,https://www.last.fm/music/Dean+Lewis
DEEN BURBIGO,Deen Burbigo,9a9f6faf-22cf-432a-9453-6dc5b72d982a,33903.0,1546129.0,french|Hip-Hop|french hip-hop|1995|french rap,https://www.last.fm/music/Deen+Burbigo
DEEP FOREST,Deep Forest,67468e38-0c90-4318-b2d2-0c18b7b1e144,493316.0,8735290.0,new age|ambient|electronic|world|chillout,https://www.last.fm/music/Deep+Forest
DEEP PURPLE,Deep Purple,79491354-3d83-40e3-9d8e-7592d58d790a,3043920.0,82365099.0,hard rock|classic rock|rock|Progressive rock|heavy metal,https://www.last.fm/music/Deep+Purple
DELUXE,Deluxe,05844b7c-f966-447f-be26-984e2e842399,258397.0,4295468.0,indie|spanish indie pop|indie pop|spanish|pop,https://www.last.fm/music/Deluxe
DEMI LOVATO,Demi Lovato,faf4cefb-036c-4c88-b93a-5b03dd0a0e6b,3442730.0,204007922.0,pop|pop rock|female vocalists|Disney|guilty pleasure,https://www.last.fm/music/Demi+Lovato
DEMON,Demon,6fe68e16-dcce-498e-99ea-c35a496b3ac9,146619.0,1553169.0,heavy metal|NWOBHM|hard rock|metal|british,https://www.last.fm/music/Demon
DENDEN,Denden,,17370.0,239332.0,france,https://www.last.fm/music/Denden
DENI HINES,Deni Hines,b5172e86-f189-4146-a2e6-42843515dcd8,14648.0,108164.0,soul|Neo-Soul|r&b|electronic|rnb,https://www.last.fm/music/Deni+Hines
DENNIS LLOYD,Dennis Lloyd,026c1c22-8d1c-473c-a33f-a27fd02d6975,601002.0,7710928.0,indie pop|indie|reggae|pop|israeli,https://www.last.fm/music/Dennis+Lloyd
DEORRO,Deorro,724ffc08-6987-40b0-b107-03bb95a82b80,944226.0,10354538.0,House|dance|Progressive House|electronic|club,https://www.last.fm/music/Deorro
DEPECHE MODE,Depeche Mode,8538e728-ca0b-4321-b7e5-cff6565dd4c0,4473284.0,297867890.0,electronic|new wave|synthpop|synth pop|80s,https://www.last.fm/music/Depeche+Mode
DERMOT KENNEDY,Dermot Kennedy,aa9ea04c-6d55-4244-9139-22c75bd19f97,629085.0,15795959.0,singer-songwriter|pop|folk|irish|folk-pop,https://www.last.fm/music/Dermot+Kennedy
DERTAY,Dertay,63138905-04f3-4fbb-9438-f2a2f6f7e2ec,10204.0,96610.0,,https://www.last.fm/music/Dertay
DES?REE,Des?Ree,,3.0,3.0,,https://www.last.fm/music/Des%3FRee
DESIIGNER,Desiigner,05b75ee5-98cd-430e-b1ec-ec0f61fdabda,892915.0,9377158.0,Hip-Hop|rap|trap|hip hop|american,https://www.last.fm/music/Desiigner
DESTINY'S CHILD,Destiny's Child,,3412583.0,59689741.0,rnb|pop|female vocalists|soul|Hip-Hop,https://www.last.fm/music/Destiny%27s+Child
DESTINY?S CHILD,Destiny's Child,,3412583.0,59689741.0,rnb|pop|female vocalists|soul|Hip-Hop,https://www.last.fm/music/Destiny%27s+Child
DEZIL,Dezil',1b8d2443-7d85-4131-8b52-6a016516972c,5016.0,30094.0,seychelles|french|reggae|pop|francais,https://www.last.fm/music/Dezil%27
DIADEMS,Diadems,13dd5619-a015-423c-88b7-f20ce3605e72,743.0,4484.0,french|rock|indie|alternative|francais,https://www.last.fm/music/Diadems
DIAM'S,Diam's,,113031.0,1495712.0,rap|Hip-Hop|french|worst of 2010|omg its a wig,https://www.last.fm/music/Diam%27s
DIANA KING,Diana King,72447757-809b-4de5-8e25-f4a9adc24cf3,210379.0,1169189.0,reggae|rnb|female vocalists|soul|jamaican,https://www.last.fm/music/Diana+King
DIANA KRALL,Diana Krall,67d2cb7a-9ddb-4a7f-82bf-5a2d1a038e98,1349960.0,27315382.0,jazz|female vocalists|vocal jazz|piano|blues,https://www.last.fm/music/Diana+Krall
DIANE TELL,Diane Tell,412035e4-a609-4c23-9d88-464eef9757f3,35165.0,207513.0,quebecois|female vocalists|pop|singer-songwriter|chanson francophone,https://www.last.fm/music/Diane+Tell
DICK RIVERS,Dick Rivers,a539873a-bacd-4eea-a131-59a49679469c,10396.0,67509.0,rock|french 60s|rockabilly|country|pop,https://www.last.fm/music/Dick+Rivers
DIDIER BARBELIVIEN,Didier Barbelivien,a69a0536-5df7-4815-905c-5457e889e9b2,12450.0,99051.0,chanson francaise|french|pop|chanson|francais,https://www.last.fm/music/Didier+Barbelivien
DIDIER BARVELIVIEN,Didier Barvelivien,,1.0,3.0,,https://www.last.fm/music/Didier+Barvelivien
DIDO,Dido,d1353a0c-26fb-4318-a116-defde9c7c9ad,2933233.0,60610902.0,pop|female vocalists|chillout|singer-songwriter|alternative,https://www.last.fm/music/Dido
DIEGO MARADONA,Diego Maradona,,266.0,1529.0,spanish|argentina|Mano de Dios,https://www.last.fm/music/Diego+Maradona
DIEUDONNE,Dieudonné,37a82661-4315-421a-8ca4-61e3705670f2,1333.0,14034.0,humour|nouvelle scene francaise|antisionisme|un genie ce mec|nsbm,https://www.last.fm/music/Dieudonn%C3%A9
DIGITAL FARM ANIMALS,Digital Farm Animals,e60fd99e-e615-4fee-b6f7-08fee9a911f7,164988.0,1165071.0,dubstep|dub|electro|british|electronic,https://www.last.fm/music/Digital+Farm+Animals
DIMITRI VEGAS,Dimitri Vegas,087dbc4b-eebb-44d3-b22f-1328e44c0abd,276962.0,1940078.0,House|electronic|C|spotify|belgian,https://www.last.fm/music/Dimitri+Vegas
DINAZ,Dinaz,c57ccd6f-f278-42e1-8c22-6eeea1d7da9d,12.0,74.0,,https://www.last.fm/music/Dinaz
DINOR RDT,DINOR RDT,,10301.0,115588.0,,https://www.last.fm/music/DINOR+RDT
DINOS,Dinos,ee782f62-1bdb-4a0b-8fc4-3bf2a8c1f979,88283.0,8417312.0,rap|Hip-Hop|doo wop|french rap|trap,https://www.last.fm/music/Dinos
DINOS PUNCHLINOVIC,Dinos Punchlinovic,,3679.0,46994.0,rap|french|Hip-Hop|french hip-hop|french rap,https://www.last.fm/music/Dinos+Punchlinovic
DIONYSOS,Dionysos,7d248ccb-588a-414e-ab3e-be6dd8b71f81,139106.0,3046732.0,rock|french|rock francais|indie|French rock,https://www.last.fm/music/Dionysos
DIPLO,Diplo,a56bd8f9-8ef8-4d63-89a4-794ed1360dd2,2117130.0,36877114.0,electronic|Hip-Hop|trip-hop|ninja tune|electronica,https://www.last.fm/music/Diplo
DIRE STRAITS,Dire Straits,614e3804-7d34-41ba-857f-811bad7c2b7a,3550461.0,117080748.0,classic rock|rock|80s|blues|guitar,https://www.last.fm/music/Dire+Straits
DISCONNECTION,Disconnection,6d655071-6b09-4921-bfa5-99ad08f92b3a,3066.0,9816.0,Disco|under 2000 listeners,https://www.last.fm/music/Disconnection
DISIZ,Disiz,daba3096-88f2-4322-9b00-10938b0220b8,121811.0,5868545.0,french|rap|Hip-Hop|french rap|rap francais,https://www.last.fm/music/Disiz
DISIZ LA PESTE,Disiz la Peste,,51161.0,925289.0,rap|Hip-Hop|rap francais|french hip-hop|french rap,https://www.last.fm/music/Disiz+la+Peste
DISNEY,Disney,,484606.0,13037479.0,Soundtrack|Disney|musical|Soundtracks|pop,https://www.last.fm/music/Disney
DIVA FAUNE,Diva Faune,a1999d39-7ed7-408b-be06-7c736a813fdb,25259.0,197245.0,french|electronic|artistes,https://www.last.fm/music/Diva+Faune
DIVERS,Divers,046ce260-b13b-4979-87a3-f671430e5315,35032.0,553901.0,All|alternative|punk|alternative rock|psychedelic,https://www.last.fm/music/Divers
DIZZEE RASCAL,Dizzee Rascal,1a99cc88-aea3-4fe3-96b9-20791667f65f,1325307.0,26258199.0,Grime|Hip-Hop|rap|british|hip hop,https://www.last.fm/music/Dizzee+Rascal
DJ ABDEL,DJ Abdel,7b4ac3d6-19df-4663-8d22-18189394acff,25859.0,236670.0,french|hip hop|funk|Hip-Hop|funky house,https://www.last.fm/music/DJ+Abdel
DJ BABS,Dj BaBs,,18494.0,127594.0,french|rap|french rap|france,https://www.last.fm/music/Dj+BaBs
DJ BOBO,DJ Bobo,,386464.0,3961384.0,eurodance|dance|90s|pop|swiss,https://www.last.fm/music/DJ+Bobo
DJ COSMO,DJ Cosmo,f919dd36-8d77-4930-99a5-d69856aaf74b,5451.0,24237.0,electronic|vocal trance|House|electronica|melodic trance,https://www.last.fm/music/DJ+Cosmo
DJ ERISE,DJ Erise,,10017.0,68431.0,french|france,https://www.last.fm/music/DJ+Erise
DJ FRED AND ARNOLD T.,DJ Fred & Arnold T,bf3d936d-9c00-41e1-bbfa-27a6d1d40f9a,1562.0,7358.0,trance|dance|techno|france|under 2000 listeners,https://www.last.fm/music/DJ+Fred+&+Arnold+T
DJ HAMIDA,DJ Hamida,ac9193f6-c79e-4a78-af00-7416f522104b,35463.0,495866.0,Hip-Hop|france|paris|rai|moroccon,https://www.last.fm/music/DJ+Hamida
DJ KAWEST,Dj Kawest,,33676.0,371919.0,french|rap,https://www.last.fm/music/Dj+Kawest
DJ KAYZ,DJ Kayz,294561e1-8e78-4f9f-ad6a-9e451c9b7d8d,37635.0,418091.0,dj|All|france|french|kabyle,https://www.last.fm/music/DJ+Kayz
DJ KHALED,DJ Khaled,081a2d60-9791-4e05-a075-f1890355eeee,2898824.0,62305293.0,Hip-Hop|rap|hip hop|miami|djs,https://www.last.fm/music/DJ+Khaled
DJ LAST ONE,Dj Last One,,95.0,217.0,,https://www.last.fm/music/Dj+Last+One
DJ LESKA,DJ Leska,7d7e9a9e-6c79-4afe-bee3-a7c8f2076dda,26745.0,208917.0,french,https://www.last.fm/music/DJ+Leska
DJ MAM’S,Dj Mam’s,,31.0,106.0,,https://www.last.fm/music/Dj+Mam%E2%80%99s
DJ MIKE ONE,DJ Mike One,a8af6445-c9f8-4cf6-bcfd-f495c363479a,4671.0,29710.0,comedy|france|Rapper,https://www.last.fm/music/DJ+Mike+One
DJ SAD,Sad,8486f493-144d-4567-98c1-fbbf50334f1a,22734.0,269592.0,black metal|depressive black metal|raw black metal|Suicidal Black Metal|atmospheric black metal,https://www.last.fm/music/Sad
DJ SAMMY,DJ Sammy,c43e35b8-8234-408b-9a25-07f2fcbeb317,617690.0,4992579.0,dance|trance|electronic|techno|electronica,https://www.last.fm/music/DJ+Sammy
DJ SEBB,Dj Sebb,d0eb4758-8256-4f14-972f-a6f4663f0232,5644.0,35245.0,,https://www.last.fm/music/Dj+Sebb
DJ SNAKE,DJ Snake,aa114151-4a17-42b0-8e20-37b434627479,2652951.0,50079488.0,trap|electronic|dance|EDM|french,https://www.last.fm/music/DJ+Snake
DJ XAM FEATURING,,,,,,
DJADJA,Djadja,9aeae65c-c81b-4a9c-8a66-84e70ea567c8,768.0,5101.0,,https://www.last.fm/music/Djadja
DJAMATIK,Djamatik,142e1254-f37b-47de-8dda-2e578089a728,316.0,3657.0,,https://www.last.fm/music/Djamatik
DJANE HOUSEKAT,Djane HouseKat,,66014.0,394865.0,dance|chillout|german|electronic|techno,https://www.last.fm/music/Djane+HouseKat
DJANGO,Django,129c86f7-8511-4695-b36f-231d77d0e4f0,63274.0,1745033.0,french rap|Hip-Hop|hip hop|france|All,https://www.last.fm/music/Django
DJENA DELLA,Djena Della,9914544b-21b5-4d84-b0ee-fc4d87b92e82,2784.0,21409.0,french pop|french rnb,https://www.last.fm/music/Djena+Della
DJUNA FAMILY,Djuna Family,ff0a58e0-55ee-4440-8ece-8e7e62bd5d20,1.0,3.0,,https://www.last.fm/music/Djuna+Family
DMNDS,DMNDS,65ca1766-704d-4f20-a875-f30ec78d28e2,84436.0,800373.0,electronic|electronica|Italy|france,https://www.last.fm/music/DMNDS
DNCE,DNCE,b02dc689-7859-461d-b70e-9fe1f64fddce,1606668.0,20369138.0,pop|pop rock|dance|funk|american,https://www.last.fm/music/DNCE
DOC GYNECO,Doc Gynéco,c01fbe95-f464-44d0-ada2-6ee6108699bc,32144.0,463052.0,Hip-Hop|rap|french rap|rnb|G-funk,https://www.last.fm/music/Doc+Gyn%C3%A9co
DOJA CAT,Doja Cat,5df62a88-cac9-490a-b62c-c7c88f4020f4,3660405.0,473529780.0,pop|rnb|rap|Hip-Hop|hip hop,https://www.last.fm/music/Doja+Cat
DOKS,DoKs,,5323.0,37170.0,,https://www.last.fm/music/DoKs
DOLLY,Dolly,dbfb1d93-162b-4320-90f6-bab84b5e0e7a,55819.0,887249.0,rock|french|visual kei|female vocalists|japanese,https://www.last.fm/music/Dolly
DOMINGO RAIMONDI MEGUENES MAAZEL,,,,,,
DOMINO,Domino,8493752d-1f25-4f56-aa97-3927bc4b9c0f,128452.0,1317204.0,eurobeat|rap|Hip-Hop|hip hop|G-funk,https://www.last.fm/music/Domino
DON CHOA,Don Choa,bc383677-5e2b-49e0-bc7d-5d8e093a95c4,18429.0,189205.0,rap|Hip-Hop|rap francais|french|french hip-hop,https://www.last.fm/music/Don+Choa
DON TOLIVER,Don Toliver,a0723a3c-4135-438e-85c5-012712144ede,2567034.0,283233196.0,rap|trap|Hip-Hop|rnb|texas,https://www.last.fm/music/Don+Toliver
DONNA LEWIS,Donna Lewis,ba7c4a1c-aa4e-488a-92dc-be92cb6bca6b,397571.0,2995963.0,pop|female vocalists|90s|welsh|singer-songwriter,https://www.last.fm/music/Donna+Lewis
DONNA SUMMER,Donna Summer,b60527cc-54f3-4bbe-a01b-dcf34c95ae14,1639449.0,24717181.0,Disco|pop|70s|dance|female vocalists,https://www.last.fm/music/Donna+Summer
