annee_sortie,mois_sortie,log_jours_obtention,n_artistes,is_collab,artist_total_certs,artist_max_cert_level,artist_collab_rate,label_freq,cert_level,cat_Singles,cat_Albums,cat_Videos,cat_Compilation
2007,2,4.343805421853684,1,0,17,2,0.0,0.0311604138102954,0,0,0,1,0
2003,11,7.147559271189454,1,0,4,2,0.0,0.0004985666209647265,0,0,0,1,0
2006,9,5.3471075307174685,1,0,1,0,0.0,0.0311604138102954,0,0,0,1,0
2006,11,5.081404364984463,1,0,2,0,0.0,0.0028667580705471767,0,0,0,1,0
2004,12,6.762729506931879,1,0,5,4,0.0,0.0311604138102954,3,0,0,1,0
2006,10,5.204006687076795,1,0,1,3,0.0,0.0001246416552411816,3,0,0,1,0
2003,3,7.323830566202317,1,0,11,5,0.0,0.000997133241929453,3,0,0,1,0
2006,11,5.123963979403259,1,0,22,3,0.0,0.0001246416552411816,3,0,0,1,0
2006,9,5.37989735354046,1,0,15,4,0.0,0.0008724915866882712,4,0,0,1,0
2003,11,7.1308988302963465,1,0,10,4,0.0,0.0311604138102954,4,0,0,1,0
2006,12,4.804021044733257,1,0,347,5,0.0,0.0311604138102954,0,0,1,0,0
2007,1,4.653960350157523,1,0,347,5,0.0,0.0311604138102954,2,0,1,0,0
2007,3,3.8918202981106265,1,0,1,0,0.0,0.0311604138102954,0,0,1,0,0
2006,9,5.3471075307174685,1,0,1,0,0.0,0.0004985666209647265,0,0,1,0,0
2007,1,4.584967478670572,1,0,1,0,0.0,0.008724915866882713,0,0,1,0,0
2002,3,7.5256399750415355,1,0,2,1,0.0,0.0311604138102954,0,0,1,0,0
2007,2,4.430816798843313,1,0,31,3,0.0,0.0311604138102954,0,0,1,0,0
2007,2,4.248495242049359,1,0,21,6,0.047619047619047616,0.0001246416552411816,0,0,1,0,0
2006,9,5.332718793265369,1,0,6,2,0.0,0.0011217748971706345,0,0,1,0,0
2006,12,4.867534450455582,1,0,347,5,0.0,0.01632805683659479,0,0,1,0,0
2007,2,4.04305126783455,1,0,2,2,0.0,0.0014956998628941791,0,1,0,0,0
2006,2,6.0330862217988015,1,0,1,0,0.0,0.0011217748971706345,0,0,1,0,0
2006,9,5.332718793265369,1,0,32,3,0.0,0.01632805683659479,0,0,1,0,0
2005,10,6.333279628139691,1,0,3,0,0.0,0.0011217748971706345,0,0,1,0,0
2005,10,6.222576268071369,1,0,1,0,0.0,0.014084507042253521,0,0,1,0,0
2006,7,5.298317366548036,1,0,1,2,0.0,0.004861024554406083,2,1,0,0,0
2006,11,4.394449154672439,1,0,4,0,0.0,0.0002492833104823632,0,0,0,1,0
2005,5,6.46302945692067,1,0,347,5,0.0,0.004861024554406083,0,0,1,0,0
2006,3,5.645446897643238,1,0,1,0,0.0,0.0001246416552411816,0,0,1,0,0
2006,10,4.23410650459726,1,0,11,5,0.0,0.0013710582076529975,2,0,1,0,0
2006,3,5.648974238161206,1,0,6,5,0.0,0.0311604138102954,4,0,1,0,0
2005,10,6.054439346269371,1,0,5,2,0.2,0.0001246416552411816,0,0,1,0,0
2002,12,7.2868764117507,1,0,5,2,0.0,0.008724915866882713,0,0,0,1,0
2006,1,5.817111159963204,1,0,3,3,0.0,0.0028667580705471767,0,0,0,1,0
2006,7,5.056245805348308,1,0,8,5,0.0,0.0001246416552411816,5,0,0,1,0
2006,11,2.3978952727983707,1,0,3,0,0.0,0.00461174124392372,0,0,1,0,0
2006,6,5.093750200806762,1,0,3,0,0.0,0.0311604138102954,0,0,1,0,0
2006,2,5.560681631015528,1,0,3,0,0.0,0.0004985666209647265,0,0,1,0,0
2002,4,7.349230824613334,1,0,2,0,0.0,0.0002492833104823632,0,0,1,0,0
2005,11,5.365976015021851,1,0,5,1,0.0,0.0007478499314470896,0,0,1,0,0
2005,7,5.831882477283517,1,0,1,0,0.0,0.02492833104823632,0,0,1,0,0
2004,11,6.354370040797351,1,0,7,5,0.0,0.0001246416552411816,0,0,1,0,0
2006,4,3.4657359027997265,1,0,59,7,0.0,0.006481366072541443,2,0,1,0,0
2005,11,4.919980925828125,1,0,13,2,0.0,0.009846690764053347,0,0,1,0,0
2006,2,1.9459101490553132,1,0,17,5,0.058823529411764705,0.0007478499314470896,0,1,0,0,0
2005,5,5.62040086571715,1,0,10,4,0.0,0.029664713947401222,2,0,1,0,0
2006,2,0.6931471805599453,1,0,5,3,0.0,0.029664713947401222,0,0,1,0,0
2005,10,4.290459441148391,1,0,9,3,0.1111111111111111,0.035398230088495575,0,0,1,0,0
2005,10,3.871201010907891,1,0,16,5,0.0625,0.0311604138102954,0,0,1,0,0
2005,10,4.07753744390572,1,0,23,5,0.0,0.035398230088495575,0,0,1,0,0
2005,10,4.07753744390572,1,0,69,5,0.0,0.01009597407453571,0,0,1,0,0
2005,9,4.382026634673881,1,0,11,2,0.09090909090909091,0.01009597407453571,0,0,1,0,0
2005,9,4.574710978503383,1,0,1,0,0.0,0.0311604138102954,0,0,1,0,0
2005,10,3.8066624897703196,1,0,9,1,0.0,0.01009597407453571,0,0,1,0,0
2005,11,2.995732273553991,1,0,7,2,0.0,0.0311604138102954,0,0,1,0,0
2005,10,4.127134385045092,1,0,15,4,0.0,0.0311604138102954,1,0,1,0,0
2005,12,2.5649493574615367,1,0,17,5,0.17647058823529413,0.035398230088495575,0,0,1,0,0
2005,5,5.327876168789581,1,0,2,1,0.0,0.01009597407453571,1,0,1,0,0
2005,10,4.189654742026425,1,0,3,1,0.0,0.01009597407453571,1,0,1,0,0
2005,6,5.2574953720277815,1,0,12,3,0.16666666666666666,0.035398230088495575,1,0,1,0,0
2004,11,5.978885764901122,1,0,4,1,0.0,0.0311604138102954,1,0,1,0,0
2005,11,3.4339872044851463,1,0,19,5,0.0,0.035398230088495575,0,0,1,0,0
2005,6,5.187385805840755,1,0,15,5,0.0,0.01009597407453571,2,0,1,0,0
2005,11,3.332204510175204,1,0,347,5,0.0,0.0311604138102954,2,0,0,1,0
2005,11,2.3978952727983707,1,0,9,2,0.0,0.01009597407453571,2,0,0,1,0
2004,11,5.908082938168931,1,0,8,3,0.125,0.0023681914495824507,2,0,0,1,0
2005,7,4.969813299576001,1,0,5,0,0.0,0.035398230088495575,0,1,0,0,0
2004,11,5.945420608606575,1,0,10,5,0.1,0.035398230088495575,0,1,0,0,0
2005,9,4.394449154672439,1,0,10,5,0.1,0.035398230088495575,0,1,0,0,0
2005,11,2.3978952727983707,1,0,6,5,0.0,0.01009597407453571,2,0,0,1,0
2005,4,5.429345628954441,2,1,10,5,0.1,0.035398230088495575,0,1,0,0,0
2005,11,3.2188758248682006,1,0,1,0,0.0,0.035398230088495575,0,1,0,0,0
2005,10,3.828641396489095,1,0,10,5,0.1,0.035398230088495575,2,0,0,1,0
2005,2,5.6937321388027,1,0,6,2,0.0,0.0023681914495824507,2,0,0,1,0
2005,10,4.0943445622221,1,0,1,2,0.0,0.01009597407453571,2,0,0,1,0
2005,7,4.867534450455582,1,0,1,0,0.0,0.035398230088495575,0,1,0,0,0
2003,4,6.815639990074331,1,0,6,2,0.0,0.01009597407453571,0,0,0,1,0
2005,2,5.459585514144159,1,0,3,0,0.0,0.0311604138102954,0,0,0,1,0
2002,12,6.946975992135418,1,0,15,5,0.06666666666666667,0.0311604138102954,2,0,0,1,0
2005,3,5.3981627015177525,1,0,13,2,0.0,0.0311604138102954,2,0,0,1,0
2005,6,4.867534450455582,1,0,4,2,0.0,0.0004985666209647265,0,1,0,0,0
2005,2,5.459585514144159,1,0,8,5,0.0,0.0001246416552411816,0,1,0,0,0
2005,3,5.3471075307174685,1,0,1,2,0.0,0.0311604138102954,2,0,0,1,0
2004,12,5.762051382780177,1,0,1,3,0.0,0.0023681914495824507,3,0,0,1,0
2005,3,5.3981627015177525,1,0,9,3,0.0,0.01009597407453571,3,0,0,1,0
2002,5,7.1252830915107115,1,0,15,4,0.0,0.0311604138102954,4,0,0,1,0
2005,9,3.044522437723423,1,0,8,3,0.0,0.0311604138102954,0,0,1,0,0
2005,6,4.7535901911063645,1,0,347,5,0.0,0.0311604138102954,0,0,1,0,0
1996,9,8.109224953089955,1,0,15,4,0.0,0.0311604138102954,0,0,1,0,0
2005,5,4.969813299576001,1,0,1,0,0.0,0.0311604138102954,0,0,1,0,0
2000,10,7.51479976048867,1,0,6,2,0.0,0.0311604138102954,0,0,1,0,0
2000,12,7.485491608030754,1,0,5,2,0.0,0.0311604138102954,0,0,1,0,0
2005,9,3.8918202981106265,1,0,13,3,0.0,0.0311604138102954,0,0,1,0,0
2004,10,5.877735781779639,1,0,3,0,0.0,0.0311604138102954,0,0,1,0,0
2005,7,4.6913478822291435,1,0,5,2,0.2,0.0004985666209647265,2,1,0,0,0
2005,5,5.062595033026967,1,0,1,2,0.0,0.0004985666209647265,2,1,0,0,0
2005,2,5.517452896464707,1,0,4,3,0.0,0.0311604138102954,1,0,1,0,0
2005,6,4.941642422609304,1,0,1,1,0.0,0.0311604138102954,1,0,1,0,0
1997,10,7.98514393119862,1,0,32,3,0.0,0.0311604138102954,1,0,1,0,0
2003,9,6.633318433280377,1,0,10,4,0.0,0.0311604138102954,1,0,1,0,0
2005,9,3.044522437723423,1,0,12,2,0.0,0.0311604138102954,1,0,1,0,0
1999,10,7.693937325509272,1,0,1,1,0.0,0.0311604138102954,1,0,1,0,0
2005,9,3.8918202981106265,1,0,15,5,0.06666666666666667,0.014084507042253521,2,0,1,0,0
2001,5,7.3864708488298945,1,0,16,5,0.0625,0.0311604138102954,2,0,1,0,0
2005,5,4.795790545596741,1,0,1,0,0.0,0.009846690764053347,0,1,0,0,0
2004,12,5.69035945432406,1,0,1,0,0.0,0.009846690764053347,0,1,0,0,0
2005,2,5.356586274672012,1,0,1,0,0.0,0.009846690764053347,0,1,0,0,0
2004,9,5.902633333401366,1,0,3,5,0.0,0.009846690764053347,0,1,0,0,0
2004,11,5.717027701406222,1,0,1,0,0.0,0.009846690764053347,0,1,0,0,0
2005,2,5.389071729816501,1,0,2,0,0.0,0.009846690764053347,0,0,1,0,0
2005,5,4.852030263919617,1,0,2,2,0.0,0.009846690764053347,0,0,1,0,0
2004,11,5.717027701406222,1,0,1,0,0.0,0.009846690764053347,0,0,1,0,0
2003,9,6.612041034833092,1,0,1,0,0.0,0.009846690764053347,0,0,1,0,0
2005,2,5.389071729816501,1,0,11,3,0.0,0.006107441106817898,0,0,1,0,0
2004,11,5.762051382780177,1,0,69,5,0.0,0.009846690764053347,0,0,1,0,0
2004,11,5.768320995793772,1,0,69,5,0.0,0.009846690764053347,0,0,1,0,0
2004,10,5.886104031450156,1,0,69,5,0.0,0.009846690764053347,0,0,1,0,0
2005,7,4.454347296253507,1,0,69,5,0.0,0.009846690764053347,0,0,1,0,0
2005,1,5.480638923341991,1,0,69,5,0.0,0.009846690764053347,0,0,1,0,0
2004,10,5.82600010738045,1,0,6,2,0.0,0.009846690764053347,0,0,1,0,0
2003,11,6.543911845564792,1,0,7,2,0.0,0.009846690764053347,0,0,1,0,0
2005,1,5.5093883366279774,1,0,3,2,0.0,0.006107441106817898,0,0,1,0,0
2004,4,6.280395838960195,1,0,6,2,0.0,0.009846690764053347,0,0,1,0,0
2004,8,6.045005314036012,1,0,3,5,0.0,0.006107441106817898,5,1,0,0,0
2004,5,6.184148890937483,1,0,3,5,0.0,0.006107441106817898,5,1,0,0,0
2003,9,6.602587892189336,1,0,1,1,0.0,0.006107441106817898,1,0,1,0,0
2004,9,5.921578419643816,1,0,2,1,0.0,0.006107441106817898,1,0,1,0,0
2004,7,6.1092475827643655,1,0,3,5,0.0,0.006107441106817898,1,0,1,0,0
2005,3,5.214935757608986,1,0,69,5,0.0,0.006107441106817898,1,0,1,0,0
2001,9,7.29776828253138,1,0,6,2,0.0,0.006107441106817898,1,0,1,0,0
2003,3,6.823286122355687,1,0,14,5,0.0,0.006107441106817898,2,0,1,0,0
2005,3,5.2574953720277815,1,0,20,5,0.0,0.035398230088495575,1,0,1,0,0
2005,4,5.056245805348308,1,0,20,5,0.0,0.035398230088495575,0,0,1,0,0
2004,6,6.07993319509559,1,0,2,2,0.0,0.035398230088495575,0,0,1,0,0
2005,3,4.61512051684126,1,0,1,0,0.0,0.0311604138102954,0,0,1,0,0
2005,6,2.995732273553991,1,0,3,1,0.0,0.0311604138102954,0,0,1,0,0
2005,3,4.430816798843313,1,0,8,3,0.0,0.0311604138102954,0,0,1,0,0
1999,3,7.731053144007127,1,0,13,5,0.0,0.0311604138102954,1,0,1,0,0
2004,12,5.2574953720277815,1,0,15,4,0.0,0.0311604138102954,1,0,1,0,0
2005,3,4.543294782270004,1,0,8,5,0.0,0.0001246416552411816,2,0,1,0,0
1999,2,7.750614732770409,1,0,1,0,0.0,0.029664713947401222,0,0,1,0,0
1999,2,7.749322464660356,1,0,1,0,0.0,0.029664713947401222,0,0,1,0,0
2005,1,4.969813299576001,1,0,8,5,0.25,0.01009597407453571,5,1,0,0,0
2004,9,5.556828061699537,1,0,2,2,0.0,0.01009597407453571,2,0,1,0,0
2004,5,5.953243334287785,1,0,6,2,0.0,0.01009597407453571,2,0,1,0,0
2003,11,6.35088571671474,1,0,11,5,0.09090909090909091,0.01009597407453571,3,0,1,0,0
2003,11,6.35088571671474,1,0,50,5,0.0,0.01009597407453571,2,0,0,1,0
2005,3,4.6443908991413725,1,0,27,4,0.0,0.01009597407453571,0,1,0,0,0
2005,3,4.330733340286331,1,0,6,2,0.0,0.01009597407453571,2,0,0,1,0
2005,2,4.8283137373023015,1,0,14,5,0.0,0.01009597407453571,0,1,0,0,0
2004,11,5.342334251964811,1,0,5,3,0.0,0.01009597407453571,3,0,0,1,0
2005,2,4.709530201312334,1,0,11,5,0.09090909090909091,0.01009597407453571,4,0,0,1,0
2005,1,5.075173815233827,1,0,347,5,0.0,0.01009597407453571,0,0,1,0,0
2005,3,4.330733340286331,1,0,347,5,0.0,0.01009597407453571,0,0,1,0,0
2005,2,4.8283137373023015,1,0,1,0,0.0,0.01009597407453571,0,0,1,0,0
2003,10,6.421622267806518,1,0,1,0,0.0,0.01009597407453571,0,0,1,0,0
2005,5,3.5263605246161616,1,0,1,0,0.0,0.01009597407453571,0,0,1,0,0
2005,2,4.709530201312334,1,0,14,5,0.0,0.01009597407453571,0,0,1,0,0
2004,9,5.579729825986222,1,0,4,1,0.0,0.01009597407453571,0,0,1,0,0
2004,11,5.407171771460119,1,0,4,0,0.0,0.01009597407453571,0,0,1,0,0
2005,1,5.075173815233827,1,0,3,2,0.0,0.01009597407453571,2,1,0,0,0
2005,2,4.709530201312334,1,0,1,5,0.0,0.01009597407453571,5,1,0,0,0
2003,7,6.54965074223381,1,0,10,5,0.0,0.01009597407453571,1,0,1,0,0
2003,10,6.386879319362645,1,0,4,1,0.0,0.01009597407453571,1,0,1,0,0
2004,10,5.1647859739235145,1,0,11,5,0.0,0.0311604138102954,1,0,1,0,0
2004,11,4.941642422609304,1,0,25,5,0.0,0.0311604138102954,1,0,1,0,0
2004,11,5.062595033026967,1,0,22,3,0.0,0.0311604138102954,2,0,1,0,0
2004,5,5.765191102784844,1,0,17,2,0.0,0.0311604138102954,0,0,1,0,0
2004,10,5.081404364984463,1,0,2,0,0.0,0.0311604138102954,0,0,1,0,0
2003,8,6.369900982828227,1,0,8,3,0.0,0.0311604138102954,2,0,1,0,0
2004,11,4.727387818712341,1,0,9,3,0.0,0.0012464165524118161,2,0,0,1,0
2003,8,6.364750756851911,1,0,4,2,0.0,0.0012464165524118161,2,0,0,1,0
2004,3,5.855071922202427,1,0,10,5,0.0,0.035398230088495575,5,0,1,0,0
2000,5,7.468513271496337,1,0,6,5,0.0,0.035398230088495575,2,0,1,0,0
2004,11,4.68213122712422,1,0,6,5,0.0,0.035398230088495575,2,0,1,0,0
2004,12,4.276666119016055,1,0,6,2,0.0,0.0001246416552411816,2,0,0,1,0
2005,1,3.6375861597263857,1,0,347,5,0.0,0.035398230088495575,0,0,1,0,0
2004,5,5.420534999272286,1,0,8,2,0.0,0.035398230088495575,0,0,0,1,0
2004,11,3.9512437185814275,2,1,16,5,0.8125,0.035398230088495575,0,0,0,1,0
2004,3,5.69035945432406,1,0,1,0,0.0,0.035398230088495575,0,0,0,1,0
2004,12,3.6375861597263857,1,0,2,0,0.0,0.035398230088495575,0,0,0,1,0
2004,12,3.6375861597263857,1,0,32,3,0.0,0.035398230088495575,0,0,0,1,0
2004,3,5.736572297479192,1,0,3,4,0.0,0.035398230088495575,0,0,0,1,0
2004,1,5.921578419643816,1,0,1,0,0.0,0.035398230088495575,0,0,0,1,0
2004,12,3.6375861597263857,1,0,9,2,0.0,0.035398230088495575,0,0,0,1,0
2003,12,5.993961427306569,1,0,1,0,0.0,0.035398230088495575,0,0,0,1,0
2004,10,4.465908118654584,1,0,9,3,0.0,0.035398230088495575,2,0,0,1,0
2004,9,4.795790545596741,1,0,5,2,0.0,0.035398230088495575,2,0,0,1,0
2003,9,6.184148890937483,2,1,16,5,0.8125,0.035398230088495575,2,0,0,1,0
2004,10,4.465908118654584,1,0,16,2,0.0,0.035398230088495575,2,0,0,1,0
2004,10,4.465908118654584,1,0,12,5,0.0,0.035398230088495575,2,0,0,1,0
2004,10,4.465908118654584,1,0,2,2,0.0,0.035398230088495575,2,0,0,1,0
2004,12,3.4339872044851463,1,0,69,5,0.0,0.035398230088495575,2,0,0,1,0
2004,12,3.6375861597263857,1,0,19,5,0.0,0.035398230088495575,3,0,0,1,0
2004,9,4.543294782270004,1,0,1,0,0.0,0.0001246416552411816,0,1,0,0,0
2004,10,4.127134385045092,1,0,3,1,0.0,0.029664713947401222,0,0,0,1,0
2004,12,2.995732273553991,1,0,5,2,0.0,0.0311604138102954,0,0,0,1,0
2004,7,5.135798437050262,1,0,1,0,0.0,0.0001246416552411816,0,1,0,0,0
2004,11,3.6375861597263857,1,0,15,2,0.0,0.02492833104823632,2,0,0,1,0
2004,11,3.9318256327243257,1,0,13,3,0.0,0.0011217748971706345,2,0,0,1,0
2004,12,2.1972245773362196,1,0,29,5,0.0,0.0001246416552411816,2,0,0,1,0
2004,10,4.127134385045092,1,0,12,3,0.0,0.0002492833104823632,0,0,1,0,0
2004,10,4.23410650459726,1,0,50,5,0.0,0.029664713947401222,0,0,1,0,0
2004,11,3.295836866004329,1,0,8,2,0.0,0.0311604138102954,0,0,1,0,0
2004,11,3.4339872044851463,1,0,347,5,0.0,0.01632805683659479,0,0,1,0,0
2004,10,4.290459441148391,1,0,347,5,0.0,0.01632805683659479,0,0,1,0,0
2004,11,3.784189633918261,1,0,13,4,0.0,0.0023681914495824507,3,0,0,1,0
2004,11,3.4339872044851463,1,0,2,4,0.0,0.0023681914495824507,4,0,0,1,0
2004,11,3.4339872044851463,1,0,4,2,0.0,0.0014956998628941791,0,0,1,0,0
2004,11,3.1780538303479458,1,0,15,4,0.06666666666666667,0.0012464165524118161,0,0,1,0,0
2003,11,5.976350909297934,1,0,2,4,0.0,0.0023681914495824507,4,0,0,1,0
2004,9,4.454347296253507,1,0,1,0,0.0,0.006481366072541443,0,0,1,0,0
2004,9,4.532599493153256,1,0,1,0,0.0,0.004113174622958993,0,0,1,0,0
2004,11,3.784189633918261,1,0,1,5,0.0,0.0023681914495824507,5,0,0,1,0
2004,10,3.9512437185814275,1,0,4,3,0.0,0.01632805683659479,0,0,1,0,0
2004,9,4.3694478524670215,1,0,1,0,0.0,0.000997133241929453,0,0,1,0,0
2004,5,5.393627546352362,1,0,23,5,0.0,0.0002492833104823632,0,0,1,0,0
2003,3,6.448889394146858,1,0,2,0,0.0,0.004113174622958993,0,0,1,0,0
2004,11,3.4339872044851463,1,0,9,3,0.0,0.0003739249657235448,0,0,1,0,0
2001,3,7.2305631534092925,1,0,2,0,0.0,0.004113174622958993,0,0,1,0,0
2004,11,3.1780538303479458,1,0,9,5,0.0,0.004113174622958993,0,0,1,0,0
2004,11,3.5263605246161616,1,0,17,5,0.17647058823529413,0.0001246416552411816,1,0,1,0,0
2004,10,4.290459441148391,1,0,15,5,0.0,0.0002492833104823632,1,0,1,0,0
2004,9,4.3694478524670215,1,0,13,4,0.0,0.01632805683659479,1,0,1,0,0
2002,12,6.584791392385716,1,0,6,4,0.0,0.0003739249657235448,0,0,1,0,0
2000,11,7.293017679772782,1,0,21,5,0.0,0.0028667580705471767,1,0,1,0,0
1997,9,7.869783902530146,1,0,13,3,0.0,0.0001246416552411816,1,0,1,0,0
2003,3,6.416732282512326,1,0,11,5,0.0,0.0013710582076529975,3,0,1,0,0
2004,11,2.833213344056216,1,0,12,3,0.0,0.0001246416552411816,0,0,0,1,0
2004,9,4.189654742026425,1,0,8,3,0.0,0.0311604138102954,0,0,0,1,0
2004,10,3.9512437185814275,1,0,17,2,0.0,0.0311604138102954,0,0,0,1,0
2003,12,5.8664680569332965,1,0,347,5,0.0,0.0008724915866882712,0,0,0,1,0
2004,9,4.189654742026425,1,0,15,4,0.0,0.0008724915866882712,0,0,0,1,0
2003,11,5.905361848054571,1,0,5,0,0.0,0.0013710582076529975,0,0,0,1,0
2004,10,3.295836866004329,1,0,5,0,0.0,0.0028667580705471767,0,0,0,1,0
2004,6,5.099866427824199,1,0,3,1,0.0,0.0311604138102954,0,0,0,1,0
2001,11,7.004881989712859,1,0,4,1,0.0,0.0001246416552411816,0,0,0,1,0
2003,11,5.932245187448011,1,0,8,5,0.0,0.0001246416552411816,0,0,0,1,0
2004,10,3.295836866004329,1,0,1,0,0.0,0.0028667580705471767,0,1,0,0,0
2004,11,2.302585092994046,1,0,1,0,0.0,0.000997133241929453,0,0,0,1,0
2004,10,3.5263605246161616,1,0,21,5,0.0,0.0028667580705471767,0,0,0,1,0
2003,11,5.961005339623274,1,0,3,2,0.0,0.0013710582076529975,0,0,0,1,0
2003,11,5.950642552587727,1,0,15,4,0.0,0.0008724915866882712,2,0,0,1,0
2003,3,6.405228458030842,1,0,22,3,0.0,0.0007478499314470896,2,0,0,1,0
2003,2,6.483107351457199,1,0,1,0,0.0,0.010594540695500436,0,0,1,0,0
2004,6,4.941642422609304,1,0,6,1,0.0,0.003365324691511903,0,0,1,0,0
2004,6,4.941642422609304,1,0,6,1,0.0,0.009472765798329803,0,0,1,0,0
2004,6,4.941642422609304,1,0,6,1,0.0,0.02492833104823632,0,0,1,0,0
2003,6,6.280395838960195,1,0,6,1,0.0,0.02492833104823632,0,0,1,0,0
2003,9,6.028278520230698,1,0,14,5,0.07142857142857142,0.000997133241929453,0,0,1,0,0
2004,5,5.135798437050262,1,0,1,0,0.0,0.02492833104823632,0,0,1,0,0
2004,6,4.941642422609304,1,0,6,1,0.0,0.009472765798329803,1,0,1,0,0
1998,1,7.826842098158293,1,0,2,2,0.0,0.010594540695500436,2,0,1,0,0
2003,5,6.317164686747284,1,0,5,5,0.0,0.000997133241929453,2,0,1,0,0
2004,4,5.272999558563747,1,0,1,0,0.0,0.0004985666209647265,0,1,0,0,0
2004,7,4.574710978503383,1,0,2,0,0.0,0.004487099588682538,0,1,0,0,0
2004,3,5.407171771460119,1,0,4,0,0.0,0.010220615729776892,0,1,0,0,0
2004,3,5.342334251964811,1,0,17,5,0.058823529411764705,0.010220615729776892,0,0,0,1,0
2004,10,1.9459101490553132,1,0,15,5,0.0,0.029664713947401222,0,0,0,1,0
2004,3,5.342334251964811,1,0,6,3,0.0,0.010220615729776892,0,0,1,0,0
2003,10,5.87493073085203,1,0,6,5,0.0,0.005110307864888446,2,0,0,1,0
2004,8,4.007333185232471,1,0,69,5,0.0,0.0001246416552411816,0,0,1,0,0
2004,5,4.912654885736052,1,0,1,0,0.0,0.0032406830362707215,0,1,0,0,0
2004,8,3.9318256327243257,1,0,2,5,0.0,0.0004985666209647265,0,1,0,0,0
2004,7,4.3694478524670215,1,0,2,0,0.0,0.0001246416552411816,0,0,1,0,0
2003,11,5.783825182329737,1,0,1,0,0.0,0.0011217748971706345,0,0,1,0,0
2004,2,5.389071729816501,1,0,1,0,0.0,0.0002492833104823632,0,0,1,0,0
2004,6,4.532599493153256,1,0,69,5,0.0,0.0014956998628941791,0,0,1,0,0
2004,7,4.3694478524670215,1,0,69,5,0.0,0.0016203415181353608,0,0,1,0,0
2004,9,2.772588722239781,1,0,69,5,0.0,0.0016203415181353608,0,0,1,0,0
2004,5,4.736198448394496,1,0,8,2,0.0,0.0013710582076529975,0,0,1,0,0
2003,10,5.802118375377063,1,0,6,2,0.0,0.0014956998628941791,0,0,1,0,0
2004,9,2.302585092994046,1,0,19,3,0.0,0.01632805683659479,0,0,1,0,0
2003,11,5.780743515792329,1,0,69,5,0.0,0.0016203415181353608,1,0,1,0,0
2003,3,6.343880434126331,1,0,6,2,0.5,0.0013710582076529975,1,0,1,0,0
2003,10,5.863631175598097,1,0,9,3,0.0,0.0012464165524118161,2,0,1,0,0
2004,7,4.276666119016055,1,0,1,0,0.0,0.0014956998628941791,0,1,0,0,0
2004,3,5.220355825078324,1,0,1,0,0.0,0.0002492833104823632,0,1,0,0,0
2004,5,4.90527477843843,1,0,1,0,0.0,0.01632805683659479,0,1,0,0,0
2004,4,5.003946305945459,1,0,6,2,0.0,0.0014956998628941791,0,1,0,0,0
2004,8,3.9318256327243257,1,0,3,5,0.0,0.0014956998628941791,0,1,0,0,0
2003,11,5.6937321388027,1,0,1,0,0.0,0.0012464165524118161,0,1,0,0,0
2004,5,4.736198448394496,1,0,1,0,0.0,0.0001246416552411816,0,1,0,0,0
2004,1,5.5093883366279774,1,0,1,0,0.0,0.0014956998628941791,0,1,0,0,0
2003,3,6.2422232654551655,1,0,10,3,0.0,0.0001246416552411816,0,0,0,1,0
2003,11,5.680172609017068,1,0,20,4,0.0,0.0028667580705471767,2,0,0,1,0
1993,3,8.336630087637147,1,0,2,0,0.0,0.0001246416552411816,0,0,1,0,0
2003,8,5.924255797414532,1,0,8,3,0.0,0.0311604138102954,0,0,1,0,0
2003,11,5.62040086571715,1,0,22,3,0.0,0.0007478499314470896,2,0,0,1,0
2003,11,5.594711379601839,1,0,17,2,0.0,0.0311604138102954,0,0,1,0,0
2004,6,2.833213344056216,1,0,347,5,0.0,0.0032406830362707215,0,0,1,0,0
2004,6,3.784189633918261,1,0,347,5,0.0,0.0032406830362707215,0,0,1,0,0
2004,4,4.532599493153256,1,0,347,5,0.0,0.0001246416552411816,0,0,1,0,0
2004,4,4.532599493153256,1,0,2,5,0.0,0.0004985666209647265,5,1,0,0,0
2004,3,4.912654885736052,1,0,1,0,0.0,0.0032406830362707215,0,1,0,0,0
2004,5,3.8066624897703196,1,0,5,0,0.0,0.0032406830362707215,0,1,0,0,0
2004,4,4.532599493153256,1,0,2,0,0.0,0.0032406830362707215,0,0,1,0,0
2004,3,4.727387818712341,1,0,1,0,0.0,0.0002492833104823632,0,0,1,0,0
2002,11,6.3784261836515865,1,0,10,5,0.0,0.009472765798329803,0,0,1,0,0
2004,6,3.332204510175204,1,0,9,3,0.1111111111111111,0.0002492833104823632,0,0,1,0,0
2003,11,5.476463551931511,1,0,59,7,0.0,0.009472765798329803,0,0,1,0,0
2003,6,5.968707559985366,1,0,8,2,0.0,0.0002492833104823632,0,0,1,0,0
2002,11,6.366470447731438,1,0,3,2,0.0,0.0002492833104823632,1,0,1,0,0
2003,4,6.1070228877422545,1,0,22,5,0.0,0.009472765798329803,4,0,1,0,0
2002,2,6.759255270663693,1,0,10,5,0.0,0.0003739249657235448,5,0,1,0,0
2004,3,4.634728988229636,1,0,10,5,0.0,0.0003739249657235448,0,0,1,0,0
2002,11,6.368187186350492,1,0,15,2,0.0,0.02492833104823632,0,0,1,0,0
2004,5,3.784189633918261,1,0,54,5,0.14814814814814814,0.0001246416552411816,0,0,1,0,0
2003,12,5.288267030694535,1,0,1,0,0.0,0.02492833104823632,0,0,1,0,0
2003,4,6.042632833682381,1,0,9,2,0.0,0.02492833104823632,1,0,1,0,0
