source,target,match
DESTINY'S CHILD,Aaliyah,0.412955
DESTINY'S CHILD,LeToya,0.405631
DESTINY'S CHILD,Mariah Carey,0.391543
DESTINY'S CHILD,Mýa,0.382011
DESTINY'S CHILD,Tamar Braxton,0.371177
DESTINY'S CHILD,Ashanti,0.365917
DESTINY'S CHILD,TLC,0.362624
DESTINY'S CHILD,3LW,0.355631
DESTINY'S CHILD,Faith Evans,0.35428
DESTINY'S CHILD,Amerie,0.346976
DESTINY'S CHILD,Chloe x Halle,0.345961
DESTINY'S CHILD,Whitney Houston,0.343617
DESTINY'S CHILD,Chlöe,0.343193
DESTINY'S CHILD,Jazmine Sullivan,0.335537
DESTINY'S CHILD,Danity Kane,0.333971
DESTINY'S CHILD,Xscape,0.321105
DESTINY'S CHILD,Usher,0.314489
DESTINY'S CHILD,Victoria Monét,0.309787
DESTINY'S CHILD,Keyshia Cole,0.308665
DESTINY'S CHILD,Fantasia,0.305989
DESTINY'S CHILD,Alicia Keys,0.30586
DESTINY?S CHILD,Beyoncé,1.0
DESTINY?S CHILD,Kelly Rowland,0.601771
DESTINY?S CHILD,The Carters,0.589369
DESTINY?S CHILD,Brandy,0.494944
DESTINY?S CHILD,Monica,0.48267
DESTINY?S CHILD,Ciara,0.442437
DESTINY?S CHILD,Toni Braxton,0.441419
DESTINY?S CHILD,Janet Jackson,0.425597
DESTINY?S CHILD,Mary J. Blige,0.417784
DESTINY?S CHILD,Aaliyah,0.412955
DESTINY?S CHILD,LeToya,0.405631
DESTINY?S CHILD,Mariah Carey,0.391543
DESTINY?S CHILD,Mýa,0.382011
DESTINY?S CHILD,Tamar Braxton,0.371177
DESTINY?S CHILD,Ashanti,0.365917
DESTINY?S CHILD,TLC,0.362624
DESTINY?S CHILD,3LW,0.355631
DESTINY?S CHILD,Faith Evans,0.35428
DESTINY?S CHILD,Amerie,0.346976
DESTINY?S CHILD,Chloe x Halle,0.345961
DESTINY?S CHILD,Whitney Houston,0.343617
DESTINY?S CHILD,Chlöe,0.343193
DESTINY?S CHILD,Jazmine Sullivan,0.335537
DESTINY?S CHILD,Danity Kane,0.333971
DESTINY?S CHILD,Xscape,0.321105
DESTINY?S CHILD,Usher,0.314489
DESTINY?S CHILD,Victoria Monét,0.309787
DESTINY?S CHILD,Keyshia Cole,0.308665
DESTINY?S CHILD,Fantasia,0.305989
DESTINY?S CHILD,Alicia Keys,0.30586
DEZIL,Tribal King,1.0
DEZIL,William Baldé,0.549147
DEZIL,Star Academy 2,0.480066
DEZIL,Flavel & Neto,0.422533
DEZIL,Paul Cless,0.412736
DEZIL,Sinsémilia,0.397277
DEZIL,Les Avions,0.376903
DEZIL,Kezah,0.367686
DEZIL,Bratisla Boys,0.362904
DEZIL,Axel Tony,0.354522
DEZIL,Assia,0.354287
DEZIL,Bibie,0.353564
DEZIL,Louisy Joseph,0.350542
DEZIL,Isleym,0.341201
DEZIL,Luna Parker,0.33591
DEZIL,Camping Orchestra,0.335663
DEZIL,Star Academy 3,0.335508
DEZIL,Melissa M,0.332101
DEZIL,Brice Conrad,0.309706
DEZIL,La Synesia,0.307246
DEZIL,Sofia Essaïdi,0.304416
DEZIL,Poetic Lover,0.302424
DEZIL,Eve Angeli,0.25802
DEZIL,Mik L,0.252255
DEZIL,Clémence,0.249882
DEZIL,Laroche Valmont,0.246583
DEZIL,Jacques Cardona,0.242037
DEZIL,Tonton David,0.238092
DEZIL,Star Academy 4,0.235965
DEZIL,Daniel Levi,0.234309
DIADEMS,Thierry Amiel,1.0
DIADEMS,Daniel Levi,0.421032
DIADEMS,Kim Novak,0.356294
DIADEMS,Kinito,0.328621
DIADEMS,Axe Riverboy,0.288346
DIADEMS,A.S Dragon,0.287235
DIADEMS,Dominique Fidanza,0.287074
DIADEMS,Steeve Estatof,0.278662
DIADEMS,Vegastar,0.278438
DIADEMS,Patxi,0.269507
DIADEMS,Kill the Young,0.269071
DIADEMS,Pierrick Lilliu,0.264752
DIADEMS,Madame Kay,0.256745
DIADEMS,GOMM,0.251848
DIADEMS,Naast,0.24866
DIADEMS,Daisybox,0.23564
DIADEMS,Pierre Guimard,0.233871
DIADEMS,Prohom,0.229434
DIADEMS,Cecilia Cara,0.22627
DIADEMS,Camille Lou,0.220753
DIADEMS,Sliimy,0.209992
DIADEMS,Sarah Michelle,0.207658
DIADEMS,The Magnificents,0.203889
DIADEMS,Kelly Joyce,0.202342
DIADEMS,The Kodaks,0.199652
DIADEMS,Martin Rappeneau,0.198627
DIADEMS,MAUSS,0.195737
DIADEMS,Sophie-Tith,0.189644
DIADEMS,Mutine,0.189447
DIADEMS,Alexandre Varlet,0.187074
DIAM'S,Soprano,1.0
DIAM'S,Sexion d'Assaut,0.955897
DIAM'S,Fatal Bazooka,0.913408
DIAM'S,Sniper,0.806506
DIAM'S,La Fouine,0.755728
DIAM'S,Youssoupha,0.739993
DIAM'S,Suprême NTM,0.724859
DIAM'S,Colonel Reyel,0.721111
DIAM'S,Gims,0.716409
DIAM'S,Sinik,0.714565
DIAM'S,Kenza Farah,0.696532
DIAM'S,Psy 4 de la Rime,0.673255
DIAM'S,IAM,0.661317
DIAM'S,Zaho,0.648058
DIAM'S,Kery James,0.63409
DIAM'S,Black M,0.62639
DIAM'S,Lartiste,0.613304
DIAM'S,Rohff,0.608996
DIAM'S,113,0.58754
DIAM'S,Dadju,0.578612
DIAM'S,Nâdiya,0.557871
DIAM'S,Orelsan,0.555168
DIAM'S,Hatik,0.548141
DIAM'S,Fonky Family,0.545929
DIAM'S,Booba,0.536549
DIAM'S,Doc Gynéco,0.530115
DIAM'S,K-Maro,0.517012
DIAM'S,Eddy De Pretto,0.501589
DIAM'S,Disiz,0.497167
DIAM'S,Ninho,0.492478
DIANA KING,Shanice,1.0
DIANA KING,Des'ree,0.825609
DIANA KING,En Vogue,0.782408
DIANA KING,Lutricia McNeal,0.680677
DIANA KING,Big Mountain,0.648093
DIANA KING,Jennifer Paige,0.617487
DIANA KING,M People,0.610301
DIANA KING,Toni Braxton,0.60523
DIANA KING,Lisa Stansfield,0.596321
DIANA KING,Shola Ama,0.577478
DIANA KING,Inner Circle,0.568979
DIANA KING,Color Me Badd,0.568199
DIANA KING,Maxi Priest,0.557286
DIANA KING,Shaggy,0.538853
DIANA KING,Another Level,0.52505
DIANA KING,Brownstone,0.517744
DIANA KING,Eternal,0.486069
DIANA KING,P.M. Dawn,0.48091
DIANA KING,Chanté Moore,0.48066
DIANA KING,Vanessa Williams,0.476658
DIANA KING,Adina Howard,0.466288
DIANA KING,Faith Evans,0.450703
DIANA KING,Angie Stone,0.448917
DIANA KING,Sean Paul,0.446373
DIANA KING,Deborah Cox,0.444043
DIANA KING,Beverley Knight,0.442719
DIANA KING,Lighthouse Family,0.43923
DIANA KING,Macy Gray,0.436967
DIANA KING,Gabrielle,0.429198
DIANA KING,Whitney Houston,0.429032
DIANA KRALL,Patricia Barber,1.0
DIANA KRALL,Melody Gardot,0.882354
DIANA KRALL,Holly Cole,0.863225
DIANA KRALL,Cassandra Wilson,0.855024
DIANA KRALL,Jane Monheit,0.822127
DIANA KRALL,Sophie Milman,0.743663
DIANA KRALL,Stacey Kent,0.714523
DIANA KRALL,Madeleine Peyroux,0.706731
DIANA KRALL,Chantal Chamberland,0.657268
DIANA KRALL,Eva Cassidy,0.555832
DIANA KRALL,Norah Jones,0.54508
DIANA KRALL,Gregory Porter,0.535044
DIANA KRALL,Lizz Wright,0.524979
DIANA KRALL,Karrin Allyson,0.511165
DIANA KRALL,Jacintha,0.450896
DIANA KRALL,Eliane Elias,0.450542
DIANA KRALL,Youn Sun Nah,0.436407
DIANA KRALL,Laura Fygi,0.420067
DIANA KRALL,Christian McBride,0.413805
DIANA KRALL,Sara K.,0.411195
DIANA KRALL,Alan Broadbent,0.409011
DIANA KRALL,Renee Olstead,0.383046
DIANA KRALL,Halie Loren,0.366463
DIANA KRALL,Chris Botti,0.356879
DIANA KRALL,Silje Nergaard,0.330341
DIANA KRALL,Sarah McKenzie,0.327665
DIANA KRALL,Shirley Horn,0.324341
DIANA KRALL,Malia,0.321643
DIANA KRALL,Till Brönner,0.318082
DIANA KRALL,Molly Johnson,0.312277
DIANE TELL,Diane Dufresne,1.0
DIANE TELL,Isabelle Boulay,0.980507
DIANE TELL,Michel Berger,0.769205
DIANE TELL,Francis Cabrel,0.766614
DIANE TELL,Ariane Moffatt,0.748756
DIANE TELL,Véronique Sanson,0.730854
DIANE TELL,Étienne Daho,0.701593
DIANE TELL,Alain Souchon,0.685842
DIANE TELL,Anaïs,0.6754
DIANE TELL,Robert Charlebois,0.671537
DIANE TELL,Axelle Red,0.661782
DIANE TELL,France Gall,0.651086
DIANE TELL,Claude Dubois,0.648498
DIANE TELL,Zazie,0.640704
DIANE TELL,Daniel Bélanger,0.625654
DIANE TELL,Vanessa Paradis,0.608482
DIANE TELL,Gilbert Montagné,0.605348
DIANE TELL,Jean-Jacques Goldman,0.597215
DIANE TELL,Michel Polnareff,0.588342
DIANE TELL,L'Affaire Louis' Trio,0.580957
DIANE TELL,Liane Foly,0.557344
DIANE TELL,Julie Zenatti,0.548885
DIANE TELL,Beau Dommage,0.546824
DIANE TELL,Gérald de Palmas,0.545243
DIANE TELL,Patrick Bruel,0.517435
DIANE TELL,Jeanne Mas,0.514173
DIANE TELL,Jean-Pierre Ferland,0.513686
DIANE TELL,Brigitte,0.503804
DIANE TELL,Lara Fabian,0.503055
DIANE TELL,Didier Barbelivien,0.500725
DICK RIVERS,Danyel Gerard,1.0
DICK RIVERS,Claude Channes,0.463356
DICK RIVERS,Détroit,0.281033
DICK RIVERS,Starmania,0.257602
DICK RIVERS,Les Vautours,0.2316
DICK RIVERS,Melissmell,0.223523
DICK RIVERS,Navii,0.209739
DICK RIVERS,Elisa JO,0.201998
DICK RIVERS,Chaplain,0.179028
DICK RIVERS,François Hadji-Lazaro,0.177621
DICK RIVERS,Paul Revere  The Raiders,0.167875
DICK RIVERS,Ringo,0.153914
DICK RIVERS,Les Chats Sauvages,0.152436
DICK RIVERS,Charts,0.150805
DICK RIVERS,Aston Villa,0.142264
DICK RIVERS,Les Chaussettes Noires,0.125983
DICK RIVERS,Les Rita Mitsouko,0.120475
DICK RIVERS,Steeve Estatof,0.10449
DICK RIVERS,Demago,0.099396
DICK RIVERS,Frank Alamo,0.093482
DICK RIVERS,Gilles Gabriel,0.091878
DICK RIVERS,Eric Charden,0.090656
DICK RIVERS,Herbert Léonard,0.088506
DICK RIVERS,Lucky Blondo,0.085864
DICK RIVERS,Pascal Danel,0.081148
DICK RIVERS,Gilles Dreu,0.079944
DICK RIVERS,Frédéric François,0.079478
DICK RIVERS,Georges Chelon,0.072358
DICK RIVERS,Marcel Amont,0.067693
DICK RIVERS,Leny Escudero,0.067086
DIDIER BARBELIVIEN,Claude Barzotti,1.0
DIDIER BARBELIVIEN,Pierre Bachelet,0.968199
DIDIER BARBELIVIEN,Michèle Torr,0.849054
DIDIER BARBELIVIEN,Michel Sardou,0.846938
DIDIER BARBELIVIEN,Mike Brant,0.840451
DIDIER BARBELIVIEN,Philippe Lavil,0.764076
DIDIER BARBELIVIEN,François Feldman,0.761093
DIDIER BARBELIVIEN,Roch Voisine,0.635512
DIDIER BARBELIVIEN,Gérard Lenorman,0.630022
DIDIER BARBELIVIEN,Johnny Hallyday,0.621533
DIDIER BARBELIVIEN,Jeane Manson,0.597991
DIDIER BARBELIVIEN,Hervé Vilard,0.595027
DIDIER BARBELIVIEN,Marc Lavoine,0.557013
DIDIER BARBELIVIEN,Julien Clerc,0.540619
DIDIER BARBELIVIEN,Daniel Guichard,0.52435
DIDIER BARBELIVIEN,Michel Delpech,0.523178
DIDIER BARBELIVIEN,Claude François,0.50291
DIDIER BARBELIVIEN,Laurent Voulzy,0.494825
DIDIER BARBELIVIEN,Serge Lama,0.489321
DIDIER BARBELIVIEN,Patrick Bruel,0.479832
DIDIER BARBELIVIEN,Florent Pagny,0.47895
DIDIER BARBELIVIEN,Michel Berger,0.463579
DIDIER BARBELIVIEN,Jean-Luc Lahaye,0.441841
DIDIER BARBELIVIEN,Francis Lalanne,0.439862
DIDIER BARBELIVIEN,Jean-Jacques Goldman,0.431816
DIDIER BARBELIVIEN,Michel Polnareff,0.429102
DIDIER BARBELIVIEN,Eddy Mitchell,0.42692
DIDIER BARBELIVIEN,C. Jérôme,0.422859
DIDIER BARBELIVIEN,Alain Barrière,0.415776
DIDIER BARBELIVIEN,Francis Cabrel,0.411528
DIDO,Natalie Imbruglia,1.0
DIDO,Sarah McLachlan,0.928432
DIDO,Jewel,0.891227
DIDO,Alanis Morissette,0.758211
DIDO,KT Tunstall,0.755697
DIDO,Melanie C,0.716985
DIDO,Nelly Furtado,0.715649
DIDO,Sheryl Crow,0.661805
DIDO,Katie Melua,0.661301
DIDO,The Corrs,0.648043
DIDO,Sophie Ellis-Bextor,0.638739
DIDO,All Saints,0.625
DIDO,James Blunt,0.611947
DIDO,Amy Macdonald,0.598092
DIDO,Annie Lennox,0.584486
DIDO,Lene Marlin,0.566987
DIDO,Texas,0.561847
DIDO,Natalie Merchant,0.546672
DIDO,Jem,0.542596
DIDO,Michelle Branch,0.517278
DIDO,Norah Jones,0.512196
DIDO,Kylie Minogue,0.507649
DIDO,Anastacia,0.507043
DIDO,London Grammar,0.505857
DIDO,Birdy,0.495045
DIDO,Paula Cole,0.479199
DIDO,Sixpence None the Richer,0.476751
DIDO,Emma Bunton,0.468713
DIDO,Natasha Bedingfield,0.467138
DIDO,Heather Nova,0.453789
DIEGO MARADONA,Abelardos,1.0
DIEGO MARADONA,Rolabogan,0.970025
DIEGO MARADONA,Ríspico,0.924302
DIEGO MARADONA,atraccion x 4,0.895479
DIEGO MARADONA,Casi Ángeles En Vivo,0.895479
DIEGO MARADONA,Carlos Infante,0.89171
DIEGO MARADONA,Pampa Yakuza,0.88195
DIEGO MARADONA,Laura Miller,0.878875
DIEGO MARADONA,meteoros,0.876244
DIEGO MARADONA,Elena Roger,0.862554
DIEGO MARADONA,La tipica en leve ascenso,0.854867
DIEGO MARADONA,La Joaqui,0.835804
DIEGO MARADONA,Conociendo Rusia,0.835619
DIEGO MARADONA,Hamacas al río,0.832713
DIEGO MARADONA,Lara91k,0.830218
DIEGO MARADONA,China Cruel,0.823379
DIEGO MARADONA,Benjamín Rojas,0.822782
DIEGO MARADONA,Mabel González,0.819748
DIEGO MARADONA,Cambá,0.813529
DIEGO MARADONA,Andando Descalzo,0.812869
DIEGO MARADONA,Femina,0.8026
DIEGO MARADONA,Anna Paula,0.799227
DIEGO MARADONA,Amanda Miguel,0.790478
DIEGO MARADONA,Red Bull Batalla,0.783574
DIEGO MARADONA,Maxi Espindola,0.768064
DIEGO MARADONA,Agus Bernasconi,0.768064
DIEGO MARADONA,Agrupación Marilyn,0.764796
DIEGO MARADONA,Excursiones Polares,0.755926
DIEGO MARADONA,Niní,0.750557
DIEGO MARADONA,Kamada,0.750242
DIEUDONNE,Coluche,1.0
DIEUDONNE,Les Inconnus,0.400446
DIEUDONNE,Raymond Devos,0.347767
DIEUDONNE,Rockin' Squat,0.229545
DIEUDONNE,Andréas & Nicolas,0.218892
DIEUDONNE,François Pérusse,0.210875
DIEUDONNE,Les Rois de la Suède,0.210206
DIEUDONNE,La Chanson Du Dimanche,0.207762
DIEUDONNE,Laurent Gerra,0.200961
DIEUDONNE,Pierre Desproges,0.195901
DIEUDONNE,Alphonse Brown,0.181289
DIEUDONNE,Pen of Chaos,0.153613
DIEUDONNE,Andréas et Nicolas,0.13988
DIEUDONNE,Thierry Le Luron,0.137723
DIEUDONNE,Europe 1,0.136541
DIEUDONNE,Les Malpolis,0.132811
DIEUDONNE,Chanson Plus Bifluorée,0.125594
DIEUDONNE,La Pompe Moderne,0.125477
DIEUDONNE,Les Nuls,0.119149
DIEUDONNE,JBX,0.118732
DIEUDONNE,Oldelaf & Monsieur D,0.104131
DIEUDONNE,Karlit & Kabok,0.10053
DIEUDONNE,Cauet,0.100455
DIEUDONNE,Les Blaireaux,0.094403
DIEUDONNE,Gérald Genty,0.093977
DIEUDONNE,Jean-Marie Bigard,0.092328
DIEUDONNE,Unité 2 Feu,0.087239
DIEUDONNE,Jean Yanne,0.083281
DIEUDONNE,Guy Bedos,0.082804
DIEUDONNE,Mozinor,0.076836
DIGITAL FARM ANIMALS,Zedd,1.0
DIGITAL FARM ANIMALS,Illenium,0.587372
DIGITAL FARM ANIMALS,Rudimental,0.563711
DIGITAL FARM ANIMALS,Zanski,0.52489
DIGITAL FARM ANIMALS,Tinie Tempah,0.466813
DIGITAL FARM ANIMALS,Adventure Club,0.4624
DIGITAL FARM ANIMALS,Krewella,0.435433
DIGITAL FARM ANIMALS,Tristam,0.427202
DIGITAL FARM ANIMALS,Mike Mago,0.422604
DIGITAL FARM ANIMALS,Dillon Francis,0.41974
DIGITAL FARM ANIMALS,Seven Lions,0.414461
DIGITAL FARM ANIMALS,Skrillex,0.387723
DIGITAL FARM ANIMALS,Nurko,0.378273
DIGITAL FARM ANIMALS,Culture Code,0.369092
DIGITAL FARM ANIMALS,Zomboy,0.368873
DIGITAL FARM ANIMALS,Diamond Eyes,0.36192
DIGITAL FARM ANIMALS,Said The Sky,0.339055
DIGITAL FARM ANIMALS,Panda Eyes,0.328542
DIGITAL FARM ANIMALS,Dabin,0.325519
DIGITAL FARM ANIMALS,Zeds Dead,0.322848
DIGITAL FARM ANIMALS,Unlike Pluto,0.315852
DIGITAL FARM ANIMALS,Flux Pavilion,0.314546
DIGITAL FARM ANIMALS,Different Heaven,0.299695
DIGITAL FARM ANIMALS,Borgore,0.273387
DIGITAL FARM ANIMALS,Koven.,0.26773
DIGITAL FARM ANIMALS,Kito,0.258456
DIGITAL FARM ANIMALS,Haywyre,0.246907
DIGITAL FARM ANIMALS,Fox Stevenson,0.235762
DIGITAL FARM ANIMALS,Trivecta,0.234305
DIGITAL FARM ANIMALS,MitiS,0.233013
DIMITRI VEGAS,Dimitri Vegas & Like Mike,1.0
DIMITRI VEGAS,MATTN,0.616548
DIMITRI VEGAS,Timmy Trumpet,0.554742
DIMITRI VEGAS,R3hab,0.539291
DIMITRI VEGAS,Hardwell,0.526848
DIMITRI VEGAS,DVBBS,0.424246
DIMITRI VEGAS,Tujamo,0.421713
DIMITRI VEGAS,Alok,0.406797
DIMITRI VEGAS,Bassjackers,0.394009
DIMITRI VEGAS,Nicky Romero,0.384023
DIMITRI VEGAS,Martin Garrix,0.353912
DIMITRI VEGAS,Afrojack,0.353427
DIMITRI VEGAS,Marnik,0.343894
DIMITRI VEGAS,KSHMR,0.331147
DIMITRI VEGAS,Kaaze,0.330173
DIMITRI VEGAS,BlasterJaxx,0.30822
DIMITRI VEGAS,Quintino,0.305992
DIMITRI VEGAS,Mike Candys,0.296682
DIMITRI VEGAS,Sam Feldt,0.287967
DIMITRI VEGAS,Mike Williams,0.277556
DIMITRI VEGAS,Oliver Heldens,0.275486
DIMITRI VEGAS,Yves V,0.266954
DIMITRI VEGAS,Vinai,0.265963
DIMITRI VEGAS,Öwnboss,0.262875
DIMITRI VEGAS,Don Diablo,0.257476
DIMITRI VEGAS,Jaden Bojsen,0.252008
DIMITRI VEGAS,Gaullin,0.247098
DIMITRI VEGAS,Sebastian Ingrosso,0.243896
DIMITRI VEGAS,cassö,0.242517
DIMITRI VEGAS,Ofenbach,0.242337
DINAZ,Lamatrix,1.0
DINAZ,Bolemvn,0.861813
DINAZ,Rimkus,0.714179
DINAZ,Fresh La Douille,0.630862
DINAZ,Junior Bvndo,0.567942
DINAZ,Doulkha,0.500181
DINAZ,Saamou Skuu,0.481801
DINOR RDT,100 Blaze,1.0
DINOR RDT,Brvmsoo,0.765674
DINOR RDT,SHOTAS,0.761433
DINOR RDT,Junior Bvndo,0.721192
DINOR RDT,ZeGuerre,0.701111
DINOR RDT,N'seven7,0.674432
DINOR RDT,Sifax,0.67134
DINOR RDT,Dabs,0.658768
DINOR RDT,PSO THUG,0.640412
DINOR RDT,Carbozo,0.613734
DINOR RDT,Rémy,0.610839
DINOR RDT,Hös Copperfield,0.597614
DINOR RDT,Denzo,0.596158
DINOR RDT,Jnr Slice,0.588288
DINOR RDT,MAFIA SPARTIATE,0.575479
DINOR RDT,L'Allemand,0.550408
DINOR RDT,91 All Stars,0.548481
DINOR RDT,D.A.V,0.539743
DINOR RDT,L2B Gang,0.530616
DINOR RDT,Bolemvn,0.525065
DINOR RDT,Yannou JR,0.504946
DINOR RDT,pauldscrga,0.504317
DINOR RDT,Seven Binks,0.504134
DINOR RDT,2zer,0.501275
DINOR RDT,Twinsmatic,0.498842
DINOR RDT,CG6,0.495143
DINOR RDT,Kaneki,0.493974
DINOR RDT,Nakry,0.480232
DINOR RDT,Negrito,0.472408
DINOR RDT,LE MOTIF,0.46712
DINOS,Josman,1.0
DINOS,Damso,0.986344
DINOS,Laylow,0.924332
DINOS,SCH,0.910288
DINOS,Green Montana,0.845001
DINOS,Nekfeu,0.844518
DINOS,Ninho,0.785451
DINOS,S.Pri Noir,0.758939
DINOS,Jazzy Bazz,0.697531
DINOS,S-Crew,0.685907
DINOS,Booba,0.64856
DINOS,Luidji,0.648322
DINOS,doums,0.638906
DINOS,Alpha Wann,0.631138
DINOS,Jok'Air,0.612052
DINOS,Niska,0.595716
DINOS,La Fève,0.571094
DINOS,Rounhaa,0.550783
DINOS,Kaaris,0.550698
DINOS,Jolagreen23,0.550526
DINOS,KEKRA,0.541271
DINOS,Isha,0.537308
DINOS,Vald,0.531131
DINOS,Kalash Criminel,0.526736
DINOS,A2H,0.512973
DINOS,Madeinparis,0.503556
DINOS,Disiz,0.492056
DINOS,J9ueve,0.490142
DINOS,BEN plg,0.486175
DINOS,Ateyaba,0.467347
DINOS PUNCHLINOVIC,Set&Match,1.0
DINOS PUNCHLINOVIC,S.crew,0.902221
DINOS PUNCHLINOVIC,Volts Face,0.694903
DINOS PUNCHLINOVIC,Espiiem,0.670106
DINOS PUNCHLINOVIC,L'Entourage,0.657298
DINOS PUNCHLINOVIC,Areno Jaz,0.630422
DINOS PUNCHLINOVIC,Tiers monde,0.620625
DINOS PUNCHLINOVIC,Taipan,0.588895
DINOS PUNCHLINOVIC,Nakk Mendosa,0.573808
DINOS PUNCHLINOVIC,5 majeur,0.571885
DINOS PUNCHLINOVIC,3010,0.551318
DINOS PUNCHLINOVIC,Fababy,0.522219
DINOS PUNCHLINOVIC,Hugo Tsr Crew,0.520183
DINOS PUNCHLINOVIC,Greg Frite,0.51777
DINOS PUNCHLINOVIC,Tito Prince,0.449782
DINOS PUNCHLINOVIC,Fayçal,0.425438
DINOS PUNCHLINOVIC,Grödash,0.423984
DINOS PUNCHLINOVIC,Aladin 135,0.413326
DINOS PUNCHLINOVIC,Vicelow,0.400648
DINOS PUNCHLINOVIC,L'Indis,0.400646
DINOS PUNCHLINOVIC,Brav,0.397479
DINOS PUNCHLINOVIC,Disiz la Peste,0.397185
DINOS PUNCHLINOVIC,Révolution Urbaine,0.394698
DINOS PUNCHLINOVIC,Anton Serra,0.393184
DINOS PUNCHLINOVIC,Black Kent,0.369561
DINOS PUNCHLINOVIC,Doc Gynéco,0.356355
DINOS PUNCHLINOVIC,Panama Bende,0.351691
DINOS PUNCHLINOVIC,Medine,0.342903
DINOS PUNCHLINOVIC,Triptik,0.342728
DINOS PUNCHLINOVIC,Shtar Academy,0.34157
DIONYSOS,Olivia Ruiz,1.0
DIONYSOS,Mickey 3D,0.745795
DIONYSOS,Luke,0.588492
DIONYSOS,Déportivo,0.574845
DIONYSOS,Matmatah,0.537787
DIONYSOS,Noir Désir,0.528217
DIONYSOS,Louise Attaque,0.500712
DIONYSOS,Eiffel,0.472068
DIONYSOS,Mademoiselle K,0.428206
DIONYSOS,Les Fatals Picards,0.407265
DIONYSOS,Blankass,0.40579
DIONYSOS,Astonvilla,0.395941
DIONYSOS,Téléphone,0.367503
DIONYSOS,Saez,0.35934
DIONYSOS,Gaëtan Roussel,0.35862
DIONYSOS,Les Wampas,0.340983
DIONYSOS,-M-,0.335171
DIONYSOS,Dominique A,0.332607
DIONYSOS,Dolly,0.32382
DIONYSOS,Tarmac,0.318632
DIONYSOS,Hubert-Félix Thiéfaine,0.313439
DIONYSOS,No One Is Innocent,0.306348
DIONYSOS,Superbus,0.303573
DIONYSOS,Louis Bertignac,0.279521
DIONYSOS,Julien Doré,0.272564
DIONYSOS,Billy Ze Kick et Les Gamins En Folie,0.271401
DIONYSOS,Shaka Ponk,0.271284
DIONYSOS,Emily Loizeau,0.269489
DIONYSOS,Renaud,0.268061
DIONYSOS,Mano Negra,0.266109
DIPLO,Jack Ü,1.0
DIPLO,Yellow Claw,0.851128
DIPLO,Trippie Redd,0.721272
DIPLO,Lil Xan,0.568422
DIPLO,Gryffin,0.535764
DIPLO,Calvin Harris,0.523977
DIPLO,Snakehips,0.523453
DIPLO,French Montana,0.506792
DIPLO,Steve Aoki,0.499745
DIPLO,The Herbaliser,0.49732
DIPLO,RJD2,0.483836
DIPLO,The Chainsmokers,0.475251
DIPLO,G-Eazy,0.464059
DIPLO,XXXTENTACION,0.463504
DIPLO,Hippie Sabotage,0.457634
DIPLO,Topic,0.456117
DIPLO,Internet Money,0.455505
DIPLO,Whethan,0.447476
DIPLO,DJ Khaled,0.446509
DIPLO,Post Malone,0.433224
DIPLO,Travi$ Scott,0.432159
DIPLO,Clean Bandit,0.421148
DIPLO,Party Favor,0.405578
DIPLO,Lil Skies,0.400485
DIPLO,NOTD,0.38323
DIPLO,Rae Sremmurd,0.381302
DIPLO,A Boogie wit da Hoodie,0.370656
DIPLO,24kGoldn,0.362351
DIPLO,6ix9ine,0.35697
DIPLO,blackbear,0.356392
DIRE STRAITS,Mark Knopfler,1.0
DIRE STRAITS,Eric Clapton,0.507669
DIRE STRAITS,Chris Rea,0.440391
DIRE STRAITS,Eagles,0.436251
DIRE STRAITS,Phil Collins,0.411953
DIRE STRAITS,Nils Lofgren,0.408198
DIRE STRAITS,Supertramp,0.381432
DIRE STRAITS,Toto,0.315686
DIRE STRAITS,David Gilmour,0.311254
DIRE STRAITS,Sting,0.310134
DIRE STRAITS,Santana,0.302825
DIRE STRAITS,Foreigner,0.300252
DIRE STRAITS,Pink Floyd,0.299802
DIRE STRAITS,Fleetwood Mac,0.296183
DIRE STRAITS,Rod Stewart,0.284993
DIRE STRAITS,Joe Cocker,0.281105
DIRE STRAITS,The Alan Parsons Project,0.279718
DIRE STRAITS,Led Zeppelin,0.269139
DIRE STRAITS,Electric Light Orchestra,0.264277
DIRE STRAITS,Bruce Springsteen,0.26032
DIRE STRAITS,Jeff Beck,0.256745
DIRE STRAITS,Genesis,0.251175
DIRE STRAITS,Elton John,0.250661
DIRE STRAITS,Creedence Clearwater Revival,0.244715
DIRE STRAITS,Roger Waters,0.242996
DIRE STRAITS,Bad Company,0.242921
DIRE STRAITS,Golden Earring,0.2367
DIRE STRAITS,Derek and the Dominos,0.234485
DIRE STRAITS,Jethro Tull,0.233025
DIRE STRAITS,The Rolling Stones,0.233002
DISCONNECTION,Sammy Barbot,1.0
DISCONNECTION,Sun Palace,0.619112
DISCONNECTION,Nightlife Unlimited,0.42037
DISCONNECTION,D.C. LaRue,0.384017
DISCONNECTION,Bottin,0.358482
DISCONNECTION,Magick Edit Allstars,0.353193
DISCONNECTION,Jo Bisso,0.346228
DISCONNECTION,Tangoterje,0.32685
DISCONNECTION,Goody Goody,0.325757
DISCONNECTION,Orlando Riva Sound,0.303897
DISCONNECTION,El Coco,0.300912
DISCONNECTION,Bruni Pagan,0.295805
DISCONNECTION,Rinder & Lewis,0.289714
DISCONNECTION,LTG Exchange,0.289099
DISCONNECTION,Kebekelektrik,0.286567
DISCONNECTION,Debbie Jacobs,0.28574
