source,target,match
$-CREW,S.crew,1.0
$-CREW,2zer,0.808518
$-CREW,Ashkidd,0.733142
$-CREW,"Jazzy Bazz, Nekfeu",0.717959
$-CREW,ROMEO ELVIS,0.713398
$-CREW,Aladin 135,0.586499
$-CREW,L'Entourage,0.569689
$-CREW,"Nekfeu, Alpha Wann",0.569106
$-CREW,LEDÉ MARKSON,0.561179
$-CREW,Ash Kidd,0.560415
$-CREW,"Laylow, Nekfeu, Fousheé",0.544316
$-CREW,"Nekfeu, Sneazzy, S.Pri Noir",0.534569
$-CREW,"Nekfeu, Nemir",0.528609
$-CREW,Disiz la Peste,0.510089
$-CREW,"Disiz, Damso",0.506144
$-CREW,"Népal, Doums",0.495632
$-CREW,"Nekfeu, Damso",0.488429
$-CREW,"Lefa, Lomepal",0.47621
$-CREW,Crew,0.453445
$-CREW,5 majeur,0.451749
$-CREW,"Vald, Damso",0.449043
$-CREW,Take a Mic,0.432977
$-CREW,Panama Bende,0.429455
$-CREW,Suikon Blaz AD,0.422323
$-CREW,Twinsmatic,0.417789
$-CREW,KIKESA,0.416159
$-CREW,"Dinos, Nekfeu",0.412069
$-CREW,Haristone,0.408824
$-CREW,"Orelsan, Damso",0.407518
$-CREW,"Orelsan, Gringe",0.396796
-M-,Julien Doré,1.0
-M-,Louise Attaque,0.977468
-M-,Alain Bashung,0.91709
-M-,Ben Mazué,0.915728
-M-,Brigitte,0.903055
-M-,Vanessa Paradis,0.892764
-M-,Les Rita Mitsouko,0.865001
-M-,Grand Corps Malade,0.841882
-M-,La Grande Sophie,0.818405
-M-,Izïa,0.812638
-M-,Alain Souchon,0.808764
-M-,Tryo,0.803539
-M-,Michel Berger,0.79758
-M-,Jean-Jacques Goldman,0.797028
-M-,Jean-Louis Aubert,0.776605
-M-,CALI,0.767193
-M-,Noir Désir,0.760565
-M-,Téléphone,0.755826
-M-,Matmatah,0.75128
-M-,Gaëtan Roussel,0.732937
-M-,Francis Cabrel,0.728042
-M-,Eddy Mitchell,0.727921
-M-,Olivia Ruiz,0.720605
-M-,Mickey 3D,0.716181
-M-,Marc Lavoine,0.707035
-M-,Juliette Armanet,0.702815
-M-,Les Innocents,0.700994
-M-,Calogero,0.696749
-M-,Étienne Daho,0.689263
-M-,Niagara,0.686138
"-M-, TOUMANI DIABATÉ, SIDIKI DIABATÉ","-M-, Toumani Diabaté, Sidiki Diabaté, Fatoumata Diawara, Louis Chedid",1.0
"-M-, TOUMANI DIABATÉ, SIDIKI DIABATÉ","-M-, Toumani Diabaté, Sidiki Diabaté, Mamani Keita, Moriba Diabaté",0.967959
"-M-, TOUMANI DIABATÉ, SIDIKI DIABATÉ","-M-, Toumani Diabaté, Sidiki Diabaté, Fatoumata Diawara, Oxmo Puccino",0.372238
"-M-, TOUMANI DIABATÉ, SIDIKI DIABATÉ","-M-, Sidiki Diabaté",0.308882
"-M-, TOUMANI DIABATÉ, SIDIKI DIABATÉ","-M-, Toumani Diabaté, Sidiki Diabaté, Santigold, Hiba Tawaji, Ibrahim Maalouf, Seu Jorge, Nekfeu, Youssou N'Dour, Sanjay Khan, Chacha",0.298292
"-M-, TOUMANI DIABATÉ, SIDIKI DIABATÉ","-M-, Toumani Diabaté, Sidiki Diabaté, Fatoumata Diawara",0.262625
"-M-, TOUMANI DIABATÉ, SIDIKI DIABATÉ","-M-, Toumani Diabaté, Amadou & Mariam, Jain",0.25922
070 SHAKE,Fousheé,1.0
070 SHAKE,6LACK,0.823299
070 SHAKE,Dua Saleh,0.743272
070 SHAKE,Kid Cudi,0.712826
070 SHAKE,Jaden,0.674205
070 SHAKE,Kevin Abstract,0.647189
070 SHAKE,SAINt JHN,0.628041
070 SHAKE,Kenny Mason,0.62146
070 SHAKE,Smino,0.568813
070 SHAKE,Mereba,0.56755
070 SHAKE,Cordae,0.565061
070 SHAKE,Tierra Whack,0.55765
070 SHAKE,THEY.,0.555762
070 SHAKE,Tommy Richman,0.552599
070 SHAKE,IDK,0.549389
070 SHAKE,Vory,0.548992
070 SHAKE,Lil Yachty,0.538278
070 SHAKE,Rapsody,0.510641
070 SHAKE,Big Sean,0.501096
070 SHAKE,Ty Dolla $ign,0.499476
070 SHAKE,Tkay Maidza,0.496558
070 SHAKE,Tory Lanez,0.482969
070 SHAKE,Vince Staples,0.476746
070 SHAKE,Saba,0.47307
070 SHAKE,Ab-Soul,0.469448
070 SHAKE,Johan Lenox,0.459575
070 SHAKE,EARTHGANG,0.459162
070 SHAKE,Teyana Taylor,0.456383
070 SHAKE,Roy Woods,0.452854
070 SHAKE,Future & Metro Boomin,0.452193
100 BLAZE,Benash,1.0
100 BLAZE,La F,0.94145
100 BLAZE,Aladin 135,0.778456
100 BLAZE,Worms-T,0.770563
100 BLAZE,HD La Relève,0.571683
100 BLAZE,Tengo John,0.567327
100 BLAZE,Suikon Blaz AD,0.559222
100 BLAZE,DOC OVG,0.548966
100 BLAZE,Shtar Academy,0.522383
100 BLAZE,SAF,0.511024
100 BLAZE,Ashkidd,0.494163
100 BLAZE,Barbe Noir,0.417055
100 BLAZE,Criminls,0.404515
100 BLAZE,KIKESA,0.388077
100 BLAZE,So La Zone,0.369724
100 BLAZE,D.ACE,0.368524
100 BLAZE,naar,0.340762
100 BLAZE,Barack Adama,0.30219
100 BLAZE,LEO ROI,0.283258
100 BLAZE,Disiz la Peste,0.266753
100 BLAZE,6nueve,0.262892
100 BLAZE,Chanje,0.259101
100 BLAZE,Eden Dillinger,0.247178
100 BLAZE,I.N.C.H,0.24557
100 BLAZE,Set&Match,0.24181
100 BLAZE,Fababy,0.225939
100 BLAZE,Charles Bdl,0.215761
100 BLAZE,Gracy Hopkins,0.205578
100 BLAZE,LaCraps,0.197194
100 BLAZE,Dany Dan,0.192936
113,Ideal J,1.0
113,Mafia K'1 Fry,0.995123
113,Fonky Family,0.985408
113,Suprême NTM,0.840876
113,Akhenaton,0.755017
113,Sniper,0.725434
113,Passi,0.701749
113,Rohff,0.677873
113,IAM,0.675166
113,Kery James,0.62264
113,Don Choa,0.599696
113,Busta Flex,0.580053
113,Psy 4 de la Rime,0.569568
113,Shurik'n,0.536327
113,Lunatic,0.519994
113,Doc Gynéco,0.516229
113,Youssoupha,0.516016
113,Sefyu,0.504244
113,Zoxea,0.49189
113,La clinique,0.48278
113,Cut Killer,0.48227
113,Sinik,0.481446
113,Booba,0.47439
113,Fabe,0.473057
113,Scred Connexion,0.465325
113,Stomy Bugsy,0.461852
113,Tandem,0.441907
113,Oxmo Puccino,0.43769
113,Rim'K,0.437577
13 BLOCK,KEKRA,1.0
13 BLOCK,1PLIKÉ140,0.876203
13 BLOCK,Cheu-B,0.86072
13 BLOCK,TH,0.838114
13 BLOCK,Leto,0.834885
13 BLOCK,Ikaz boi,0.825326
13 BLOCK,Ateyaba,0.801679
13 BLOCK,Kaaris,0.79827
13 BLOCK,SCH,0.771467
13 BLOCK,Koba LaD,0.748664
13 BLOCK,Booba,0.7393
13 BLOCK,Green Montana,0.727822
13 BLOCK,stavo,0.721752
13 BLOCK,Kalash Criminel,0.706873
13 BLOCK,La Fève,0.69438
13 BLOCK,Ninho,0.667025
13 BLOCK,Alpha Wann,0.644989
13 BLOCK,Freeze Corleone,0.609557
13 BLOCK,Maes,0.596786
13 BLOCK,Siboy,0.596112
13 BLOCK,Josman,0.584857
13 BLOCK,Jolagreen23,0.574765
13 BLOCK,Gradur,0.573669
13 BLOCK,Dinos,0.569785
13 BLOCK,Laylow,0.560479
13 BLOCK,Lesram,0.553726
13 BLOCK,Lacrim,0.535784
13 BLOCK,Gazo,0.527712
13 BLOCK,Joke,0.511658
13 BLOCK,Gambino La MG,0.509446
13 ORGANISÉ,Jul,1.0
13 ORGANISÉ,Naps,0.850893
13 ORGANISÉ,Le classico organisé,0.831746
13 ORGANISÉ,Alonzo,0.609014
13 ORGANISÉ,Timal,0.564553
13 ORGANISÉ,Lacrim,0.549961
13 ORGANISÉ,Sasso,0.537865
13 ORGANISÉ,TK,0.499402
13 ORGANISÉ,Soso Maness,0.474674
13 ORGANISÉ,RK,0.467329
13 ORGANISÉ,Maes,0.462678
13 ORGANISÉ,Hornet La Frappe,0.45511
13 ORGANISÉ,Gambino,0.436601
13 ORGANISÉ,Heuss L'enfoiré,0.422393
13 ORGANISÉ,DA Uzi,0.403627
13 ORGANISÉ,Soolking,0.403281
13 ORGANISÉ,JOSAS,0.387436
13 ORGANISÉ,Benab,0.382094
13 ORGANISÉ,Kofs,0.376237
13 ORGANISÉ,La Fouine,0.370021
13 ORGANISÉ,Ninho,0.368309
13 ORGANISÉ,Gazo,0.364756
13 ORGANISÉ,SCH,0.363676
13 ORGANISÉ,Djadja  Dinaz,0.357533
13 ORGANISÉ,Kore,0.347815
13 ORGANISÉ,Booba,0.330309
13 ORGANISÉ,Soprano,0.329023
13 ORGANISÉ,Stare Dobre Małżeństwo,0.329008
13 ORGANISÉ,Psy 4 de la Rime,0.325756
13 ORGANISÉ,NIAKS,0.324152
1PLIKÉ140,Beendo Z,1.0
1PLIKÉ140,Ninho,0.884447
1PLIKÉ140,13 Block,0.862192
1PLIKÉ140,Gazo,0.818413
1PLIKÉ140,Gambino La MG,0.799084
1PLIKÉ140,Green Montana,0.796546
1PLIKÉ140,Kerchak,0.791079
1PLIKÉ140,Ziak,0.762727
1PLIKÉ140,Hamza,0.752729
1PLIKÉ140,La Fève,0.740278
1PLIKÉ140,Freeze Corleone,0.710841
1PLIKÉ140,Niska,0.696298
1PLIKÉ140,menace Santana,0.690571
1PLIKÉ140,Kaaris,0.686562
1PLIKÉ140,Tiakola,0.668335
1PLIKÉ140,DA Uzi,0.666047
1PLIKÉ140,Jolagreen23,0.652153
1PLIKÉ140,gapman,0.634481
1PLIKÉ140,Kalash Criminel,0.633938
1PLIKÉ140,J9ueve,0.629106
1PLIKÉ140,Booba,0.627904
1PLIKÉ140,L2B,0.626739
1PLIKÉ140,Josman,0.626403
1PLIKÉ140,KEKRA,0.625269
1PLIKÉ140,Maes,0.622089
1PLIKÉ140,Fresh laDouille,0.620234
1PLIKÉ140,SCH,0.602025
1PLIKÉ140,Diddi Trix,0.6004
1PLIKÉ140,Oboy,0.597851
1PLIKÉ140,Bu$hi,0.586488
2 BE 3,Larusso,1.0
2 BE 3,Pascal Obispo,0.717678
2 BE 3,Renan Luce,0.642321
2 BE 3,Max Boublil,0.623521
2 BE 3,Julien Doré,0.618499
2 BE 3,Theodora,0.614545
2 BE 3,Christophe Maé,0.609141
2 BE 3,Jenifer,0.572432
2 BE 3,Dorothée,0.56726
2 BE 3,Lorie,0.521761
2 BE 3,Juliette Armanet,0.509914
2 BE 3,Francis Cabrel,0.440767
2 BE 3,Vitaa,0.437787
2 BE 3,Joe Dassin,0.417232
2 BE 3,Amel Bent,0.397494
2 BE 3,Fréro Delavega,0.396885
2 BE 3,Pierre Garnier,0.39466
2 BE 3,Claudio Capéo,0.39455
2 BE 3,Grégory Lemarchal,0.39111
2 BE 3,Kendji Girac,0.38559
2 BE 3,David Hallyday,0.382203
2 BE 3,Vianney,0.369362
2 BE 3,Les Rita Mitsouko,0.368387
2 BE 3,Louane,0.365636
2 BE 3,Vanessa Paradis,0.345498
2 BE 3,Tryo,0.338632
2 BE 3,Shy'm,0.326128
2 BE 3,Joyce Jonathan,0.323934
2 BE 3,Grégoire,0.32253
2 BE 3,IAM,0.321668
2 PAC,Thug Life,1.0
2 PAC,The Notorious B.I.G.,0.651326
2 PAC,Tha Dogg Pound,0.565922
2 PAC,Snoop Dogg,0.541539
2 PAC,Dr. Dre,0.527907
2 PAC,Ice Cube,0.508973
2 PAC,DMX,0.451114
2 PAC,50 Cent,0.44567
2 PAC,Bone Thugs-N-Harmony,0.433077
2 PAC,Nas,0.420289
2 PAC,2Pac & The Outlawz,0.419118
2 PAC,Warren G,0.412409
2 PAC,The Game,0.408164
2 PAC,Nate Dogg,0.397296
2 PAC,Scarface,0.391887
2 PAC,Kurupt,0.368944
2 PAC,N.W.A,0.366947
2 PAC,Eazy-E,0.361534
2 PAC,Xzibit,0.352017
2 PAC,Westside Connection,0.340153
2 PAC,Daz Dillinger,0.3353
2 PAC,Mack 10,0.335242
2 PAC,MC Eiht,0.328625
2 PAC,DJ Quik,0.322799
2 PAC,JAY-Z,0.312564
2 PAC,Mobb Deep,0.310539
2 PAC,Big Punisher,0.3036
2 PAC,Geto Boys,0.301507
2 PAC,Ja Rule,0.282327
2 PAC,AZ,0.276962
2 UNLIMITED,Cappella,1.0
2 UNLIMITED,Captain Hollywood Project,0.825073
2 UNLIMITED,Culture Beat,0.823847
2 UNLIMITED,Masterboy,0.80909
2 UNLIMITED,2 Brothers on the 4th Floor,0.779379
2 UNLIMITED,Dr. Alban,0.743797
2 UNLIMITED,Ice MC,0.717681
2 UNLIMITED,DJ Bobo,0.669828
2 UNLIMITED,Fun Factory,0.644267
2 UNLIMITED,Basic Element,0.594904
2 UNLIMITED,Magic Affair,0.583207
2 UNLIMITED,Twenty 4 Seven,0.582308
2 UNLIMITED,Snap!,0.581862
2 UNLIMITED,T-Spoon,0.556845
2 UNLIMITED,Loft,0.554178
2 UNLIMITED,Pharao,0.52949
2 UNLIMITED,Haddaway,0.505922
2 UNLIMITED,Technotronic,0.493943
2 UNLIMITED,Maxx,0.492359
2 UNLIMITED,Mr. President,0.488091
2 UNLIMITED,Sash!,0.474784
2 UNLIMITED,La Bouche,0.458428
2 UNLIMITED,E-Rotic,0.453761
2 UNLIMITED,Whigfield,0.453035
2 UNLIMITED,Real McCoy,0.451646
2 UNLIMITED,E-Type,0.445617
2 UNLIMITED,Corona,0.415857
2 UNLIMITED,B.G. The Prince Of Rap,0.394356
2 UNLIMITED,Mo-Do,0.388283
2 UNLIMITED,Double You,0.387473
20 FINGERS,Captain Hollywood Project,1.0
20 FINGERS,Corona,0.945658
20 FINGERS,Cappella,0.943344
20 FINGERS,Fun Factory,0.933759
20 FINGERS,Spiller,0.89911
20 FINGERS,2 Unlimited,0.894882
20 FINGERS,Technotronic,0.894397
20 FINGERS,Masterboy,0.868573
20 FINGERS,Snap!,0.856015
20 FINGERS,DJ Bobo,0.836238
20 FINGERS,Reel 2 Real,0.793905
20 FINGERS,Urban Cookie Collective,0.782327
20 FINGERS,Magic Affair,0.779061
20 FINGERS,La Bouche,0.773308
20 FINGERS,Dr. Alban,0.739418
20 FINGERS,Culture Beat,0.738613
20 FINGERS,Vengaboys,0.718021
20 FINGERS,Real McCoy,0.70838
20 FINGERS,Twenty 4 Seven,0.69358
20 FINGERS,Haddaway,0.680648
20 FINGERS,Ice MC,0.67869
20 FINGERS,Whigfield,0.666161
20 FINGERS,Double You,0.663396
20 FINGERS,The Outhere Brothers,0.662497
20 FINGERS,N-Trance,0.651245
20 FINGERS,Gala,0.646378
20 FINGERS,B.G. The Prince Of Rap,0.644277
20 FINGERS,Black Box,0.643322
20 FINGERS,Captain Jack,0.641315
20 FINGERS,2 Brothers on the 4th Floor,0.639986
21 SAVAGE,Metro Boomin,1.0
21 SAVAGE,Offset,0.624922
21 SAVAGE,Future,0.621009
21 SAVAGE,Travi$ Scott,0.588183
21 SAVAGE,21 Savage & Metro Boomin,0.56614
21 SAVAGE,Quavo,0.553221
21 SAVAGE,Lil Baby,0.552455
21 SAVAGE,Migos,0.51536
21 SAVAGE,Young Stoner Life,0.507907
21 SAVAGE,Huncho Jack,0.489349
21 SAVAGE,Gunna,0.461822
21 SAVAGE,JACKBOYS,0.420523
21 SAVAGE,Quality Control,0.412829
21 SAVAGE,Drake,0.411796
21 SAVAGE,Internet Money,0.386851
21 SAVAGE,Don Toliver,0.385316
21 SAVAGE,¥$,0.375615
21 SAVAGE,DaBaby,0.361503
21 SAVAGE,Pop Smoke,0.3559
21 SAVAGE,Dreamville,0.353005
21 SAVAGE,Young Thug,0.350415
21 SAVAGE,Lil Yachty,0.34641
21 SAVAGE,Rich the Kid,0.341529
21 SAVAGE,Kodak Black,0.340252
21 SAVAGE,Baby Keem,0.339566
21 SAVAGE,Mustard,0.337032
21 SAVAGE,NLE Choppa,0.328288
21 SAVAGE,Polo G,0.324233
21 SAVAGE,Young Nudy,0.316215
21 SAVAGE,Lil Tecca,0.308795
2TH,47ter,1.0
2TH,Achile,0.795588
2TH,Spider ZED,0.516719
2TH,Lorenzo,0.505562
2TH,Georgio,0.473552
2TH,Nekfeu,0.446613
2TH,Tsew The Kid,0.421036
2TH,Gringe,0.407571
2TH,Bekar,0.358489
2TH,Bigflo & Oli,0.35567
2TH,Fredz,0.332241
2TH,Mister V,0.314244
2TH,KronoMuzik,0.303452
2TH,A2H,0.281201
2TH,Orelsan,0.279155
2TH,BEN plg,0.263948
2TH,Rilès,0.263075
2TH,Olympe Chabert,0.248081
2TH,THEODORT,0.245235
2TH,Vald,0.236648
2TH,doums,0.230974
2TH,Black M,0.222922
2TH,Ninho,0.212215
2TH,Vladimir Cauchemar,0.212198
2TH,Bigflo  Oli,0.210382
2TH,Django,0.196151
2TH,Suzuya,0.195629
2TH,Perceval,0.194235
2TH,Zzccmxtp,0.188232
2TH,Heuss L'enfoiré,0.183178
2ZER,Aladin 135,1.0
2ZER,Tengo John,0.88939
2ZER,S.crew,0.837449
2ZER,L'Entourage,0.83437
2ZER,Senamo,0.831448
2ZER,Haristone,0.774766
2ZER,Take a Mic,0.771349
2ZER,Ashkidd,0.759881
2ZER,Josué,0.755256
2ZER,Suikon Blaz AD,0.735457
2ZER,Eff Gee,0.723002
2ZER,Panama Bende,0.660347
2ZER,M le Maudit,0.65093
2ZER,joysad,0.643137
2ZER,5 majeur,0.642996
2ZER,Eden Dillinger,0.564016
2ZER,Vin's,0.541086
2ZER,Oldpee,0.520875
2ZER,Disiz la Peste,0.485096
2ZER,Chanje,0.474352
2ZER,Louis Aoda,0.46102
2ZER,Zesau,0.459311
2ZER,Set&Match,0.429847
2ZER,Sazamyzy,0.426157
2ZER,Arsaphe,0.419799
2ZER,Sam's,0.415192
2ZER,Loveni,0.41313
2ZER,Bohemian Club,0.412606
2ZER,L'affreux Jojo,0.409389
2ZER,Heskis,0.392846
3,Fair to Midland,1.0
3,Coheed and Cambria,0.970096
3,Rishloo,0.95775
3,The Dear Hunter,0.811026
3,Osi,0.776483
3,Children Of Nova,0.766346
3,Thank You Scientist,0.754639
3,Closure in Moscow,0.662506
3,The Mars Volta,0.595457
3,Karnivool,0.593529
3,Beardfish,0.574308
3,dredg,0.564094
3,Pain of Salvation,0.556125
3,Spock's Beard,0.516059
3,Jolly,0.500943
3,Pure Reason Revolution,0.471235
3,Frost*,0.46705
3,The Prize Fighter Inferno,0.465543
3,Flying Colors,0.46457
3,22,0.464509
3,Arena,0.463173
3,Porcupine Tree,0.45807
3,Chroma Key,0.450921
3,Haken,0.444977
3,Blackfield,0.435743
3,Artificial Language,0.43248
3,The Flower Kings,0.431076
3,Devin Townsend Project,0.430526
3,The Pineapple Thief,0.423601
3,Arcane Roots,0.422668
3 T,Michael Jackson,1.0
3 T,The Jacksons,0.756897
3 T,Another Level,0.709427
3 T,Color Me Badd,0.65913
3 T,All-4-One,0.624738
3 T,Jermaine Jackson,0.570417
3 T,The Jackson 5,0.559053
3 T,Boyz II Men,0.526632
3 T,Boyzone,0.523339
3 T,Brian McKnight,0.511652
3 T,Babyface,0.489608
3 T,Shanice,0.477608
3 T,Toni Braxton,0.465779
3 T,Vanessa Williams,0.463913
3 T,Ralph Tresvant,0.454102
3 T,Rebbie Jackson,0.431095
3 T,Next,0.419284
3 T,K-Ci & JoJo,0.410511
3 T,Shayne Ward,0.402025
3 T,Michael Bolton,0.400534
3 T,Karyn White,0.3984
3 T,Az Yet,0.397762
3 T,Tevin Campbell,0.393486
3 T,Ronan Keating,0.391569
3 T,East 17,0.383996
3 T,Johnny Gill,0.381826
3 T,Michael Learns to Rock,0.381411
3 T,Tq,0.379372
3 T,Whitney Houston,0.377335
3 T,Shola Ama,0.372942
3010,Dinos Punchlinovic,1.0
3010,3010 & DJ BATTLE,0.719003
3010,Dany Dan,0.671599
3010,5 majeur,0.572251
3010,Nakk Mendosa,0.560751
3010,Ol Kainry,0.557258
3010,Ormaz,0.522632
3010,Disiz la Peste,0.50028
3010,Black Kent,0.467338
3010,Sam's,0.404723
3010,Senamo,0.348514
3010,Zesau,0.347499
3010,Grödash,0.343391
3010,Haristone,0.323216
3010,Ashkidd,0.315365
3010,Tiers monde,0.294587
3010,Ron Brice,0.29447
3010,Doc Gynéco,0.287119
3010,Riski,0.275946
3010,Juicy P,0.274927
3010,Zekwé Ramos,0.271791
3010,Lalcko,0.271201
3010,Volts Face,0.269423
3010,Sazamyzy,0.241181
3010,Karlito,0.237109
3010,Dandyguel,0.221107
3010,Vin's,0.220593
3010,Jeff Le Nerf,0.217711
3010,Kyma,0.215263
3010,Fayçal,0.213727
313,IZAID,1.0
313,LyCos,0.835004
313,Seizur,0.828914
313,Cikey,0.788448
313,Pxrselow,0.751582
313,KIDAKI,0.689579
313,Eye's Berg,0.64078
313,Doxx,0.625231
313,Ashkidd,0.589334
313,McBox,0.587629
313,Senamo,0.547566
313,Shikki,0.543464
313,LVZ,0.536313
313,L01,0.528117
313,KIKESA,0.518246
313,joysad,0.495171
313,Max DLG,0.492587
313,Chinwvr,0.487938
313,Wall.e,0.482277
313,Ciranda,0.473662
313,Louis Aoda,0.466794
313,2zer,0.448849
313,Yonis,0.446276
313,YungCiel,0.443884
313,Yutsuu,0.441266
313,MNH,0.416995
313,Lekden,0.399539
313,hzy,0.397577
313,Luni,0.389112
313,Specy Men,0.386117
3ROBI,Mula B,1.0
3ROBI,Ashafar,0.321599
3ROBI,JoeyAK,0.174758
3ROBI,DVM,0.140984
3ROBI,Chivv,0.120198
3ROBI,Henkie T,0.112215
3ROBI,Sevn Alias,0.099402
3ROBI,Pietju Bell,0.096059
3ROBI,Baby Gang,0.092612
3ROBI,Woenzelaar,0.092452
3ROBI,SIMBA LA RUE,0.091449
3ROBI,Lijpe,0.089436
3ROBI,Skiezo,0.087747
3ROBI,Dopebwoy,0.082558
3ROBI,JoZo,0.07313
3ROBI,Josylvio,0.071427
3ROBI,Bobby Vandamme,0.066461
3ROBI,Young Ellens,0.06507
3ROBI,Néza,0.05666
3ROBI,Neima Ezza,0.056206
3ROBI,Boef,0.051901
3ROBI,Maes,0.050151
3ROBI,SBMG,0.049944
3ROBI,Morad,0.046909
3ROBI,ElGrandeToto,0.043109
3ROBI,Chardy,0.042738
3ROBI,Hef,0.040177
3ROBI,Lacrim,0.039547
3ROBI,Nabi,0.038899
3ROBI,Rondodasosa,0.037659
47TER,2TH,1.0
47TER,Bigflo & Oli,0.698481
47TER,Achile,0.66931
47TER,Lomepal,0.667989
47TER,Lujipeka,0.587443
47TER,Nekfeu,0.569337
47TER,Casseurs Flowters,0.551435
47TER,Lorenzo,0.541412
47TER,Georgio,0.536942
47TER,Kik,0.497809
47TER,Hugo TSR,0.496259
47TER,Orelsan,0.489371
47TER,Roméo Elvis,0.460552
47TER,Bigflo  Oli,0.457692
47TER,Luv Resval,0.453074
47TER,Vald,0.44568
47TER,Gringe,0.433717
47TER,Tsew The Kid,0.427881
47TER,Fredz,0.4133
47TER,LauCarré,0.389416
47TER,Rilès,0.383671
47TER,S-Crew,0.368981
47TER,Spider ZED,0.3522
47TER,Mister V,0.348241
47TER,Soprano,0.346276
47TER,Black M,0.343061
47TER,Yuston XIII,0.341524
47TER,Sexion d'Assaut,0.340693
47TER,Scylla,0.318763
47TER,Ridsa,0.31853
4KEUS,4KEUS GANG,1.0
4KEUS,Tiakola,0.726725
4KEUS,L2B,0.684048
4KEUS,RSKO,0.577685
4KEUS,Genezio,0.576538
4KEUS,Niska,0.549235
4KEUS,Ninho,0.544067
4KEUS,Landy,0.514179
4KEUS,Gazo,0.500601
4KEUS,Bolémvn,0.492707
4KEUS,Koba LaD,0.45085
4KEUS,S.Pri Noir,0.429836
4KEUS,Franglish,0.416068
4KEUS,KeBlack,0.404714
4KEUS,Gambino La MG,0.388596
4KEUS,Hornet La Frappe,0.388242
4KEUS,Yorssy,0.3789
4KEUS,DA Uzi,0.350554
4KEUS,Kaza,0.336331
4KEUS,MHD,0.328657
4KEUS,1PLIKÉ140,0.315316
4KEUS,Bramsito,0.298504
4KEUS,Maes,0.297605
4KEUS,Still Fresh,0.293215
4KEUS,Dadju,0.291052
4KEUS,Heuss L'enfoiré,0.280531
4KEUS,bouss,0.277746
4KEUS,DJ Leska,0.258162
4KEUS,La Fouine,0.257085
4KEUS,Oboy,0.254317
4KEUS GANG,4KEUS,1.0
4KEUS GANG,RSKO,0.444829
4KEUS GANG,Niska,0.415775
4KEUS GANG,Tiakola,0.392355
4KEUS GANG,L2B,0.379465
4KEUS GANG,Genezio,0.365108
4KEUS GANG,Yorssy,0.320708
4KEUS GANG,Ninho,0.314772
4KEUS GANG,Bolémvn,0.304987
4KEUS GANG,Landy,0.303375
4KEUS GANG,Gambino La MG,0.29388
4KEUS GANG,Hornet La Frappe,0.291891
4KEUS GANG,MHD,0.270176
4KEUS GANG,Maes,0.267494
4KEUS GANG,Heuss L'enfoiré,0.251127
4KEUS GANG,1PLIKÉ140,0.250266
4KEUS GANG,Franglish,0.243818
4KEUS GANG,KeBlack,0.24189
4KEUS GANG,Gradur,0.233392
4KEUS GANG,Bramsito,0.222793
4KEUS GANG,Kalash Criminel,0.216368
4KEUS GANG,Dadju,0.216166
4KEUS GANG,Gazo,0.212574
4KEUS GANG,Triangle des Bermudes,0.209236
4KEUS GANG,DAVY ONE,0.202849
4KEUS GANG,S.Pri Noir,0.19683
4KEUS GANG,La Fouine,0.196125
4KEUS GANG,13 Block,0.193886
4KEUS GANG,Hamza,0.184105
4KEUS GANG,Lacrim,0.177287
50 CENT,G-Unit,1.0
50 CENT,Lloyd Banks,0.687008
50 CENT,The Game,0.614406
50 CENT,Obie Trice,0.601944
50 CENT,DMX,0.562404
50 CENT,Tony Yayo,0.546816
50 CENT,D12,0.511177
50 CENT,Dr. Dre,0.483521
50 CENT,Young Buck,0.483346
50 CENT,Eminem,0.483026
50 CENT,2Pac,0.437307
50 CENT,Xzibit,0.437065
50 CENT,Snoop Dogg,0.395031
50 CENT,Bad Meets Evil,0.384841
50 CENT,The Notorious B.I.G.,0.367222
50 CENT,Ja Rule,0.350399
50 CENT,T.I.,0.346745
50 CENT,Mobb Deep,0.331842
50 CENT,Fabolous,0.330164
50 CENT,JAY-Z,0.32894
50 CENT,Ludacris,0.322036
50 CENT,Ice Cube,0.316477
50 CENT,Lil' Wayne,0.310248
50 CENT,Nas,0.306322
50 CENT,Fat Joe,0.297858
50 CENT,Jadakiss,0.290017
50 CENT,Busta Rhymes,0.282283
50 CENT,Nelly,0.276956
50 CENT,Westside Connection,0.276944
50 CENT,Young Jeezy,0.274894
6IX9INE,Lil Pump,1.0
6IX9INE,Lil Skies,0.619635
6IX9INE,YBN Nahmir,0.596632
6IX9INE,Blueface,0.595555
6IX9INE,Rich the Kid,0.563473
6IX9INE,Bobby Shmurda,0.542229
6IX9INE,DaBaby,0.524956
6IX9INE,O.T. Genasis,0.507748
6IX9INE,A Boogie wit da Hoodie,0.500286
6IX9INE,Internet Money,0.491584
6IX9INE,NLE Choppa,0.477351
6IX9INE,Smokepurpp,0.460788
6IX9INE,Migos,0.455775
6IX9INE,Rae Sremmurd,0.455108
6IX9INE,Lil Loaded,0.452979
6IX9INE,BlocBoy JB,0.439651
6IX9INE,Pop Smoke,0.435312
6IX9INE,King Von,0.432734
6IX9INE,Desiigner,0.424266
6IX9INE,Young M.A,0.416439
6IX9INE,Kodak Black,0.411493
6IX9INE,YNW Melly,0.411088
6IX9INE,Lil Tjay,0.400634
6IX9INE,Tee Grizzley,0.399157
6IX9INE,Lil Baby,0.394092
